# ╭───────────────────────────── Timing Information ─────────────────────────────╮
# │ Total: 41.109                                                                │
# │ └── (95.8%) | LPS_VMC._forward_and_backward : 39.367 s                       │
# │     ├── (73.6%) | MCState.expect_and_grad : 28.972 s                         │
# │     │   └── (94.1%) | MCState.sample : 27.275 s                              │
# │     │       └── (54.6%) | sampling n_discarded samples : 14.896 s            │
# │     └── (26.0%) | AbstractLinearPreconditioner.__call__ : 10.243 s           │
# │         ├── (5.4%) | QGTOnTheFly_DefaultConstructor : 0.548 s                │
# │         └── (93.9%) | LinearOperator.solve : 9.616 s                         │
# ╰──────────────────────────────────────────────────────────────────────────────╯
Mean,Variance,Sigma,R_hat,TauCorr,iter_per_sec,total_time
-99.55602702626011,197.06604395012863,1.3575284536351286,1.1248238462404432,0.0985026227314082,-1,41.10941702800483
-97.1770119768253,250.84883019760233,1.6043568478275432,1.1346547805484926,0.15670426751117816,-1,41.10941702800483
-99.19715292579878,220.08255100027054,1.2852067923718744,1.1274253587544032,0.0,-1,41.10941702800483
-99.42820274365239,201.98409087216123,1.1147821594997316,1.1079356670256055,0.0,19,41.10941702800483
-101.03884761401451,191.73433838168418,1.282020315149938,1.1065679326114424,0.048617793500602136,19,41.10941702800483
-99.22198610995167,201.01847966149003,1.2393088493485114,1.0836681408680984,0.0,19,41.10941702800483
-101.33610680956588,168.06556824584885,1.0957316599930524,1.1259790094548792,0.0,19,41.10941702800483
-99.77078680635957,216.92672509786058,1.2649396829009305,1.0930681884518567,0.0,28,41.10941702800483
-101.96457908635253,224.56431614728814,1.1369589088091974,1.15141535711154,0.0,28,41.10941702800483
-100.98587479246511,178.05674622416677,1.161973098391185,1.123361291443781,0.0,28,41.10941702800483
-98.67961011967057,151.8798942122404,1.0166976937321546,1.1094099771986181,0.0,28,41.10941702800483
-100.59628736932771,167.0284540822218,1.1681882395967567,1.126408208415792,0.02289582227388276,30,41.10941702800483
-100.63249027937319,267.69129622642095,1.2352715163895371,1.0927903349904289,0.0,30,41.10941702800483
-101.59419931973872,214.56408150907424,1.4483381675366354,1.123618813574429,0.12569531535080591,30,41.10941702800483
-99.48878237556515,208.93393287289808,1.2418300496871097,1.1251326538476287,0.0,30,41.10941702800483
-101.7041937004779,184.18290212115218,1.2692141317403962,1.1042005314820198,0.05975819467538768,31,41.10941702800483
-101.26040444360788,194.69586256328375,1.1185125120025103,1.1373809241900568,0.0,31,41.10941702800483
-102.33511073193131,208.06150913502648,1.3828896802472141,1.1055970880603088,0.0882518493872978,31,41.10941702800483
-101.4516070197594,203.01919842705627,1.2948589291703445,1.0806337123749432,0.02855206898816287,31,41.10941702800483
-100.40253195647338,221.31860704970225,1.4911911750285205,1.1282967322974249,0.143026239899243,32,41.10941702800483
-101.22654993168581,189.1015035841348,1.303157042437278,1.139151611133667,0.07474936837766344,32,41.10941702800483
-101.30611492232137,192.46727987771652,1.0429287865896908,1.0829778332350448,0.0,32,41.10941702800483
-101.35190662335036,255.1699655822053,1.528339662617378,1.1416000941937083,0.08585506180554481,32,41.10941702800483
-101.64122323840522,191.16256289689113,1.2806908795542487,1.1267983613094716,0.04911810484000889,32,41.10941702800483
-102.59725782546232,171.57276112716067,1.362405805077986,1.1263985801357161,0.1923801435206195,32,41.10941702800483
-102.83002430431826,214.09242771043336,1.406050093714927,1.0977437300359125,0.09099016616047417,32,41.10941702800483
-99.70848220334639,179.46222611019857,1.1179071872767858,1.1562403793461253,0.0,32,41.10941702800483
-102.81984985014054,158.9877765662274,1.2151231811421084,1.122345012169386,0.09436995813931082,33,41.10941702800483
-102.32512975818472,149.00421304884173,0.8908794055553363,1.1250113556197627,0.0,33,41.10941702800483
-100.71934384327714,224.76468308524306,1.2008001226583935,1.1253631221321496,0.0,33,41.10941702800483
-103.31696510954143,170.1636723006071,0.9465864735296435,1.1275561274858381,0.0,33,41.10941702800483
-103.34902309812921,206.80998495225623,1.456740109505716,1.1762757411458173,0.1567084844403822,33,41.10941702800483
-100.31778614451264,199.97453650072723,1.1025012253999742,1.0902078486188846,0.0,33,41.10941702800483
-105.4368078856852,197.4765002412517,1.3148347552971469,1.11794013662479,0.06028230004085888,33,41.10941702800483
-102.17969116996406,212.5847653454395,1.2710016301314493,1.14372317790004,0.0,33,41.10941702800483
-103.03795861885943,186.90085074071243,1.034351747622407,1.1345895736798572,0.0,33,41.10941702800483
-103.36784898994999,180.8373476803555,1.0616586126261636,1.1222911260709165,0.0,33,41.10941702800483
-104.64225323911855,203.23779772658537,1.2948896840526571,1.1024985602231345,0.02800864803597536,33,41.10941702800483
-105.21858627624319,195.79737667762686,1.2172400644938852,1.1106195485190609,0.0,33,41.10941702800483
-104.49739826670556,255.23697452087407,1.3135237024210813,1.077981785035292,0.0,33,41.10941702800483
-104.65975653850316,189.1511103860796,1.2050543456105411,1.1155441719575405,0.0,33,41.10941702800483
-103.58871637164394,225.01110843515852,1.3576945595732122,1.1059220221650248,0.02430037749917191,33,41.10941702800483
-103.57035921831059,168.2710301766856,1.302757201981738,1.1397850787217567,0.14550199065238645,33,41.10941702800483
-105.55180681132957,184.8877660059534,1.2542013427710776,1.1563873969502068,0.04451057904025879,33,41.10941702800483
-102.35781848417028,225.06654463902885,1.0618966351118788,1.08488339268058,0.0,33,41.10941702800483
-104.15915895683472,198.43189814520747,1.3063861023125114,1.116240655050145,0.05044203332797503,33,41.10941702800483
-102.99767592640902,161.89152602097514,0.9970718208796943,1.1149682596514872,0.0,33,41.10941702800483
