sigma,re_mean,re_error,re_M_x_mean,re_M_x_error,re_M_z_mean,re_M_z_error
0.001,2.0738978199655988e-05,1.6196758238333874e-05,0.0017612389542104626,0.001329009038417307,nan,nan
0.0011498,2.2146308049699472e-05,1.809266872774774e-05,0.0019299096131806094,0.0014001808473830674,nan,nan
0.0013219,2.1239329969702533e-05,1.5699293874427807e-05,0.002080217463496569,0.001388347264068125,nan,nan
0.0020092,2.4498819911770485e-05,1.7643191419676856e-05,0.00222619868583365,0.0016114309431433994,nan,nan
0.0026561,2.025171824393022e-05,1.4955898199878096e-05,0.0021692068222112144,0.0015775201624238517,nan,nan
0.0017475,2.0120844400495073e-05,1.5117564776373285e-05,0.002242134053475643,0.0019844746091563863,nan,nan
0.0023101,2.0080036493593643e-05,1.6401268615867143e-05,0.0025484799911491152,0.001819108606099723,nan,nan
0.0035112,2.294888624683584e-05,1.8309736548484256e-05,0.0024974264671695345,0.0018275887576867321,nan,nan
0.0053367,2.3061882316418727e-05,1.7273926859395083e-05,0.002392318900214237,0.0017977058902527902,nan,nan
0.0030539,2.3378173292388305e-05,1.804518602976756e-05,0.0019990087025113156,0.0017863126847839892,nan,nan
0.004037,1.8051505070900295e-05,1.3950589335527873e-05,0.0022385891613162117,0.0018384650107146267,nan,nan
0.0015199,2.092437281566456e-05,1.5167572570622951e-05,0.0019439082316460474,0.0014535340954803726,nan,nan
0.0046416,2.197151487830892e-05,1.7295260135743106e-05,0.002213587441407762,0.0016314460893038843,nan,nan
0.0061359,2.2080632862957384e-05,1.824557090165659e-05,0.0026150118658617694,0.001813239534806485,nan,nan
0.0081113,2.33492688505356e-05,1.787603155266796e-05,0.002291090424431309,0.0017519147712814675,nan,nan
0.0070548,2.3603099176384784e-05,1.8684696661206932e-05,0.0026378641339324096,0.001797640802651827,nan,nan
0.009326,2.2487948310542865e-05,1.8304472233102563e-05,0.0023563843359875603,0.0018128587581956645,nan,nan
0.010723,2.2900376406923355e-05,1.6087079109583647e-05,0.002282848954503765,0.0016965970800929381,nan,nan
0.012328,2.5579253268227e-05,1.910557696414008e-05,0.0025538305834740915,0.0017158730423066236,nan,nan
0.014175,2.6446320825435412e-05,2.1158461204465355e-05,0.002637990847754591,0.0019156044272000533,nan,nan
0.021544,2.5522740449473197e-05,1.8112954681241113e-05,0.0026539959730382803,0.0020285373093654854,nan,nan
0.018738,2.4296846577187163e-05,1.6261699905252538e-05,0.0027748826803967,0.001994583417064629,nan,nan
0.032745,2.215705679305561e-05,1.6372395012676406e-05,0.0024454510421882043,0.0015652417689540504,nan,nan
0.024771,2.319255876801125e-05,1.9063710816340047e-05,0.002386064551836351,0.0016519420111476208,nan,nan
0.037649,2.738982923011254e-05,1.79650355753153e-05,0.0022841444210437148,0.0018070969517964962,nan,nan
0.016298,2.5276338057119915e-05,1.857030241758299e-05,0.0022037920442374253,0.0016566645774911892,nan,nan
0.04977,2.629069527135095e-05,1.9896338743205314e-05,0.002832399008049633,0.0020582971831231874,nan,nan
0.02848,2.42433657751125e-05,1.9260679729599967e-05,0.0026378559986273797,0.002092642391827293,nan,nan
0.057224,2.8961496260761644e-05,2.039567077128389e-05,0.0029010839065517326,0.00212030373723941,nan,nan
0.065793,2.5371184143929087e-05,1.8939408003702495e-05,0.0024401963235191086,0.0017790080652292154,nan,nan
0.075646,2.8808665138045755e-05,1.879699283543094e-05,0.002386183091452628,0.0020324624136895636,nan,nan
0.043288,2.44607170392061e-05,1.861955410505193e-05,0.0024178129074055653,0.001909602678339658,nan,nan
0.086975,2.1320739831883757e-05,1.8404829987668724e-05,0.0027066254161218985,0.0020560963958019293,nan,nan
0.1,2.796822216596056e-05,1.8454544419855666e-05,0.002369590635106858,0.0019082220148129412,nan,nan
0.11498,2.506140163699614e-05,1.9290111273894775e-05,0.002795555088056559,0.0019424424611145334,nan,nan
0.13219,2.7104669629951037e-05,1.828369795721874e-05,0.0028221869945954125,0.0018313144359427107,nan,nan
0.20092,2.5655142047311675e-05,2.2552679215385548e-05,0.0025226854792096244,0.001897902811614733,nan,nan
0.15199,2.8357943860817994e-05,2.0746448406323466e-05,0.00262559001679314,0.0019552619402368777,nan,nan
0.17475,2.6195893045314127e-05,1.925127241823938e-05,0.0026507010321588998,0.001899924628505355,nan,nan
0.30539,2.957028837087408e-05,2.342776148887341e-05,0.003083945150438933,0.002249149674107003,nan,nan
0.26561,2.6087511402222405e-05,2.0343839488407095e-05,0.002774800657235506,0.0021218947758466925,nan,nan
0.23101,2.8093771290770303e-05,2.1104437239412347e-05,0.0026180253817544774,0.001863526455234745,nan,nan
0.35112,2.7967780093957626e-05,2.0481045911126032e-05,0.0029013162817594553,0.002258891840989792,nan,nan
0.4037,3.3633670554533694e-05,2.203967973851811e-05,0.003299366512245961,0.0021041582891502355,nan,nan
0.46416,3.832961104085816e-05,2.6687644990577e-05,0.00349476530715951,0.0025236085259015086,nan,nan
0.61359,4.216396279982524e-05,2.6560863523398393e-05,0.005225657409822255,0.0032730907161900406,nan,nan
0.53367,3.778733379463662e-05,2.228573045020729e-05,0.004429840082700342,0.002793141281968896,nan,nan
0.70548,5.100644361778162e-05,3.636834319712855e-05,0.006569391730124897,0.0038984458085333964,nan,nan
0.81113,5.139582816227448e-05,4.006638975116073e-05,0.00809459398196878,0.00477302417740758,nan,nan
0.9326,6.963549504201864e-05,4.346111608215565e-05,0.010407662802985862,0.0053769007378786345,nan,nan
1.0723,9.412947983205498e-05,6.909357710436905e-05,0.013486127490337476,0.008287116872690585,nan,nan
1.2328,0.0001690519779106829,0.0001194991263282415,0.01839209400689475,0.017878716503531726,nan,nan
1.8738,0.000877729224239992,0.0007364535686983033,0.07096280660597572,0.06637386143569353,nan,nan
1.6298,0.0008921608863375886,0.003268359122265633,0.0515095914714177,0.13920615165489308,nan,nan
1.4175,0.0004325022725178341,0.0003996035706474577,0.02935337524706907,0.025177183078969795,nan,nan
2.848,0.00714737895483207,0.008306092829475722,1.7493947766617992,1.671850160536792,nan,nan
2.1544,0.0015008107722900964,0.0015927639871532112,0.2601094236780954,0.7153609681972755,nan,nan
2.4771,0.003381810177974801,0.007195809757167844,0.6199300643226702,0.7564454268495016,nan,nan
3.2745,0.011956765584391377,0.013744392377144999,3.8389291947652326,2.700337961488313,nan,nan
3.7649,0.016845715589360415,0.013746046026379112,7.930013436437906,3.7793820253958854,nan,nan
4.3288,0.02002388905090054,0.016414407486540425,12.056387157253358,5.451540575558299,nan,nan
4.977,0.03414002939906921,0.03968590364025743,17.620964483128052,6.180054936565034,nan,nan
5.7224,0.025983232582203284,0.02120326308899245,19.8873862820338,6.156747994315525,nan,nan
6.5793,0.02576832874031229,0.018075980637485403,22.136810917202,8.365931170170349,nan,nan
7.5646,0.0250258861850362,0.0183052880654126,24.059929039752053,7.166805918075251,nan,nan
8.6975,0.02897133305865504,0.02698543555509033,26.688399221080427,8.4064491175078,nan,nan
10.0,0.028541324497200173,0.02013057986336692,25.93837546179143,8.427285805751545,nan,nan
13.219,0.04084103449341367,0.039688529272278686,30.41992964931641,10.524183494661495,nan,nan
15.199,0.035854376301831734,0.029406203807307695,28.982928681295217,9.706342330289507,nan,nan
26.561,0.030752557646195184,0.030381650254899736,29.23895977306781,9.709223227369108,nan,nan
20.092,0.03299731679196531,0.02682543022169343,30.917392529980972,11.19738678747362,nan,nan
17.475,0.035307126605500845,0.027301316720194986,30.31624326886021,9.77765830461924,nan,nan
23.101,0.03357266161009796,0.027370306490678918,31.15530119312498,10.462252178467864,nan,nan
35.112,0.03780777486711898,0.0325115885316277,28.625390028394122,8.949408515290763,nan,nan
30.539,0.03405355583374835,0.037582258636218134,29.46525736897219,11.495610244074037,nan,nan
