sigma,re_mean,re_error,re_M_x_mean,re_M_x_error,re_M_z_mean,re_M_z_error
30.539,0.07444669274109528,0.05598152920062698,0.0008450932461709615,0.0006609870838351374,28.441625046891396,40.50900552063799
35.112,0.07456797441910952,0.05603888172036941,0.0007773345570020626,0.0005557921739357441,33.56797170583356,71.53273892906252
46.416,0.07823617415374713,0.05673494389328532,0.0008871895110082645,0.0006248876358104601,48.326809276598624,142.73505916898276
40.37,0.0775126145600756,0.0657587136358001,0.0008965976916427821,0.0006134943194354884,45.532012580223345,112.30307073180849
61.359,0.06963167341405671,0.054190472693602366,0.000862164756684655,0.0006720933205625942,35.880249361992824,92.49535579208565
53.367,0.06478993205401594,0.049224288329752064,0.0008764449893101715,0.0006901127957257647,30.32412403983345,55.75718437612296
70.548,0.06796954438054435,0.05287582955318612,0.0009627652472467969,0.0006090622088804535,163.05756634818906,878.2269756356604
81.113,0.07187829364457375,0.056918578640823066,0.0007939825467436216,0.0006044816655013406,26.377538322390937,46.280525805839545
93.26,0.07669785244522244,0.05449359348301703,0.0008555644279003755,0.0006028411166022033,46.889591535949734,199.079343969477
107.23,0.0592138670270207,0.05129189109695204,0.0008327803559661926,0.0005967213270830025,27.729600282698854,42.15303790283977
123.28,0.07222692012262205,0.05186784706900022,0.0009438907564431488,0.0006626613760036137,50.32405539631969,164.71037184959036
141.75,0.0660142163346183,0.05525431967005236,0.0007531967663169781,0.0005929134705071589,51.95372759136668,220.2847625895804
162.98,0.07663561248394068,0.06013155448268182,0.0007880739741733026,0.0006182264506094417,49.39089571998893,150.54419387545943
187.38,0.06734379072897854,0.049789960087383046,0.0009010431202364617,0.0006789513888652562,29.69338568051746,61.2272453903517
215.44,0.06331309856925438,0.049927756666136774,0.0008544836160007214,0.0006860326189518077,29.1470612201397,50.014618473037004
247.71,0.06672858878773041,0.054094688446205526,0.0007741408237236054,0.0005907281090811347,52.35630977454444,150.1417271328837
284.8,0.07386346519146972,0.051589211514766455,0.0008799440529946337,0.0008152716658314522,30.228027974160952,67.6175278517253
327.45,0.07224268802607457,0.05514414811547917,0.0009131031540891484,0.000602677432026044,27.076098382755116,35.53665644798604
432.88,0.06396488671653652,0.04647489795723561,0.0009463631248045964,0.0006360904653129772,85.1844130623748,321.02608954307635
376.49,0.06886531893939019,0.05362013437803324,0.0007750437503890034,0.0005295520755468706,36.84143039908142,108.95414465121038
572.24,0.07329438111626577,0.05362672433642773,0.0008139602861396071,0.0007132197093205363,40.78031129421861,114.96957826479284
497.7,0.06398883630378449,0.049959101890496294,0.0008169922220579154,0.0005909630520914979,30.817140143736587,86.09974733434208
657.93,0.08014910363355299,0.05816655208266845,0.0008487718688392903,0.0006869444511034516,71.34413025520165,309.99136421134233
756.46,0.0777840070203719,0.06361649156214175,0.0008938969967972198,0.0006695405978106651,151.920348656873,1190.7679168479049
869.75,0.07772848958825143,0.04455228158566632,0.0008640944897342299,0.0005245185820395653,33.222923850620354,64.07615535670296
1000.0,0.06976785452083399,0.0560159939334975,0.0009560333770944558,0.0006248701453242369,25.720230904280424,74.65095541074317
