dtypes,time_ref_mean,time_ref_err,time_delta_mean,time_delta_err,speedup_mean,speedup_err
f32,0.5571691989898682,0.19891133653613144,0.3750861644744873,0.18542609096136684,1.4854432174817418,0.6097862888882045
f16,0.5571691989898682,0.19891133653613144,0.34923230012257894,0.18605915784876703,1.5954114175415743,0.6413199491077094
bf16,0.5571691989898682,0.19891133653613144,0.3528755187988281,0.18919154023623833,1.5789397940850254,0.6441274626121825
