dtypes,time_ref_mean,time_ref_err,time_delta_mean,time_delta_err,speedup_mean,speedup_err
f32,0.4983157714207967,0.003304924738551801,0.3826300303141276,0.005314723384125123,1.3023436007144933,0.015392123921445667
f16,0.4983157714207967,0.003304924738551801,0.40574076970418294,0.006301189141478383,1.2281629272407313,0.016886962986857927
bf16,0.4983157714207967,0.003304924738551801,0.40544435183207195,0.005593080728987477,1.229060829603542,0.015306414513358488
