# ╭───────────────────────────── Timing Information ─────────────────────────────╮
# │ Total (relevant): 1754.636 | Total (excluded): 4267.992 | Total (all):       │
# │ 6022.628                                                                     │
# │ └── (100.0%) | LPS_VMC._forward_and_backward : 6019.283 s                    │
# │     ├── ⊗ computing sigma : 2911.256 s [EXCLUDED]                            │
# │     │   └── (100.0%) | MCState.sample : 2909.876 s                           │
# │     │       └── (100.0%) | sampling n_discarded samples : 1616.460 s         │
# │     ├── (81.7%) | MCState.expect_and_grad : 1428.983 s                       │
# │     ├── (18.3%) | AbstractLinearPreconditioner.__call__ : 320.784 s          │
# │     │   ├── (12.8%) | QGTJacobian_DefaultConstructor : 41.064 s              │
# │     │   │   └── (100.0%) | jacobian : 40.377 s                               │
# │     │   └── (87.2%) | LinearOperator.solve : 279.472 s                       │
# │     └── ⊗ gradient noise : 1356.736 s [EXCLUDED]                             │
# │         └── (100.0%) | MCState.local_estimators : 1355.977 s                 │
# ╰──────────────────────────────────────────────────────────────────────────────╯
Mean,Variance,Sigma,R_hat,TauCorr,iter_per_sec,total_time,sigma,gradient_noise,gradient_max
-304.5278437499999,191.3669281005839,0.21890195609543295,1.124850291117052,0.012816926755432445,-1,1754.6360132116824,0.0,0.0032095025816694495,1.5844232015522108
-305.9892625161889,185.19779108854925,0.21687227823617491,1.1286428221274534,0.02011841853920593,-1,1754.6360132116824,0.0,0.0074700093065573235,3.5485187230290087
-308.3631597897844,154.3636239255269,0.19761652011010558,1.1235088543414253,0.018121341543666736,0,1754.6360132116824,0.0,0.006922968727024147,3.2176107073856874
-311.17791764311426,123.53392393993296,0.18146133125882705,1.1261527595606144,0.04589850011458285,0,1754.6360132116824,0.0,0.0070774051861155814,3.2984197567160427
-313.1762952934752,102.24338402622351,0.16022486289911025,1.1221772856716585,0.014226619198777546,0,1754.6360132116824,0.0,0.006982133552355414,3.3758838745275344
-314.3960002385444,81.23626766569353,0.14459865062340624,1.1265643764036117,0.02711875746212633,0,1754.6360132116824,0.0,0.006425121356947318,2.9565528810646216
-315.65517688571674,70.3187493579968,0.1371695110624655,1.1245927578003174,0.04799171872039387,0,1754.6360132116824,0.0,0.006104190076404062,2.7199495059976515
-316.59986210760854,60.38942703947437,0.12501781619411387,1.1291788297461618,0.03004514383838497,0,1754.6360132116824,0.0,0.005837891578136575,2.642697934145035
-317.2990006210212,52.4122982683261,0.11360659228668261,1.1178121256007918,0.004317239850678445,0,1754.6360132116824,0.0,0.005533086931964474,2.8887822173033073
-318.1935441852312,47.74287226179299,0.10998904681787586,1.1320014666417693,0.018943750265157377,0,1754.6360132116824,0.0,0.005235048483227716,2.3919764540414152
-318.32199865227767,42.495814389880216,0.10677659593216116,1.137182638518425,0.04945981862029514,0,1754.6360132116824,0.0,0.0050466151576401925,2.1561658862884636
-318.74879536193544,39.77826321370635,0.10406556272776733,1.1339385072710912,0.05756847294057266,0,1754.6360132116824,0.0,0.004932210408581937,2.330248008401996
-318.94159469793493,36.18536204900382,0.10042959434315425,1.1375430829118616,0.07084795161214563,0,1754.6360132116824,0.0,0.004730806449617289,2.218174613903497
-319.14323862228787,34.08219753988807,0.0951003233219099,1.1386198054897319,0.04345845516536373,0,1754.6360132116824,0.0,0.004687010809679152,2.2737094322217337
-319.5843823723669,32.17480561104776,0.09327895654834281,1.1340634334393502,0.053836251388088896,0,1754.6360132116824,0.0,0.004502850905695581,1.9953444309518265
-319.797785446272,29.974376901134484,0.0920083125001166,1.1420617391538446,0.07840750500804394,0,1754.6360132116824,0.0,0.004323017289385528,2.059791894453477
-319.856840829194,29.410860360734393,0.09179996683632728,1.1338205888601696,0.08682319518536707,0,1754.6360132116824,0.0,0.0042927977741848335,1.9408215426832962
-320.0257157688046,28.0335122212525,0.08656295352251611,1.1341411168808837,0.047414846924910714,0,1754.6360132116824,0.0,0.004181093160206928,2.044480788358427
-320.2921049822025,26.796786757243673,0.08436726193204291,1.129484516065505,0.043995292361052596,0,1754.6360132116824,0.0,0.003968592291653708,1.783696631923186
-320.1899220332655,25.754932532033376,0.08419530963027037,1.1382421595834404,0.0636964925952137,0,1754.6360132116824,0.0,0.003957253735198801,1.774840758800223
-320.3325699477458,27.139084426773604,0.08947177809353887,1.1427096973660233,0.10409730292432406,0,1754.6360132116824,0.0,0.004115452496485906,1.9953140952169863
-320.3350937991113,24.516633535661747,0.0802982815514934,1.1318191954683305,0.03861893779191261,0,1754.6360132116824,0.0,0.0037914779611514385,1.661766216725446
-320.5533789881042,25.06640873557111,0.08493438897262498,1.1420169028721379,0.08939299350003449,0,1754.6360132116824,0.0,0.0038954676905171913,1.8147284862194275
-320.5820135077482,24.15536495021989,0.08241327678354712,1.1367295211172364,0.07585177960253275,0,1754.6360132116824,0.0,0.003724374588988285,1.6348055344944608
-320.54601233842067,23.82273824641718,0.08034358317560265,1.1296042488334228,0.054933146786262044,0,1754.6360132116824,0.0,0.003814653819533827,1.9003199188246818
-320.57195469844237,24.16567670136424,0.08027891136125773,1.1333088773714426,0.04617766988503036,0,1754.6360132116824,0.0,0.0037596365996452603,1.7475191324126
-320.64845140631905,23.605424999849685,0.07744419643183391,1.1352482912975252,0.020350389495204846,0,1754.6360132116824,0.0,0.003673573467895842,1.7037262288453978
-320.6303660206631,24.150484216559185,0.0833568672994884,1.1412796496217705,0.08923275227165328,0,1754.6360132116824,0.0,0.0037819618927043123,1.637067588794147
