# ╭───────────────────────────── Timing Information ─────────────────────────────╮
# │ Total (relevant): 1550.011 | Total (excluded): 4299.461 | Total (all):       │
# │ 5849.472                                                                     │
# │ └── (100.0%) | LPS_VMC._forward_and_backward : 5845.528 s                    │
# │     ├── ⊗ computing sigma : 2932.631 s [EXCLUDED]                            │
# │     │   └── (100.0%) | MCState.sample : 2931.443 s                           │
# │     │       └── (100.0%) | sampling n_discarded samples : 1628.503 s         │
# │     ├── (93.1%) | MCState.expect_and_grad : 1438.259 s                       │
# │     ├── (6.9%) | AbstractLinearPreconditioner.__call__ : 106.331 s           │
# │     │   ├── (38.7%) | QGTJacobian_DefaultConstructor : 41.055 s              │
# │     │   │   └── (100.0%) | jacobian : 40.476 s                               │
# │     │   └── (61.3%) | LinearOperator.solve : 65.077 s                        │
# │     └── ⊗ gradient noise : 1366.831 s [EXCLUDED]                             │
# │         └── (100.0%) | MCState.local_estimators : 1366.155 s                 │
# ╰──────────────────────────────────────────────────────────────────────────────╯
Mean,Variance,Sigma,R_hat,TauCorr,iter_per_sec,total_time,sigma,gradient_noise,gradient_max
-499.9960937500001,197.67185974121105,0.21965490232285445,1.1259596431934438,0.0,-1,1550.0108974928735,0.0,0.004019397826472776,1.9037184400285334
-501.35776645099844,174.7624327109618,0.20609672625640402,1.1205896919219958,0.0,-1,1550.0108974928735,0.0,0.008873777111852827,4.06545852079868
-503.48847980010714,132.17930907347872,0.17886363620096002,1.1203970011110767,0.0,0,1550.0108974928735,0.0,0.007129380728373991,3.9389991639029907
-505.4888277416592,90.73199058281983,0.15318961567164313,1.130098017926452,0.029697796679154842,0,1550.0108974928735,0.0,0.006319233337183687,2.8285645576809504
-506.7264871541333,67.15823096203566,0.12805274265978892,1.1191957311341318,4.4291811399976844e-05,0,1550.0108974928735,0.0,0.005757206640551585,2.7684729174114096
-507.3944538689487,55.06962007056017,0.12183745063967531,1.1330179681302377,0.0520513525962194,0,1550.0108974928735,0.0,0.005217616096295883,2.284298175621771
-508.18696229276367,43.311091656464946,0.10548154177914754,1.1189485585114838,0.026118726455694352,0,1550.0108974928735,0.0,0.004705071103073027,2.2536244264792926
-508.4397085637408,36.12959742111207,0.09630957763784935,1.1250036588037795,0.025782087630209838,0,1550.0108974928735,0.0,0.004267569192389763,2.113532957722055
-508.64400213416445,32.97238851360473,0.09251874445591997,1.123780621730333,0.031666142772764694,0,1550.0108974928735,0.0,0.003978112107114294,1.743114438690052
-509.0135782442006,29.13390747830718,0.08774723991383819,1.1195924659957162,0.041250293532868576,0,1550.0108974928735,0.0,0.003698928847767526,1.7983884607909577
-508.8741194669285,27.634309105483222,0.08397808634053498,1.1280741224504371,0.022652809122372997,0,1550.0108974928735,0.0,0.0035924951736785314,1.7432882753807255
-509.04620151178335,26.329270206319634,0.08290959659660783,1.1252072794303374,0.03468836634220285,0,1550.0108974928735,0.0,0.003479612788684607,1.7885312763215144
-509.20946278581357,24.630096022881037,0.08122439096393462,1.1315292893224838,0.04857596346235926,0,1550.0108974928735,0.0,0.0032649130171226903,1.521750801231342
-509.13411241655774,23.536649080932186,0.0775171503604894,1.121418249006716,0.02285458182709832,0,1550.0108974928735,0.0,0.003154048928986898,1.4161328213637079
-509.1767125784168,23.458499191537065,0.07533275610087382,1.131753851510308,0.0,0,1550.0108974928735,0.0,0.003093008678990464,1.3412867990334174
-509.26461045875965,22.58923309467489,0.0763935750203186,1.1212093305812967,0.029105327183423513,0,1550.0108974928735,0.0,0.003042888866911552,1.308750924579883
-509.19447566317336,22.10382545162338,0.07808095811417795,1.1364076938510437,0.06487555044913551,0,1550.0108974928735,0.0,0.0029713620449771513,1.3129913714621777
-509.23179855255125,21.81151182870995,0.07457060814412475,1.1289238281638367,0.022131089131112502,0,1550.0108974928735,0.0,0.0028885408232781364,1.242151151758364
-509.34058906560693,21.69290202945576,0.07685935852502405,1.1252507057059897,0.057706631274453524,0,1550.0108974928735,0.0,0.002839572805412411,1.2432999208363371
-509.2362900788075,21.138878936362477,0.07336556033305065,1.1233279500861701,0.021473782049343804,0,1550.0108974928735,0.0,0.0027740294590074153,1.2856632892323465
-509.30926999476446,21.007985995140068,0.07447556512213634,1.1327687253039302,0.04072088935910201,0,1550.0108974928735,0.0,0.002745509875162347,1.265913779930732
-509.2136879934824,20.889034549353855,0.074778955280584,1.1370344392499416,0.04823956090409509,0,1550.0108974928735,0.0,0.0027478890458938247,1.3653130366384927
-509.32056998351845,21.68627240766918,0.07518940661915893,1.1280686769207404,0.03389807927707578,0,1550.0108974928735,0.0,0.0027163526802367615,1.222416893836056
-509.399751726694,21.621386671651422,0.07413255403599317,1.130648505893373,0.02055225753929013,0,1550.0108974928735,0.0,0.0027192395212269657,1.2448084310396568
-509.3057810027957,20.843120833825317,0.07286493597826452,1.1305818621253516,0.021680233199664167,0,1550.0108974928735,0.0,0.0026855438542538823,1.305873151552092
-509.27864320180055,21.12097779885783,0.07379165635797544,1.1198886794263034,0.027995778065573518,0,1550.0108974928735,0.0,0.0026258783923512807,1.172367768745682
-509.2707077370723,21.29391595719055,0.07515332676261412,1.1330345441383027,0.043213852790563445,0,1550.0108974928735,0.0,0.0026065194712668193,1.169681463718252
-509.3571611843908,20.978682022537182,0.07375406310186636,1.126623170957566,0.03103562004771132,0,1550.0108974928735,0.0,0.0025121284261178716,1.1278688146115294
-509.239203993355,21.062869483523265,0.07315630075980589,1.1328590810294106,0.020374359184709534,0,1550.0108974928735,0.0,0.0025115478570252757,1.1693915266278874
-509.1893861607181,21.02554320394344,0.0744505874102851,1.1276911278715072,0.039907033065346154,0,1550.0108974928735,0.0,0.0025031215632862706,1.0744762726548511
-509.14379496357554,21.287282768723465,0.0711668869751722,1.116996137438049,0.0,0,1550.0108974928735,0.0,0.0024944380445508464,1.0803326644946512
-509.2808146337678,20.795598933832473,0.0729406137538372,1.1155739740109463,0.023959049927427145,0,1550.0108974928735,0.0,0.002488143108477572,1.2677621260052216
-509.293909471066,20.088110952212002,0.07351949991491465,1.1279056057830033,0.051056262655240325,0,1550.0108974928735,0.0,0.0024164078695847733,1.1108746281172437
-509.19243868061716,21.039363388198538,0.07409678989349179,1.1317956275405554,0.03443654081418834,0,1550.0108974928735,0.0,0.0024783613091713106,1.1269810023909477
-509.29680717959053,21.68307968003736,0.07385075448757455,1.12713429706449,0.015132392198598188,0,1550.0108974928735,0.0,0.0024570074364141468,1.055066465404673
-509.3534206062148,21.02960373423726,0.0742103904574901,1.1229128442595018,0.036325314767244876,0,1550.0108974928735,0.0,0.0024514799522793295,1.1014175067239136
-509.38993503605104,20.76864761317185,0.07362164542746837,1.131836821098015,0.03448161854684906,0,1550.0108974928735,0.0,0.002427572141998364,1.1372471510491655
-509.32282180699366,19.933822661971217,0.0711071564300075,1.1201561803906108,0.019476594936561398,0,1550.0108974928735,0.0,0.002363749593741817,1.0945241960522578
-509.2364667088123,21.282630857969327,0.07297133006935239,1.1245360972946812,0.012400051362898012,0,1550.0108974928735,0.0,0.002384376287870911,0.9904638191938535
-509.3733863428811,20.823464072604544,0.07272012643369778,1.12335796181977,0.02009924694344789,0,1550.0108974928735,0.0,0.0023560316735929824,1.0841048974096803
-509.22092784171616,21.23671404619173,0.07806435643787002,1.1329855955228234,0.08768986410901647,0,1550.0108974928735,0.0,0.0023420536249979668,1.0705219505215233
-509.15619601441347,21.744079915276316,0.0779240133791309,1.1295522576509656,0.07191507113706441,0,1550.0108974928735,0.0,0.002363610524880212,1.0457552401137193
-509.3751011404426,20.879276767493387,0.07351644654024914,1.123445134652836,0.0301313837084074,0,1550.0108974928735,0.0,0.002334755072408634,1.0790710275044442
-509.38243302091973,20.697954189872,0.0718131826921991,1.1305787066375015,0.010282741660374572,0,1550.0108974928735,0.0,0.002288439637676737,1.0930662926812866
-509.42817106421813,20.698618165475175,0.0737195895557296,1.1248031387822566,0.037717804058041815,0,1550.0108974928735,0.0,0.00228564957125021,1.0348794657379858
-509.2518562379474,20.285630636158267,0.07130236875614701,1.1222746185357881,0.01327410525987982,0,1550.0108974928735,0.0,0.0022871053296043527,1.0927802379894815
-509.2688385795931,20.225762062582135,0.07135442419705215,1.1221322000867708,0.015545345467896543,0,1550.0108974928735,0.0,0.0022519238691199725,0.951272251881338
-509.4389266887883,21.468365840595048,0.07415102834776047,1.1303934203914565,0.02452394811574965,0,1550.0108974928735,0.0,0.0023273462532821636,1.028044369825206
-509.3464556697986,20.64662847984949,0.07433170571414781,1.1306320512967019,0.04806113640118248,0,1550.0108974928735,0.0,0.0022637524279000214,1.007420340192313
-509.29861612667844,20.059072970866005,0.07319229689366367,1.1234195011728048,0.046952795707693507,0,1550.0108974928735,0.0,0.0022419650736177073,1.0838000481800592
-509.2728541935179,20.82884465320383,0.07423026397172501,1.12792104671054,0.04178475603423071,0,1550.0108974928735,0.0,0.0022297613180641317,0.9631004305261782
-509.36039148853814,20.094883395213625,0.07474585871593999,1.1262963712051162,0.06940166550360216,0,1550.0108974928735,0.0,0.00220095923422311,0.980113791975025
-509.37845303125226,20.808326748926042,0.07369204936722044,1.1282697709626628,0.03448320399778815,0,1550.0108974928735,0.0,0.0021966242058057447,1.045139870778698
-509.22034429525525,20.269746660197246,0.07309510220761595,1.1247144449613655,0.03983145558370638,0,1550.0108974928735,0.0,0.0021367824879178917,0.9208450835964571
-509.3463619157519,20.283892987325792,0.07359012137500154,1.1251273840239684,0.04678636991313245,0,1550.0108974928735,0.0,0.0021536135964919764,0.9342473944707964
-509.3766391478994,20.713615607035536,0.0730078875789443,1.1260798542535444,0.027003628131019974,0,1550.0108974928735,0.0,0.0021879512433458826,1.0017279640579833
-509.39369959742135,20.042045559601405,0.07087827838407008,1.1262205484931755,0.013350781457119876,0,1550.0108974928735,0.0,0.0021489362535304,0.9441894540320076
-509.31309197053014,20.74900110566624,0.0742006589127353,1.1351860081046268,0.04343584649368837,0,1550.0108974928735,0.0,0.0021542164159022094,0.9563555102683636
-509.30976771671425,20.15344725945897,0.07219519673203287,1.120900077793652,0.029660050393627402,0,1550.0108974928735,0.0,0.0021864043363422313,0.9807972735672447
-509.2962939169876,20.363444348327626,0.07218331710490332,1.1223285980729447,0.024025457328256006,0,1550.0108974928735,0.0,0.0021328039325005698,1.0095637111902054
-509.2470058269992,20.898314745336847,0.07080271200668752,1.1177068403356545,0.0,0,1550.0108974928735,0.0,0.002163847447032364,0.8715656549661469
-509.239199769263,20.866309641205532,0.07466489873273931,1.1293237380522139,0.047163684561031816,0,1550.0108974928735,0.0,0.0021446994763542324,0.913584044704192
-509.3776778423952,19.60364756070539,0.07172535480209503,1.127472685628154,0.03745050676809192,0,1550.0108974928735,0.0,0.0020867747408434972,0.9997757804787222
