# ╭───────────────────────────── Timing Information ─────────────────────────────╮
# │ Total (relevant): 1612.533 | Total (excluded): 4309.596 | Total (all):       │
# │ 5922.129                                                                     │
# │ └── (100.0%) | LPS_VMC._forward_and_backward : 5919.177 s                    │
# │     ├── ⊗ computing sigma : 2938.809 s [EXCLUDED]                            │
# │     │   └── (100.0%) | MCState.sample : 2937.696 s                           │
# │     │       └── (100.0%) | sampling n_discarded samples : 1632.365 s         │
# │     ├── (89.7%) | MCState.expect_and_grad : 1442.314 s                       │
# │     ├── (10.3%) | AbstractLinearPreconditioner.__call__ : 165.794 s          │
# │     │   ├── (24.7%) | QGTJacobian_DefaultConstructor : 40.918 s              │
# │     │   │   └── (100.0%) | jacobian : 40.354 s                               │
# │     │   └── (75.3%) | LinearOperator.solve : 124.689 s                       │
# │     └── ⊗ gradient noise : 1370.787 s [EXCLUDED]                             │
# │         └── (100.0%) | MCState.local_estimators : 1370.186 s                 │
# ╰──────────────────────────────────────────────────────────────────────────────╯
Mean,Variance,Sigma,R_hat,TauCorr,iter_per_sec,total_time,sigma,gradient_noise,gradient_max
-100.16210937499999,202.40340805053683,0.22115009755805817,1.1204276830770101,0.0,-1,1612.5332983008993,0.0,0.0033273588555275094,2.2135234422157497
-100.49089718547259,198.3043366686212,0.2282128219262645,1.126819025270401,0.03787062045814493,-1,1612.5332983008993,0.0,0.0073724125143705055,3.706289711352736
-104.62677238350474,179.39450481844096,0.2192210496277769,1.1250731295149736,0.048637289599332445,0,1612.5332983008993,0.0,0.0077955714587109376,3.6450188873702327
-107.7724454117167,165.8760698796819,0.2061128134708663,1.1226699188573745,0.024512929604316724,0,1612.5332983008993,0.0,0.008946990817973002,4.144765289218484
-110.71745519402705,157.68310205222753,0.20315974227086228,1.1296431397811797,0.03606827200385676,0,1612.5332983008993,0.0,0.009927607961857442,4.752924949028904
-113.56316079070272,150.1463900114776,0.18944555510295458,1.1250784885818332,0.0,0,1612.5332983008993,0.0,0.010633763337783675,4.97211877937506
-116.02242810325082,143.82639595569884,0.18918489155674356,1.1239929214038817,0.00964087789929391,0,1612.5332983008993,0.0,0.011411241446413246,5.121440018062191
-118.34833461612483,137.1602763769581,0.19844383387677894,1.1399669877465566,0.08799931282987838,0,1612.5332983008993,0.0,0.011942056229596168,5.606732115183256
-120.39193590029707,133.57880548034842,0.1947101820575197,1.1388948505164977,0.08125904296260122,0,1612.5332983008993,0.0,0.012409372863949898,5.5638036009219105
-122.54457246548043,125.06654739001502,0.1882038429255265,1.146684231877854,0.0800237349582178,0,1612.5332983008993,0.0,0.012504932240696922,5.65921281157132
-124.59980173437987,123.41005051951723,0.184994002575299,1.144761711857344,0.06792988229138486,0,1612.5332983008993,0.0,0.012984368582580974,5.4679190979608085
-126.27929296675475,115.91588118547143,0.1817461352624393,1.140532140033549,0.08360281820400506,0,1612.5332983008993,0.0,0.013083728104412388,5.950804749832935
-128.30461318166556,115.09968281856301,0.19134547305563201,1.1531420367492486,0.15146668178741862,0,1612.5332983008993,0.0,0.01402320091344536,7.026587292930483
-130.12689904579392,117.65217534151986,0.1954972735857476,1.1548288743794577,0.1652906209572873,0,1612.5332983008993,0.0,0.014589475362629969,7.652961045422882
-131.92769972449207,109.92506915314073,0.19021181880077978,1.1634952403175445,0.17407497054493604,0,1612.5332983008993,0.0,0.014252999079237891,6.2707135691605655
-133.40874771761122,105.85202407212104,0.18345492092894466,1.1567335600041497,0.15116270203538396,0,1612.5332983008993,0.0,0.014483347653354555,6.515012990212741
-135.08179123578816,109.55996160759416,0.20110849565561395,1.1777616064358059,0.25602980259880126,0,1612.5332983008993,0.0,0.015652960169272565,8.012537230340229
-137.10893809826854,105.67609167493008,0.19642016760362252,1.1732716346194854,0.24769652792906893,0,1612.5332983008993,0.0,0.015216554899337698,6.74571770220657
-138.4870994945949,105.63032944575032,0.19905509139569433,1.1704862445558486,0.268224049461842,0,1612.5332983008993,0.0,0.015778547993206698,7.520687828287915
-139.85379368855098,106.11998763943012,0.20128168233797097,1.1808504141223832,0.28188209673074427,0,1612.5332983008993,0.0,0.016583251069842066,8.531276359948027
-141.7403014894847,110.3588621917637,0.21216562010885132,1.1952486039966375,0.3353582385549768,0,1612.5332983008993,0.0,0.01784187459242816,8.893010370437906
-142.80021975480872,103.0959434090587,0.21046797226191855,1.1995094514936104,0.3799548898722458,0,1612.5332983008993,0.0,0.01682833998828624,7.641207869559997
-144.4257125928564,112.05726005968701,0.22255151283004504,1.2031880969064925,0.4052135677177463,0,1612.5332983008993,0.0,0.018847992229150685,10.32026180955536
-146.3260632722092,114.36175715987936,0.23198843020861087,1.2091688030035788,0.46378859998847854,0,1612.5332983008993,0.0,0.01960835191649213,8.469356460283482
-147.73421911525867,109.45548922001362,0.22532740873072804,1.2081488527672946,0.44999309916392005,0,1612.5332983008993,0.0,0.019789231477307084,9.750694427543307
-149.76123469555657,120.18026040471378,0.2429100986903492,1.213619543643905,0.5055136080980474,0,1612.5332983008993,0.0,0.02198438920178097,12.115766437332272
-151.12799961129022,125.29668647095474,0.26069090767388003,1.2284458212212366,0.6108160205691531,0,1612.5332983008993,0.0,0.024887670352664773,15.098729175633531
-153.51142308715396,140.25203101076596,0.2826838875367162,1.2386071989345784,0.6668711534471607,0,1612.5332983008993,0.0,0.02704466380631357,12.090404770160765
-155.45366537394898,141.44108494467508,0.2920365284744582,1.2408907845478916,0.7348912907829444,0,1612.5332983008993,0.0,0.028023143447656794,11.863580531874206
-157.98524631450223,159.60624789945948,0.3119570737667538,1.2461593970823197,0.748733434506208,0,1612.5332983008993,0.0,0.03244443451912693,13.945686543718116
-161.02031182855188,186.01305682074496,0.3566678953711161,1.2609380848002039,0.9006014149438653,0,1612.5332983008993,0.0,0.038386737297767995,14.42203192359653
-162.89520180553896,193.76429632758982,0.36230612546305446,1.2631935794688396,0.8874187203812993,0,1612.5332983008993,0.0,0.03929540250092004,14.681493144609632
-166.4563705357251,211.57573839011496,0.38620151299470407,1.2669375116252077,0.9437501048927439,0,1612.5332983008993,0.0,0.04279269144327278,15.267625109189147
-169.54435210356928,230.27479887886625,0.40778709175034367,1.2680927002117475,0.978939775607272,0,1612.5332983008993,0.0,0.046126189624629096,17.691444465186336
-172.89035601522744,248.69273274460357,0.4335288675407979,1.2786879089465784,1.0477574399782843,0,1612.5332983008993,0.0,0.04952812773149882,15.575920354254114
-176.80927862557363,269.67389968446923,0.4539089423885424,1.2812896167384644,1.0646907475930445,0,1612.5332983008993,0.0,0.05420842758018954,17.493784485162344
-181.02255296750343,248.327706604132,0.4301424692827153,1.2802367823384548,1.0259117681604228,0,1612.5332983008993,0.0,0.05408973888370248,19.230074424739442
-184.68653180304125,242.50573899069843,0.4291040150513969,1.2803963537513392,1.0550096476525774,0,1612.5332983008993,0.0,0.05577429401564406,21.890506130745138
-188.32216749276293,226.43485160268042,0.41252988110128763,1.280471420565731,1.0392086795406916,0,1612.5332983008993,0.0,0.05754607914079056,20.955352858443636
-192.07244611773916,200.26785364145718,0.3856129172714302,1.2766723382036227,1.0206240534877382,0,1612.5332983008993,0.0,0.05688002264728712,24.529277118336527
-195.2844805507816,162.68858062464614,0.3394219897802958,1.268188658979553,0.9502832538703367,0,1612.5332983008993,0.0,0.05245023481050911,24.588776774914162
-198.24967988460125,126.97407245935827,0.2905741312442943,1.2632466745987556,0.8618485079938087,0,1612.5332983008993,0.0,0.04710893858070268,25.287773889497032
