# ╭───────────────────────────── Timing Information ─────────────────────────────╮
# │ Total: 2219.505                                                              │
# │ └── (99.7%) | LPE_VMC._forward_and_backward : 2212.131 s                     │
# │     ├── (3.2%) | MCState.sample : 70.073 s                                   │
# │     │   └── (56.0%) | sampling n_discarded samples : 39.269 s                │
# │     └── (16.5%) | AbstractLinearPreconditioner.__call__ : 365.567 s          │
# │         └── (99.4%) | LinearOperator.solve : 363.428 s                       │
# ╰──────────────────────────────────────────────────────────────────────────────╯
Mean,Variance,Sigma,R_hat,TauCorr,iter_per_sec,total_time,Condition_number
-63.93614196777344,64.05805206298828,0.020772317424416542,,0.0,-1,2219.504612691999,1082.7426338411667
-64.99848937988281,60.260738372802734,0.021511366590857506,,0.003247380256652832,-1,2219.504612691999,1130.267586806746
-66.2040786743164,55.725215911865234,0.01912095956504345,,0.0,0,2219.504612691999,1204.5587870240731
-67.33456420898438,51.32773971557617,0.01721823588013649,,0.0,0,2219.504612691999,1269.307170420756
-68.38949584960938,46.82661437988281,0.014131063595414162,,0.0,0,2219.504612691999,1328.3394813952436
-69.29965209960938,43.11801528930664,0.018083959817886353,,0.0,0,2219.504612691999,1351.2917346266354
-70.12225341796875,39.388671875,0.017468569800257683,,0.007718861103057861,0,2219.504612691999,1332.5819051598999
-70.88994598388672,36.38861083984375,0.01688532717525959,,0.013491690158843994,0,2219.504612691999,1299.0055600615935
-71.59605407714844,33.305015563964844,0.015049822628498077,,0.0,0,2219.504612691999,1226.8514202471563
-72.23233795166016,30.695098876953125,0.01824129745364189,,0.21043181419372559,0,2219.504612691999,1159.2662856918246
-72.8249282836914,28.34115982055664,0.017348820343613625,,0.1959887146949768,0,2219.504612691999,1126.4767735693931
-73.32167053222656,26.07404327392578,0.014534462243318558,,0.03096938133239746,0,2219.504612691999,1086.8436349699928
-73.79499816894531,24.38057518005371,0.013992535881698132,,0.0262945294380188,0,2219.504612691999,1049.7206156815407
-74.27210998535156,22.667036056518555,0.01170051097869873,,0.0,0,2219.504612691999,1028.955791098462
-74.62181091308594,21.145009994506836,0.015035257674753666,,0.20063817501068115,0,2219.504612691999,1001.4055971980463
-75.01595306396484,19.64927101135254,0.01407550647854805,,0.16078710556030273,0,2219.504612691999,998.3522192176948
-75.35787200927734,18.2552490234375,0.016770556569099426,,0.5096877813339233,0,2219.504612691999,997.6705162036717
-75.65760040283203,17.09328269958496,0.012571040540933609,,0.10589438676834106,0,2219.504612691999,998.9071058028429
-75.93119049072266,16.125070571899414,0.012883801944553852,,0.17463117837905884,0,2219.504612691999,1014.0327607249451
-76.21729278564453,15.11131477355957,0.013967419043183327,,0.3460772633552551,0,2219.504612691999,1035.8517601525339
-76.4571533203125,14.367055892944336,0.011312063783407211,,0.08370828628540039,0,2219.504612691999,1068.018546453642
-76.68685913085938,13.484859466552734,0.009792723692953587,,0.0,0,2219.504612691999,1090.901123913528
-76.90415954589844,12.764741897583008,0.010470396839082241,,0.0628519058227539,0,2219.504612691999,1147.796772815217
-77.09254455566406,12.0653715133667,0.009115117602050304,,0.0,0,2219.504612691999,1189.7423414923428
-77.29156494140625,11.520601272583008,0.009822151623666286,,0.04880499839782715,0,2219.504612691999,1258.6390354774778
-77.46429443359375,10.948484420776367,0.009334813803434372,,0.02159959077835083,0,2219.504612691999,1311.0463591039575
-77.61201477050781,10.424460411071777,0.009063773788511753,,0.016469359397888184,0,2219.504612691999,1385.1452282765133
-77.77351379394531,9.870365142822266,0.010988174937665462,,0.30167412757873535,0,2219.504612691999,1458.4345771493101
-77.90534973144531,9.465210914611816,0.008036315441131592,,0.0,0,2219.504612691999,1511.9862040407136
-78.06272888183594,9.047849655151367,0.01056401152163744,,0.3083367943763733,0,2219.504612691999,1616.068032625206
-78.1680908203125,8.638198852539062,0.010231181979179382,,0.29416072368621826,0,2219.504612691999,1659.9618279830208
-78.30557250976562,8.263314247131348,0.009748529642820358,,0.2537093758583069,0,2219.504612691999,1770.150937971956
-78.40882873535156,7.974881649017334,0.00883016362786293,,0.1407567858695984,0,2219.504612691999,1876.4032019589424
-78.52021789550781,7.610936641693115,0.0081913061439991,,0.07776081562042236,0,2219.504612691999,1938.4079276161572
-78.6141357421875,7.321375846862793,0.008541453629732132,,0.15305662155151367,0,2219.504612691999,1979.747460799815
-78.7192153930664,7.0966081619262695,0.009437484666705132,,0.32251083850860596,0,2219.504612691999,2127.9656960512048
-78.81820678710938,6.713325500488281,0.009586918167769909,,0.3972228169441223,0,2219.504612691999,2227.4050547155857
-78.91331481933594,6.49857234954834,0.006614465732127428,,0.0,0,2219.504612691999,2273.8233487976836
-79.00529479980469,6.2674102783203125,0.007796182297170162,,0.13555890321731567,0,2219.504612691999,2435.655443926527
-79.07698822021484,6.079417705535889,0.009353434666991234,,0.4431053400039673,0,2219.504612691999,2513.4578872164166
-79.15066528320312,5.746452331542969,0.007216510828584433,,0.09392917156219482,0,2219.504612691999,2636.4242944191055
-79.22933959960938,5.554982662200928,0.007509348914027214,,0.16527587175369263,0,2219.504612691999,2714.792823785032
-79.31930541992188,5.371906280517578,0.00869016069918871,,0.4213128089904785,0,2219.504612691999,2882.4600308123945
-79.36848449707031,5.162186145782471,0.006773680914193392,,0.08249980211257935,0,2219.504612691999,2987.8849485618844
-79.46076965332031,4.955321311950684,0.008876309730112553,,0.5420126914978027,0,2219.504612691999,3134.323475002917
-79.52936553955078,4.788867950439453,0.005188711453229189,,0.0,0,2219.504612691999,3282.5624838919316
