Sigma,Acceptance
0.0,0.7220875239463601
0.001,0.7221324233716475
0.0011497569953977356,0.7220575909961686
0.0013219411484660286,0.7230603448275862
0.0015199110829529332,0.7228957136015326
0.001747528400007683,0.7222970545977011
0.002009233002565048,0.7223569204980843
0.0023101297000831605,0.7220875239463601
0.0026560877829466868,0.7218929597701149
0.0030538555088334154,0.7212494013409961
0.003511191734215131,0.7212643678160919
0.004037017258596553,0.7204112787356322
0.004641588833612782,0.7204561781609196
0.005336699231206312,0.7201119492337165
0.006135907273413175,0.7202765804597702
0.007054802310718645,0.7187948994252874
0.008111308307896872,0.718330938697318
0.0093260334688322,0.7175377155172413
0.010722672220103232,0.7195432231800766
0.012328467394420659,0.7197826867816092
0.014174741629268055,0.7229705459770115
0.016297508346206444,0.7235243055555556
0.01873817422860384,0.7209500718390804
0.021544346900318843,0.7182860392720306
0.024770763559917114,0.7165050287356322
0.02848035868435802,0.7141702586206896
0.03274549162877728,0.713167504789272
0.037649358067924674,0.7151580459770115
0.04328761281083059,0.7122395833333334
0.049770235643321115,0.7130627394636015
0.05722367659350217,0.7053400383141762
0.06579332246575682,0.7038583572796935
0.07564633275546291,0.6955968630268199
0.08697490026177834,0.6898946360153256
0.1,0.6824862308429118
0.11497569953977356,0.6792834051724138
0.13219411484660287,0.6672353927203065
0.1519911082952933,0.6581657088122606
0.17475284000076846,0.646970785440613
0.2009233002565048,0.6334710249042146
0.23101297000831603,0.614957495210728
0.26560877829466867,0.5908165708812261
0.30538555088334157,0.5624251676245211
0.3511191734215131,0.5301275143678161
0.40370172585965536,0.49470186781609193
0.4641588833612782,0.44763230363984674
0.5336699231206312,0.3912685584291188
0.6135907273413176,0.34261254789272033
0.7054802310718645,0.28738625478927204
0.8111308307896873,0.22431752873563218
0.9326033468832199,0.1646012931034483
1.072267222010323,0.12033045977011494
1.232846739442066,0.07236290708812261
1.4174741629268048,0.055196360153256706
1.629750834620645,0.02159662356321839
1.873817422860385,0.014532447318007662
2.1544346900318843,0.008411159003831417
2.4770763559917115,0.004040948275862069
2.848035868435802,0.007932231800766283
3.274549162877728,0.004998802681992337
3.7649358067924674,0.004834171455938697
4.328761281083062,0.01004250478927203
4.9770235643321135,0.010237068965517241
5.72236765935022,0.009069683908045977
6.5793322465756825,0.002753831417624521
7.56463327554629,0.0020953065134099616
8.697490026177835,0.005642361111111111
10.0,0.001257183908045977
11.497569953977356,0.0010177203065134099
13.219411484660288,0.0007782567049808429
15.199110829529332,0.0005836925287356322
17.47528400007683,0.00023946360153256704
20.09233002565046,0.00017959770114942528
23.10129700083158,8.979885057471264e-05
26.560877829466893,0.0
30.538555088334185,0.0
35.111917342151344,0.0
40.37017258596558,0.0
46.41588833612782,0.0
53.366992312063125,0.0
61.35907273413176,0.0
70.54802310718645,0.0
81.11308307896873,5.986590038314176e-05
93.26033468832199,0.0
107.22672220103232,0.0
123.28467394420659,0.0
141.74741629268047,0.0
162.97508346206433,0.0
187.3817422860383,0.0
215.44346900318865,0.0
247.7076355991714,0.0
284.8035868435805,0.0
327.4549162877732,0.0
376.49358067924715,0.0
432.87612810830615,0.0
497.7023564332114,0.0
572.236765935022,0.0
657.9332246575682,0.0
756.463327554629,0.0
869.7490026177834,0.0
1000.0,0.0
