Sigma,Acceptance
0.0,0.2834051724137931
0.001,0.28325550766283525
0.0011497569953977356,0.2833153735632184
0.0013219411484660286,0.2830759099616858
0.0015199110829529332,0.28304597701149425
0.001747528400007683,0.2829112787356322
0.002009233002565048,0.2827616139846743
0.0023101297000831605,0.28285141283524906
0.0026560877829466868,0.2835099377394636
0.0030538555088334154,0.28398886494252873
0.003511191734215131,0.284737188697318
0.004037017258596553,0.28434806034482757
0.004641588833612782,0.2850664511494253
0.005336699231206312,0.2842881944444444
0.006135907273413175,0.2843031609195402
0.007054802310718645,0.2835099377394636
0.008111308307896872,0.28446779214559387
0.0093260334688322,0.2872066570881226
0.010722672220103232,0.28942169540229884
0.012328467394420659,0.28747605363984674
0.014174741629268055,0.28771551724137934
0.016297508346206444,0.28629370210727967
0.01873817422860384,0.28630866858237547
0.021544346900318843,0.2879998802681992
0.024770763559917114,0.2869821599616858
0.02848035868435802,0.28644336685823757
0.03274549162877728,0.28663793103448276
0.037649358067924674,0.28828424329501917
0.04328761281083059,0.28900263409961685
0.049770235643321115,0.2885237068965517
0.05722367659350217,0.29085847701149425
0.06579332246575682,0.2844378591954023
0.07564633275546291,0.2865630986590038
0.08697490026177834,0.2850365181992337
0.1,0.28792504789272033
0.11497569953977356,0.284527658045977
0.13219411484660287,0.2825820162835249
0.1519911082952933,0.28672772988505746
0.17475284000076846,0.2861141044061303
0.2009233002565048,0.2765954262452107
0.23101297000831603,0.2823275862068966
0.26560877829466867,0.2770444204980843
0.30538555088334157,0.272389846743295
0.3511191734215131,0.26558010057471265
0.40370172585965536,0.26171875
0.4641588833612782,0.24860811781609196
0.5336699231206312,0.22998982279693486
0.6135907273413176,0.20938098659003831
0.7054802310718645,0.18860751915708812
0.8111308307896873,0.1401011733716475
0.9326033468832199,0.1186242816091954
1.072267222010323,0.08251017720306514
1.232846739442066,0.047458692528735635
1.4174741629268048,0.03315074233716475
1.629750834620645,0.01840876436781609
1.873817422860385,0.007992097701149425
2.1544346900318843,0.007992097701149425
2.4770763559917115,0.0010775862068965517
2.848035868435802,0.0034123563218390806
3.274549162877728,0.00038912835249042143
3.7649358067924674,0.003936182950191571
4.328761281083062,0.002439535440613027
4.9770235643321135,0.004834171455938697
5.72236765935022,0.007064176245210728
6.5793322465756825,0.004370210727969348
7.56463327554629,0.00800706417624521
8.697490026177835,0.00272389846743295
10.0,0.0020354406130268198
11.497569953977356,0.001526580459770115
13.219411484660288,0.0017061781609195403
15.199110829529332,0.001092552681992337
17.47528400007683,0.0005687260536398468
20.09233002565046,0.00038912835249042143
23.10129700083158,0.00020953065134099617
26.560877829466893,8.979885057471264e-05
30.538555088334185,0.0
35.111917342151344,0.0
40.37017258596558,0.0
46.41588833612782,0.0
53.366992312063125,0.0
61.35907273413176,0.0
70.54802310718645,0.0
81.11308307896873,0.0
93.26033468832199,0.0
107.22672220103232,0.0
123.28467394420659,0.0
141.74741629268047,0.0
162.97508346206433,0.0
187.3817422860383,0.0
215.44346900318865,0.0
247.7076355991714,0.0
284.8035868435805,0.0
327.4549162877732,0.0
376.49358067924715,0.0
432.87612810830615,0.0
497.7023564332114,0.0
572.236765935022,0.0
657.9332246575682,0.0
756.463327554629,0.0
869.7490026177834,0.0
1000.0,0.0
