Sigma,Acceptance
0.0,0.8708093869731801
0.001,0.8701658285440613
0.0011497569953977356,0.8698664990421456
0.0013219411484660286,0.8695222701149425
0.0015199110829529332,0.8701209291187739
0.001747528400007683,0.8709141522988506
0.002009233002565048,0.8704202586206896
0.0023101297000831605,0.8705250239463601
0.0026560877829466868,0.8691331417624522
0.0030538555088334154,0.8701059626436781
0.003511191734215131,0.8691630747126436
0.004037017258596553,0.8700311302681992
0.004641588833612782,0.8692379070881227
0.005336699231206312,0.8683399185823755
0.006135907273413175,0.867606561302682
0.007054802310718645,0.8687140804597702
0.008111308307896872,0.8664840756704981
0.0093260334688322,0.8660201149425287
0.010722672220103232,0.865720785440613
0.012328467394420659,0.8658405172413793
0.014174741629268055,0.8656459530651341
0.016297508346206444,0.8644187021072797
0.01873817422860384,0.8614104406130269
0.021544346900318843,0.8607369492337165
0.024770763559917114,0.8591205699233716
0.02848035868435802,0.8563817049808429
0.03274549162877728,0.8541666666666666
0.037649358067924674,0.850933908045977
0.04328761281083059,0.8463541666666666
0.049770235643321115,0.8444234913793104
0.05722367659350217,0.8424030172413793
0.06579332246575682,0.8347252155172413
0.07564633275546291,0.832869372605364
0.08697490026177834,0.8240391522988506
0.1,0.8165259818007663
0.11497569953977356,0.8055106561302682
0.13219411484660287,0.7925197557471264
0.1519911082952933,0.7714020593869731
0.17475284000076846,0.7573186063218391
0.2009233002565048,0.73618594348659
0.23101297000831603,0.7051754070881227
0.26560877829466867,0.6778915229885057
0.30538555088334157,0.6353568007662835
0.3511191734215131,0.5971174568965517
0.40370172585965536,0.5501825909961686
0.4641588833612782,0.49461206896551724
0.5336699231206312,0.4384728208812261
0.6135907273413176,0.36833991858237547
0.7054802310718645,0.31047952586206895
0.8111308307896873,0.23316271551724138
0.9326033468832199,0.17744252873563218
1.072267222010323,0.1358057950191571
1.232846739442066,0.06595725574712644
1.4174741629268048,0.04431573275862069
1.629750834620645,0.03223778735632184
1.873817422860385,0.016238625478927203
2.1544346900318843,0.005028735632183908
2.4770763559917115,0.008291427203065135
2.848035868435802,0.008545857279693486
3.274549162877728,0.009728208812260537
3.7649358067924674,0.005896791187739464
4.328761281083062,0.006749880268199233
4.9770235643321135,0.010446599616858237
5.72236765935022,0.013020833333333334
6.5793322465756825,0.006196120689655173
7.56463327554629,0.005762092911877395
8.697490026177835,0.0056273946360153254
10.0,0.0011673850574712645
11.497569953977356,0.0009877873563218392
13.219411484660288,0.0008979885057471264
15.199110829529332,0.0004489942528735632
17.47528400007683,0.00023946360153256704
20.09233002565046,0.00017959770114942528
23.10129700083158,8.979885057471264e-05
26.560877829466893,0.0
30.538555088334185,0.0
35.111917342151344,0.0
40.37017258596558,0.0
46.41588833612782,0.0
53.366992312063125,0.0
61.35907273413176,0.0
70.54802310718645,0.0
81.11308307896873,5.986590038314176e-05
93.26033468832199,0.0
107.22672220103232,0.0
123.28467394420659,0.0
141.74741629268047,0.0
162.97508346206433,0.0
187.3817422860383,0.0
215.44346900318865,0.0
247.7076355991714,0.0
284.8035868435805,0.0
327.4549162877732,0.0
376.49358067924715,0.0
432.87612810830615,0.0
497.7023564332114,0.0
572.236765935022,0.0
657.9332246575682,0.0
756.463327554629,0.0
869.7490026177834,0.0
1000.0,0.0
