f32,f16,bf16
1.3916948118364303e-05,0.006435572364607012,-0.03372556044789299
1.4999057714681907e-05,0.00397507205194686,-0.01970656857305314
1.9629852011399107e-05,0.005633090988829331,-0.03672530744867067
1.6508537526910283e-05,0.007122335869069879,-0.04268235163093012
2.2579690245605466e-05,0.003261794110564209,-0.04159904573318579
2.1849752141589462e-05,0.0032814340598121827,-0.05244366359643782
2.4704616897540388e-05,0.001986166816585498,-0.0318883449021645
2.0163825818118875e-05,0.0030448350525580023,-0.024131068267754498
1.1175610577257578e-05,0.006316959597622546,-0.037628352902377454
1.3682291587741036e-05,0.004562783286651523,-0.04438741202584848
1.3498410889538348e-05,0.008441256180712613,-0.026989652022412387
1.2183289604721093e-05,0.004776974867659149,-0.05396936302296585
2.0387597155537007e-05,0.008793785251450505,-0.052546546779799495
2.1406706372718853e-05,0.0026836369893946457,-0.045106890354355354
1.973860892211937e-05,0.004553383374537583,-0.04531233928171242
1.6369990835367332e-05,0.0024273555202581273,-0.04221986127661687
1.3781511592314555e-05,0.003446651422786162,-0.06283752826471384
9.370809560205196e-06,0.005225462680821802,-0.023094849819178198
2.353416378630957e-05,0.003620957598043817,-0.013163710370706183
1.4696548143400268e-05,0.0044683854080829755,-0.040758665373167025
1.865841862766504e-05,0.0025618395995816445,-0.043519703369168355
1.3004151856371715e-05,0.0048749103227014035,-0.0359576092085486
2.5259362879719027e-05,0.006136780636731114,-0.059262389285143886
1.4965800593118306e-05,0.007552207825730066,-0.049210487486769934
1.0121572882493268e-05,0.004836905706793626,-0.042770516168206374
7.788175223566451e-06,0.0073206522403938545,-0.039432277447106145
1.7188891052483113e-05,0.0030255992256395803,-0.03414481093061042
1.003733651919192e-05,0.005552822265794705,-0.0747084082029553
1.6277072622916666e-05,0.005693112847998283,-0.014875734808251717
1.2040101766919165e-05,0.0038895159595015993,-0.0285811871654984
1.9196637938832806e-05,0.0063189531052812095,-0.04823121779315629
1.090371014097341e-05,0.004516899371161252,-0.05114716312883875
1.205989132149754e-05,0.005994309866525965,-0.036852369820974035
1.3910643109710241e-05,0.005753674022206695,-0.036238513477793305
1.8778919280142137e-05,0.007767043738663763,-0.023666061730086237
1.612509368592585e-05,0.004636677156674207,-0.020082561124575793
2.0252791574450202e-05,0.004584362981250735,-0.06276793194062427
2.0728702525930898e-05,0.0019411121260927491,-0.02427348748328225
2.3630374396059473e-05,0.0039009050664546227,-0.04492721993354538
1.8788401503370966e-05,0.007159279559273528,-0.027142478253226472
1.0675661834103067e-05,0.0014340047767480435,-0.024261796004501957
1.4246605153533931e-05,0.005805627606626007,-0.03612552473712399
1.390700140310036e-05,0.00701759432354284,-0.02050926114520716
1.3065849879499714e-05,0.005601362650731322,-0.014143510396143678
1.9070640586104498e-05,0.005614467844746795,-0.0413520848896282
2.149889654746648e-05,0.003691289820142895,-0.0392622013907946
1.952663109652808e-05,0.005871153027275727,-0.025256776660224273
1.735195780325216e-05,0.006936840268617156,-0.043874927309507844
1.1105277016698611e-05,0.006637592055275976,-0.059402447007224024
7.96325703200651e-06,0.0058729112913185055,-0.033067518396181494
2.1106303911500035e-05,0.0015134128939917613,-0.04041773944975824
1.3941930593508456e-05,0.0017074589002742946,-0.042359923912225705
1.606995101643971e-05,0.007550186457592978,-0.04225450104240702
1.0905809006367395e-05,0.007197750753960286,-0.040775882058539714
2.2952863880730534e-05,0.003859606990524865,-0.050110729923537635
1.4036400252125103e-05,0.007473680628472111,-0.006228711949652889
8.809948522175981e-06,0.005537014091569509,-0.03065683356468049
7.504509886041566e-06,0.0044408681859572086,-0.04902592868904279
1.6258619289444276e-05,0.0042553893844891055,-0.037095928974885894
1.0160103154854827e-05,0.006101426973653512,-0.05151576052634649
1.4510572688065937e-05,0.005200811297432863,-0.03569274339006714
1.1665195324729594e-05,0.004607619166472267,-0.023743210911652733
1.8536879001489204e-05,0.00441941229837977,-0.03772536309224523
1.1059056498001485e-05,0.005809525560118149,-0.03842570393206935
8.285941717256495e-06,0.005498186649915804,-0.046625836787584196
7.165981765533402e-06,0.004321394874091888,-0.03425282387590811
1.4073488730392825e-05,0.005269429919737778,-0.017923929455262222
9.001644312112145e-06,0.005113766940294473,-0.05726416274720553
1.3541119486482067e-05,0.006437178390413911,-0.04214680598458609
1.1547507487608133e-05,0.0038380613939393293,-0.04682111829356067
1.666781638737236e-05,0.00560516950820561,-0.03248076799179439
9.966171837350046e-06,0.004031208432770272,-0.018063518129729728
5.731569709899187e-06,0.005756462203445556,-0.027690803421554444
7.040590188966966e-06,0.003454737156770693,-0.04390854409322931
8.837332545641452e-06,0.006407872786342028,-0.04736409986990797
5.324715804333469e-06,0.006041949028205151,-0.03668266034679485
1.2223874131994661e-05,0.0025800366745394043,-0.029280314887960596
1.2210432344256228e-05,0.002639374557786761,-0.03910867231721324
1.2297508764573528e-05,0.003695361641693422,-0.03722871062393158
7.365273715691234e-06,0.005756184833528237,-0.04383487961959676
1.109309816862969e-05,0.004207722026353139,-0.02045048109864686
4.829617165635902e-06,0.006173999758385729,-0.012624828366614271
2.093539093672714e-05,0.004772900794493551,-0.02403569295550645
1.0683495637986429e-05,0.0059320622273655865,-0.037647039335134413
