f32,f16,bf16
2.7355255838301673e-07,0.007274901238105258,-0.11772509876189474
1.1929300924862218e-06,-0.009348630067954389,-0.11872363006795439
-1.920848699654698e-06,0.014928804248956595,-0.1881961957510434
-3.720046954924783e-07,0.011527643132023258,-0.09784735686797674
-1.336588660194593e-06,0.023693655476769493,-0.1638063445232305
-2.197667047454388e-06,0.02169961507709317,0.006074615077093171
-7.133115005331092e-07,0.02185177997463228,-0.07189822002536772
-2.1878300451305677e-06,0.013717370885775182,-0.017532629114224818
7.909837744790593e-07,0.01759131374988776,-0.08397118625011224
5.17029274504921e-07,0.01388982977341513,-0.07986017022658487
-4.6394588792963987e-07,0.002965463178135508,-0.1689095368218645
-2.0906992439506666e-06,0.0083673551015373,-0.1478826448984627
-1.5930898271676597e-06,0.008858041309586895,-0.1317669586904131
-1.4033349238218307e-06,0.01695301866214649,-0.01429698133785351
-5.043913482438711e-07,0.003142806155526756,-0.13748219384447324
-6.47354241323228e-08,0.022382671470630555,-0.055742328529369445
1.4069122435955705e-06,0.00922915959779047,-0.10014584040220953
2.1129958192034337e-06,0.013136115681366078,-0.14311388431863392
-3.832051902463718e-07,0.02333411996863788,-0.13291588003136212
1.4663847096585414e-06,0.02331689607220966,-0.07043310392779034
1.4971236126370968e-06,0.025819368217362637,-0.13043063178263736
-5.185237021976263e-06,0.009481966862587399,0.009481966862587399
-3.524129574827839e-07,-0.007013673335809045,-0.06951367333580905
-2.1929365701112147e-07,-0.0037710475407273236,-0.050646047540727324
-1.5799425270301981e-06,0.0006659920789573448,0.0006659920789573448
2.171071415091319e-06,-0.007364009348506784,-0.19486400934850678
-3.0756135771525805e-06,0.0318496465543916,0.0318496465543916
3.280499356606015e-07,0.023899406419076286,-0.16360059358092371
1.1540211595217897e-06,0.020245752409831397,-0.1203792475901686
9.249795134280703e-07,0.00038048735744311557,-0.07774451264255688
-6.913331205282702e-07,0.025973582348520097,0.025973582348520097
-2.9920460136168003e-06,0.03208242665515826,-0.18666757334484174
-5.417388862838379e-06,0.01874000497441841,-0.07500999502558159
-4.318620412391283e-07,0.008201167259052511,-0.007423832740947489
-1.6389006383121796e-06,0.00881221913158825,-0.06931278086841175
-3.7357352411504507e-06,0.019943316266711975,-0.16755668373328803
-3.5756477245740825e-06,0.023838282262431676,-0.22616171773756832
-2.3911699642553685e-07,0.025003194110542637,-0.19374680588945736
1.4644669832364343e-07,0.013681558189862386,-0.1581934418101376
-1.5471769323482931e-06,0.024673822085762964,-0.10032617791423704
5.605504433958686e-07,0.015398586063138708,-0.03147641393686129
-5.99381582588876e-07,0.022021647932870536,-0.009228352067129464
-1.1914310924510119e-06,0.02398753232379036,-0.06976246767620964
-3.818673093292091e-07,0.00871238668737817,-0.08503761331262183
5.123352977420836e-07,0.019342934820649305,0.019342934820649305
-2.979915016965151e-07,0.008937537701857678,-0.06918746229814232
2.4410164520816124e-06,0.019278106299655207,-0.0744718937003448
-4.9383231228716795e-06,0.016058751862424003,0.047308751862424
3.9939090612506334e-07,0.010551852027624875,-0.14569814797237512
1.2452485620428888e-06,0.018704705941921418,-0.16879529405807858
3.2789729829119096e-06,-0.004227220294595213,-0.03547722029459521
-1.4334184079700663e-06,0.024750229789599842,-0.14712477021040016
6.01475363737336e-07,0.026768332188254362,-0.08260666781174564
3.3771443952446134e-07,0.01657519733358015,-0.13967480266641985
3.827167915915197e-08,0.032131233340038534,-0.09286876665996147
9.621306418239328e-07,0.007298477999782449,-0.27395152200021755
7.468933986842785e-07,0.008034499334804934,-0.08571550066519507
-4.137157894490429e-06,0.025413190722964885,-0.06833680927703512
-1.28339528515653e-06,0.02411904741526172,-0.06963095258473828
-1.2410696825781997e-07,0.007816190590297367,-0.05468380940970263
3.019800608683454e-06,0.01610485695881181,-0.015145143041188192
-2.4638974238655464e-06,-0.0041871867978144905,-0.1604371867978145
-2.3127749102513917e-06,0.007608008270011624,-0.11739199172998838
-4.417941084966515e-06,0.02456604714680566,-0.19418395285319434
-3.0851682595312013e-06,0.019531979529006094,-0.1054680204709939
-1.0243730592662814e-06,0.011916089884753234,-0.14433391011524677
-4.587327666172314e-06,0.005549611891083828,-0.18195038810891617
2.181034282955352e-06,0.01586750696201733,-0.01538249303798267
-5.4880610065310975e-06,0.02615570578664972,-0.06759429421335028
4.7490298982211243e-07,0.017208574268224197,-0.1077914257317758
-7.976973250833908e-07,0.011677897981385854,-0.14457210201861415
3.320751673641098e-07,0.01967272587399549,-0.011577274126004511
-1.7632767779218739e-06,0.0004025946333783281,-0.18709740536662167
2.6423368026939897e-06,0.004130144778208944,-0.027119855221791056
-1.8962055392535149e-06,0.015392314609890434,-0.10960768539010957
4.140322246826145e-06,0.004597035830059326,-0.18290296416994067
1.1285573009445216e-07,-0.0028570953962230305,0.05964290460377697
-7.920212752310363e-07,0.009699983125209144,-0.13092501687479086
-1.5865523756986022e-06,0.004368149165397739,-0.12063185083460226
5.080657530243116e-07,0.01273015284114365,-0.09664484715885635
1.8409078670345025e-06,0.014625482875640472,-0.11037451712435953
1.8773859551401983e-06,-0.019289046686310485,-0.20678904668631048
2.0087326504381053e-06,0.006601435002181688,-0.05589856499781831
