Sigma,N_therm,E_mean,E_error,E_heis_mean,E_heis_error
0.0,1024,-26.751072758474365,4.2011775311317705e-05,-23.88099064170016,0.013792467092527867
0.0,2048,-26.751072686313716,4.2021063237444045e-05,-23.879410138923905,0.013798164298383674
0.0,4096,-26.751054845949525,4.201189969084891e-05,-23.879728214408683,0.013797257163803655
0.0,8192,-26.751058237514158,4.2023035397949506e-05,-23.883348120223147,0.013800263395099653
0.0,16384,-26.751042224620278,4.2009170497676175e-05,-23.875955265185233,0.013820532994306332
0.0,32768,-26.75105748524809,4.2090058536213906e-05,-23.866718003957438,0.013828916297714306
0.0,65536,-26.75103353308716,4.2131424536120966e-05,-23.882374061797773,0.013813737143686843
0.0,131072,-26.7510180263277,4.2115705473133605e-05,-23.89044383061709,0.013807543730398006
0.0,262144,-26.75104540030744,4.21928800977159e-05,-23.910300042094555,0.013786396817327464
0.0,524288,-26.751094128331722,4.222401195730948e-05,-23.883137720759375,0.013834820446701916
0.001,1024,-26.75104484012251,4.201996823976745e-05,-23.88530561288769,0.013798309223687358
0.001,2048,-26.7510407151908,4.2034817817490335e-05,-23.88521289850909,0.013804149640616744
0.001,4096,-26.751030901113857,4.202399175454153e-05,-23.88617390837136,0.013807483243164446
0.001,8192,-26.751026759649804,4.2024772479027606e-05,-23.888142125849246,0.013806913252586739
0.001,16384,-26.751019994932218,4.2020947596499485e-05,-23.881782196655276,0.013825346271408318
0.001,32768,-26.75101527078734,4.211417529938914e-05,-23.871026227502483,0.01383457734913918
0.001,65536,-26.751023078690892,4.2190442004183086e-05,-23.88468991289648,0.013817234932291943
0.001,131072,-26.75103177585668,4.208318712781576e-05,-23.893177108435335,0.013822831278279853
0.001,262144,-26.75106867036756,4.22277502754956e-05,-23.913834711900698,0.013781290958999097
0.001,524288,-26.751079782455946,4.227188161045274e-05,-23.88312380188348,0.013824647478420602
0.00206913808111479,1024,-26.751036311714685,4.1978197187408515e-05,-23.887539666277995,0.013772673138367827
0.00206913808111479,2048,-26.751026226157556,4.199062670832269e-05,-23.887602721026916,0.01377714452952308
0.00206913808111479,4096,-26.751008708563347,4.1995472984714925e-05,-23.886573443165595,0.013778177875326128
0.00206913808111479,8192,-26.751001910065394,4.198407673307809e-05,-23.88873788190131,0.01377775853118786
0.00206913808111479,16384,-26.75098565070111,4.197557260951385e-05,-23.88168873884497,0.013782808478421395
0.00206913808111479,32768,-26.75099001288274,4.2061741181049176e-05,-23.86834725532418,0.013801753777137733
0.00206913808111479,65536,-26.750993366414676,4.219306230830283e-05,-23.877434220692784,0.013803133562730177
0.00206913808111479,131072,-26.751003793783617,4.206485714427208e-05,-23.891191284194704,0.01380647946037945
0.00206913808111479,262144,-26.751105697775156,4.2255747735339976e-05,-23.90824398365397,0.013795506883115236
0.00206913808111479,524288,-26.75105298472798,4.22642543461667e-05,-23.883170653074757,0.013837546594790275
0.004281332398719396,1024,-26.75104680364761,4.196286045767774e-05,-23.888281341457088,0.013801301379292561
0.004281332398719396,2048,-26.751044783677465,4.197258404480657e-05,-23.887800368337846,0.01380249242681434
0.004281332398719396,4096,-26.751027243424517,4.199032554702915e-05,-23.88880565164809,0.013801426475219463
0.004281332398719396,8192,-26.751019960510376,4.1980742829801394e-05,-23.894122652655554,0.013794764861703146
0.004281332398719396,16384,-26.751035605419712,4.195650531059894e-05,-23.890183777610414,0.013799676670056596
0.004281332398719396,32768,-26.751041358514904,4.2039709887402e-05,-23.876096034544986,0.013810260861812718
0.004281332398719396,65536,-26.751034434125096,4.213150032744838e-05,-23.884307865553676,0.013804961310641477
0.004281332398719396,131072,-26.751080286874362,4.222503346737042e-05,-23.895775607063435,0.013845323952452936
0.004281332398719396,262144,-26.751084244000406,4.225578592863402e-05,-23.92255355676891,0.013774402905059678
0.004281332398719396,524288,-26.751088884078413,4.211468290073753e-05,-23.887377078905715,0.013829581076361732
0.008858667904100823,1024,-26.75111409902938,4.218695964914228e-05,-23.871774383853083,0.013813325431898138
0.008858667904100823,2048,-26.751112275555105,4.2184668629621296e-05,-23.871397357351675,0.013816851129163454
0.008858667904100823,4096,-26.751104839821885,4.2163231419230976e-05,-23.87127627677244,0.013813945744973922
0.008858667904100823,8192,-26.751102756719668,4.2163643783908225e-05,-23.874560490570644,0.013819615107602464
0.008858667904100823,16384,-26.751098553874453,4.2170000823654395e-05,-23.871352285037066,0.013822459198737152
0.008858667904100823,32768,-26.751137035480014,4.2207714976350075e-05,-23.869279387373187,0.01382148800415209
0.008858667904100823,65536,-26.75111216823659,4.232722200840722e-05,-23.879268564820297,0.013818847806822765
0.008858667904100823,131072,-26.75102689654626,4.228029308415561e-05,-23.904023686487882,0.013817406246297329
0.008858667904100823,262144,-26.751139567558745,4.222757751038654e-05,-23.910732746094233,0.013791054904422395
0.008858667904100823,524288,-26.75108373120272,4.2354473560524516e-05,-23.893428463668496,0.013777509190191887
0.018329807108324356,1024,-26.751064461208856,4.208565875381949e-05,-23.876597691683383,0.013803051378478598
0.018329807108324356,2048,-26.751069299694002,4.20874421736935e-05,-23.877018627893506,0.01380224802285708
0.018329807108324356,4096,-26.751069953526034,4.209979655599098e-05,-23.879733018757772,0.013800501465308672
0.018329807108324356,8192,-26.751058708802226,4.208141205729833e-05,-23.88240476540892,0.013803850664417288
0.018329807108324356,16384,-26.751054391742237,4.214312415425896e-05,-23.88249991388464,0.013809643273423407
0.018329807108324356,32768,-26.751060477881605,4.2111910493642683e-05,-23.875901425372493,0.013798516215381494
0.018329807108324356,65536,-26.7510577712751,4.220373639497507e-05,-23.89320972357475,0.013805822838290752
0.018329807108324356,131072,-26.751026720795974,4.218138779178124e-05,-23.897252442130863,0.013819525037191933
0.018329807108324356,262144,-26.751103400925565,4.219839221699438e-05,-23.906857196086598,0.013808133242497075
0.018329807108324356,524288,-26.751085232403124,4.2049719352330067e-05,-23.89756511866262,0.013781076521997775
0.0379269019073225,1024,-26.751022583446023,4.219283452858881e-05,-23.87774651623256,0.013790629021881032
0.0379269019073225,2048,-26.751025119679426,4.218968996474523e-05,-23.877958740046168,0.01379284265746251
0.0379269019073225,4096,-26.751018656627274,4.217897888532308e-05,-23.880297357879254,0.013791855425145869
0.0379269019073225,8192,-26.751005731525797,4.2167949869927185e-05,-23.880223196123495,0.013800722712063444
0.0379269019073225,16384,-26.750998159855307,4.219271559077084e-05,-23.883631272230716,0.01380323019079502
0.0379269019073225,32768,-26.750982369356954,4.224161399570834e-05,-23.88987875969797,0.013785975248856431
0.0379269019073225,65536,-26.75093902904456,4.215490352631146e-05,-23.90570728414845,0.013757625434366288
0.0379269019073225,131072,-26.75097193811384,4.2231279899321686e-05,-23.91183473383163,0.01374771199832026
