Sigma,N_therm,E_mean,E_error,E_heis_mean,E_heis_error
0.0,1024,-136.47099061216983,6.098358179481184e-06,-17.814278951721924,0.02065350803310365
0.0,2048,-136.47099104023715,6.098863025030173e-06,-17.811326262584846,0.020651693482875357
0.0,4096,-136.47099184823182,6.097783126834486e-06,-17.806416776077498,0.020657575283262397
0.0,8192,-136.47099104952792,6.090860807409854e-06,-17.799864939895308,0.02065511683437693
0.0,16384,-136.47098975421494,6.0928616631465e-06,-17.80311770727448,0.020653632928080052
0.0,32768,-136.47099308257967,6.089584791151947e-06,-17.81593395454043,0.02064122484080802
0.0,65536,-136.47099389660974,6.095618844124367e-06,-17.817121346796732,0.020696889146634912
0.0,131072,-136.47100383689445,6.102149358087579e-06,-17.836174119007083,0.02070624704599304
0.0,262144,-136.4709911240028,6.097740591018327e-06,-17.827346441836884,0.02072636370919088
0.0,524288,-136.47099558779848,6.088280785072047e-06,-17.812664766698752,0.020725952722814696
0.001,1024,-136.4709947352796,6.0991691649678736e-06,-17.80338980967487,0.02057433405904354
0.001,2048,-136.47099433598345,6.100237072811419e-06,-17.79935665109496,0.020577573121377306
0.001,4096,-136.47099483475864,6.1019990259659085e-06,-17.795590785007448,0.020570059324784572
0.001,8192,-136.47099358822754,6.100055754898364e-06,-17.78760127976571,0.020559138429312975
0.001,16384,-136.47099477613364,6.098060385088295e-06,-17.795746127350533,0.020565288969859125
0.001,32768,-136.47099783591761,6.09667679349099e-06,-17.80402483645802,0.02055484094536099
0.001,65536,-136.47098563217324,6.101138499243298e-06,-17.810205792342487,0.020593785237219515
0.001,131072,-136.4709937958931,6.124420137404177e-06,-17.828676684830228,0.02068391880279145
0.001,262144,-136.47099618162497,6.097730989185802e-06,-17.800228521159397,0.02071033350473978
0.001,524288,-136.47100003785835,6.104393548120322e-06,-17.815818628996222,0.020677248576721596
0.00206913808111479,1024,-136.47098579078346,6.0960606513842765e-06,-17.815947651705528,0.02066999327115701
0.00206913808111479,2048,-136.47098583075268,6.098678543910673e-06,-17.811258007223522,0.0206732813242697
0.00206913808111479,4096,-136.47098725630198,6.098049292245401e-06,-17.808932930248368,0.02066741946756734
0.00206913808111479,8192,-136.47098702375513,6.094857906318743e-06,-17.794116567664048,0.020664716250256905
0.00206913808111479,16384,-136.47098921725075,6.0969767897072655e-06,-17.803666870323546,0.020651205885662854
0.00206913808111479,32768,-136.4709891349259,6.101728246377995e-06,-17.813773786245672,0.020661807638495303
0.00206913808111479,65536,-136.4709925514221,6.102518579464154e-06,-17.816391630850617,0.02069199359353825
0.00206913808111479,131072,-136.47099470980584,6.112451703789788e-06,-17.835482823686824,0.020707738841660148
0.00206913808111479,262144,-136.4709921587231,6.102963434118076e-06,-17.828955577210913,0.020678201253304124
0.00206913808111479,524288,-136.47099783170057,6.0943213930404655e-06,-17.83316922238772,0.020697257871954054
0.004281332398719396,1024,-136.47099490374194,6.116674343196207e-06,-17.81025377303338,0.020737085589127038
0.004281332398719396,2048,-136.47099575637938,6.118334932122105e-06,-17.806332691576806,0.02074083604508196
0.004281332398719396,4096,-136.4709952761396,6.118315733894421e-06,-17.804093437242273,0.020737060515283127
0.004281332398719396,8192,-136.4709954980837,6.115267904505118e-06,-17.79953478458289,0.02072733621745267
0.004281332398719396,16384,-136.47099849291004,6.112102797279145e-06,-17.811797448373,0.02072763143777151
0.004281332398719396,32768,-136.4709975324417,6.11572761249944e-06,-17.83548682645324,0.020716672665162028
0.004281332398719396,65536,-136.47099761255748,6.101487135411572e-06,-17.843290986313193,0.020713815211906874
0.004281332398719396,131072,-136.47099401869184,6.10600708177517e-06,-17.865740547389954,0.02067692942582519
