Sigma,N_therm,E_mean,E_error,E_heis_mean,E_heis_error
0.0,1024,-80.80202598190328,5.6121274471086965e-06,-19.03216143519809,0.019596576170881314
0.0,2048,-80.80202459596595,5.610603299404647e-06,-19.032199371930282,0.019601009118633585
0.0,4096,-80.80202403287706,5.613075139385672e-06,-19.02894545759657,0.019602934641470435
0.0,8192,-80.80202327069541,5.617821001244396e-06,-19.01820541593595,0.019615536574682832
0.0,16384,-80.80201939322225,5.6190078910074825e-06,-19.01509872314717,0.019618008335928718
0.0,32768,-80.80201615146686,5.622519878650403e-06,-19.011389570393103,0.019648272087820835
0.0,65536,-80.80201768619735,5.624356198413095e-06,-19.007888594558015,0.01967516171268236
0.0,131072,-80.80201404987695,5.6136493780806275e-06,-19.006019628053064,0.019593637432662344
0.0,262144,-80.80202171557279,5.609035677775106e-06,-19.011680541338755,0.019509089833757567
0.0,524288,-80.80201270012074,5.6430649765830765e-06,-19.012319983749563,0.019538786761066722
0.001,1024,-80.80202276853889,5.614259803215438e-06,-19.022089987875933,0.019585609518656157
0.001,2048,-80.80202157498448,5.6151325639072505e-06,-19.022397934185847,0.019589231504378943
0.001,4096,-80.80202165749353,5.617309349838224e-06,-19.018804093011077,0.019590605689148208
0.001,8192,-80.80202125600542,5.6181189760500595e-06,-19.004779997468276,0.01960437942614876
0.001,16384,-80.8020175802326,5.619465929460828e-06,-19.002755926498182,0.019611077550979034
0.001,32768,-80.80201764525322,5.626671347460675e-06,-19.002486579631068,0.01962925959365336
0.001,65536,-80.8020174841377,5.6183326590765684e-06,-19.00395075824149,0.01962099248245691
0.001,131072,-80.80201923933083,5.608564705512715e-06,-19.012563756511398,0.01959479643305583
0.001,262144,-80.80202865100088,5.623240300571874e-06,-19.00877695648597,0.019507487123888573
0.001,524288,-80.80201703029064,5.649134421040553e-06,-19.017086089637605,0.01955482578946433
0.00206913808111479,1024,-80.80202091958523,5.609258797437884e-06,-19.024149926381952,0.019591418583531802
0.00206913808111479,2048,-80.80202071636816,5.610157683889053e-06,-19.02400114158657,0.019594628529774262
0.00206913808111479,4096,-80.80202055497293,5.615923790924327e-06,-19.02317608473221,0.0195896118673427
0.00206913808111479,8192,-80.80201885861094,5.620098543904255e-06,-19.01269984999019,0.01960181654293531
0.00206913808111479,16384,-80.80201893632577,5.619992310516117e-06,-19.012629504394955,0.019614147545414514
0.00206913808111479,32768,-80.80202098670428,5.627135312111926e-06,-19.021608479123127,0.01962806031093086
0.00206913808111479,65536,-80.80201548761929,5.6185330623826145e-06,-19.023088441673288,0.019622648049999185
0.00206913808111479,131072,-80.80202013183833,5.595771861064052e-06,-19.029619067221052,0.019569142597416503
0.00206913808111479,262144,-80.8020202363274,5.6124565929542175e-06,-19.02341580805706,0.019514827973984617
0.00206913808111479,524288,-80.80201101657465,5.6477853788072e-06,-19.03725431991902,0.019530483244164346
0.004281332398719396,1024,-80.80201666303287,5.618295527399372e-06,-19.018273696582895,0.0196115846644662
0.004281332398719396,2048,-80.80201468088731,5.619782586956802e-06,-19.01703307815972,0.01961431862259121
0.004281332398719396,4096,-80.80201509239079,5.620426773519886e-06,-19.015222946587684,0.01961800494195863
0.004281332398719396,8192,-80.80201394089241,5.62147365104167e-06,-19.004262181355095,0.019618673162408732
0.004281332398719396,16384,-80.80201394177081,5.617284864001634e-06,-19.009632472838405,0.019637905424712273
0.004281332398719396,32768,-80.80201467204888,5.62153527052007e-06,-19.01275389372773,0.019636995163017156
0.004281332398719396,65536,-80.80201436758017,5.628925653116071e-06,-19.02830326460522,0.019635220357380183
0.004281332398719396,131072,-80.80202351440732,5.612954672986222e-06,-19.045313720876187,0.019561178613452516
0.004281332398719396,262144,-80.80202291285013,5.613798480127183e-06,-19.016426504768095,0.01956253144880133
0.004281332398719396,524288,-80.80201511433951,5.614974592825488e-06,-19.041304562085955,0.019539107403952895
0.008858667904100823,1024,-80.80202877340542,5.631897338209634e-06,-19.016426887579197,0.019574097172109957
0.008858667904100823,2048,-80.80202898882646,5.631989997058922e-06,-19.013613623841813,0.01957781474807205
0.008858667904100823,4096,-80.80202931342401,5.633417654190523e-06,-19.01301929876592,0.019582723513188155
0.008858667904100823,8192,-80.80202917121368,5.630777754431975e-06,-19.006062035484582,0.019596688304400086
0.008858667904100823,16384,-80.80202742625613,5.625614247605486e-06,-19.019515181125424,0.019580364326090505
0.008858667904100823,32768,-80.80202994601636,5.613246158371963e-06,-19.025650955765627,0.01956654305610207
0.008858667904100823,65536,-80.80203176777192,5.609706143818162e-06,-19.036393153001136,0.019566814990714377
0.008858667904100823,131072,-80.8020244123276,5.6087156636931295e-06,-19.023383217616868,0.019566251727873112
0.008858667904100823,262144,-80.80201665551118,5.613372783917886e-06,-19.0282147784497,0.019611405768601466
0.008858667904100823,524288,-80.80202150775236,5.618328789022969e-06,-19.034251796620893,0.01960938552846485
0.018329807108324356,1024,-80.80202336919469,5.604416381520755e-06,-19.037509246161832,0.01960945089950802
0.018329807108324356,2048,-80.80202420607452,5.606004890178118e-06,-19.037014869776556,0.01961209768863474
0.018329807108324356,4096,-80.80202336568561,5.609494561790511e-06,-19.033986243266654,0.019621883853032457
0.018329807108324356,8192,-80.80202566164817,5.609401291013992e-06,-19.02480675197532,0.01961547521520418
0.018329807108324356,16384,-80.80202549565308,5.60917861541482e-06,-19.032966969439606,0.019617499653322094
0.018329807108324356,32768,-80.80202375248342,5.6022009279713045e-06,-19.038140424320062,0.019620231666647427
0.018329807108324356,65536,-80.80201886130416,5.596784177832677e-06,-19.03499652842988,0.019628358973100484
0.018329807108324356,131072,-80.80201824998065,5.602698563852931e-06,-19.023416154530825,0.019590293370508646
0.018329807108324356,262144,-80.80201360872815,5.611488923769409e-06,-19.00597080795739,0.019529110894737665
0.018329807108324356,524288,-80.80202517903471,5.605715206318067e-06,-19.028423465173496,0.01957022308413254
0.0379269019073225,1024,-80.80202450174015,5.622602088404733e-06,-19.005108522094144,0.019583314748857182
0.0379269019073225,2048,-80.80202441478403,5.624311846015167e-06,-18.999310770229126,0.0195874914782083
0.0379269019073225,4096,-80.80202431671414,5.623641553402788e-06,-18.99877165991792,0.019590635423960327
0.0379269019073225,8192,-80.80202393808193,5.621586811408149e-06,-18.996317445073807,0.019589356491375373
0.0379269019073225,16384,-80.80202301409336,5.622070311824579e-06,-18.99568074862112,0.01960487679576078
0.0379269019073225,32768,-80.80202110826636,5.620062024491753e-06,-18.996046302333855,0.01961444528827591
0.0379269019073225,65536,-80.80202101020097,5.620202922880074e-06,-19.00168895941595,0.019639933527933237
0.0379269019073225,131072,-80.80202369251663,5.6131098159584045e-06,-19.007591198434458,0.01962977975901222
0.0379269019073225,262144,-80.80201668563271,5.6073768168088526e-06,-19.054088937800195,0.019570971972011516
0.0379269019073225,524288,-80.8020214847206,5.593651914250237e-06,-19.02784529492699,0.0195339917708732
