Sigma,N_therm,E_mean,E_error,E_heis_mean,E_heis_error
0.0,1024,-152.42134471868857,5.888624461696993e-06,-17.636436421874826,0.020758207871236375
0.0,2048,-152.4213446937321,5.887867413402322e-06,-17.63703183665139,0.02076623786167735
0.0,4096,-152.4213450678009,5.886298249238249e-06,-17.63579413831421,0.02076804743614574
0.0,8192,-152.4213462238053,5.886732806488467e-06,-17.633234422219815,0.0207629142895334
0.0,16384,-152.4213480082788,5.886400572652736e-06,-17.640839095130495,0.02076462313530002
0.0,32768,-152.4213514203795,5.88070906472746e-06,-17.66214186515072,0.020769620017031927
0.0,65536,-152.42135603432922,5.874422428000154e-06,-17.67178459286299,0.020812849950026503
0.0,131072,-152.42134580358595,5.88225881064313e-06,-17.69076367099511,0.020854082321352753
0.0,262144,-152.42133592073534,5.926621259965241e-06,-17.634003109952573,0.02079364456954462
0.0,524288,-152.42134805924542,5.9041271325561336e-06,-17.635496131710454,0.02081285365604705
0.001,1024,-152.42135074418636,5.889316536146832e-06,-17.617887841119668,0.020809869656803447
0.001,2048,-152.4213504036506,5.890592598562368e-06,-17.61662159876105,0.020814163868576267
0.001,4096,-152.42134992468254,5.890472860083146e-06,-17.616514167590054,0.02080601569607371
0.001,8192,-152.4213506813644,5.883438539559407e-06,-17.614250923692232,0.02079983299266244
0.001,16384,-152.42135117243106,5.883637279413042e-06,-17.620872195086605,0.020807138705637836
0.001,32768,-152.42135230630987,5.882107253911524e-06,-17.64576340923697,0.020805451818259067
0.001,65536,-152.42135383728146,5.8652984864324995e-06,-17.653021411266838,0.02078428226024705
0.001,131072,-152.421348707006,5.887465702741802e-06,-17.671963344086834,0.020847853723025167
0.001,262144,-152.42133759374715,5.913819013750382e-06,-17.639461852074554,0.020791340073957866
0.001,524288,-152.42134862075915,5.894206894993369e-06,-17.632269237653404,0.020850203405217635
0.00206913808111479,1024,-152.42135551063564,5.906014315756948e-06,-17.613604044266587,0.020838654005007916
0.00206913808111479,2048,-152.42135463774912,5.90568859718817e-06,-17.611985130711474,0.02084913134849989
0.00206913808111479,4096,-152.42135437711988,5.903306485848527e-06,-17.60845070071692,0.02083993712163673
0.00206913808111479,8192,-152.42135735627932,5.902089152263711e-06,-17.600718343662848,0.020836219272378446
0.00206913808111479,16384,-152.42135484295494,5.900470061726174e-06,-17.605842437156902,0.020858883967755194
0.00206913808111479,32768,-152.4213585044725,5.89280026234677e-06,-17.631989494228733,0.020867650037760803
0.00206913808111479,65536,-152.42135851281972,5.8787393860536575e-06,-17.63619944743239,0.020875164257052825
0.00206913808111479,131072,-152.4213499535893,5.872681758693026e-06,-17.66957236582863,0.020879834983858526
0.00206913808111479,262144,-152.42134508506985,5.91087443971056e-06,-17.64617378464156,0.0207975283908195
0.00206913808111479,524288,-152.42135390545707,5.897949755934555e-06,-17.626515682201102,0.020846181528437903
0.004281332398719396,1024,-152.42134423008585,5.885508844451337e-06,-17.634161825742787,0.020846942955482506
0.004281332398719396,2048,-152.4213447308112,5.884417093690386e-06,-17.63147448795572,0.020855304511563987
0.004281332398719396,4096,-152.42134303472216,5.882581782892466e-06,-17.626143998709384,0.02084511530266382
0.004281332398719396,8192,-152.42134563087592,5.884064392202282e-06,-17.621388902554877,0.020834091395966484
0.004281332398719396,16384,-152.42134437918693,5.885808751121723e-06,-17.62469647654335,0.020847149553820173
0.004281332398719396,32768,-152.42134157801652,5.876103518863179e-06,-17.650802927122257,0.020868959904222842
0.004281332398719396,65536,-152.4213419008605,5.881535748477832e-06,-17.668281980111303,0.020881519276656862
0.004281332398719396,131072,-152.42134457582006,5.894914535184416e-06,-17.6887470751959,0.020906874036246095
0.004281332398719396,262144,-152.42133553307076,5.887909760090305e-06,-17.653112645269957,0.020843303210714217
0.004281332398719396,524288,-152.42135260536685,5.9004493331227075e-06,-17.636074404060516,0.02085835519142473
0.008858667904100823,1024,-152.42134611757655,5.898962193490272e-06,-17.640649826772037,0.02082034125424176
0.008858667904100823,2048,-152.42134603973966,5.897041509612244e-06,-17.64001801540674,0.020815612842096372
0.008858667904100823,4096,-152.4213469561379,5.89980122155173e-06,-17.63841322482543,0.020802181662145168
0.008858667904100823,8192,-152.42134636438797,5.896409603310888e-06,-17.64031688941111,0.020794138780543387
0.008858667904100823,16384,-152.42134472394147,5.8934333878800785e-06,-17.648749300394854,0.020805722083424044
0.008858667904100823,32768,-152.4213466665246,5.886826271329341e-06,-17.668519474939746,0.020816710753719003
0.008858667904100823,65536,-152.42134279951728,5.894054525465927e-06,-17.664578483507704,0.020875653997281474
0.008858667904100823,131072,-152.4213459984183,5.879734596696304e-06,-17.687913709524558,0.0208635448602966
0.008858667904100823,262144,-152.42135190524033,5.894147173938105e-06,-17.623496693908386,0.020868948971428217
0.008858667904100823,524288,-152.42133732584324,5.907243829964792e-06,-17.66646314171384,0.020820045719732203
0.018329807108324356,1024,-152.42134573236092,5.891496707071404e-06,-17.64533692724026,0.020867653302890282
