Sigma,N_therm,E_mean,E_error,E_heis_mean,E_heis_error
0.0,1024,-88.7287771703843,5.073738317156891e-06,-18.78374908274085,0.019835729870685652
0.0,2048,-88.72877727518969,5.072296040781168e-06,-18.78191732706203,0.019842269502019907
0.0,4096,-88.72877879505623,5.072637493485925e-06,-18.784389837059955,0.01983972099634918
0.0,8192,-88.72878067773895,5.0698320123468666e-06,-18.768417035510964,0.01984281869377803
0.0,16384,-88.72877999920193,5.0746462188282265e-06,-18.777903715235304,0.019851578612335885
0.0,32768,-88.72878170490179,5.078894139209889e-06,-18.781281929035323,0.019877568899659238
0.0,65536,-88.72878775000684,5.067271905660585e-06,-18.79428402527609,0.019897567338566853
0.0,131072,-88.72879449552417,5.072985818878838e-06,-18.80961019019859,0.019886188726507735
0.0,262144,-88.72879006515015,5.100450415071796e-06,-18.734726588075358,0.019819670108866073
0.0,524288,-88.72878718454784,5.074202161574632e-06,-18.775864214362507,0.01982438035155351
0.001,1024,-88.72878045533102,5.073152564570534e-06,-18.777958008156705,0.019807471498637205
0.001,2048,-88.72878033111795,5.070442558701315e-06,-18.775395899470354,0.019814781261954486
0.001,4096,-88.7287815259484,5.0720649814645425e-06,-18.774122492902936,0.019808127369668187
0.001,8192,-88.72878368035482,5.069939878399208e-06,-18.76044176134889,0.019803352962958053
0.001,16384,-88.72878517380626,5.073723453936557e-06,-18.767571919515557,0.019830024443496654
0.001,32768,-88.72878465010271,5.0717119920891565e-06,-18.769892439384016,0.019868167525505
0.001,65536,-88.72878995071784,5.07399037223666e-06,-18.771030336045243,0.01988057596815392
0.001,131072,-88.72879193525644,5.078392144425713e-06,-18.79327509228402,0.01987619069379063
0.001,262144,-88.72878918714002,5.093993738973781e-06,-18.7410319575969,0.01983787070966418
0.001,524288,-88.72878891654989,5.076809551875994e-06,-18.771981335031292,0.01981271521757117
0.00206913808111479,1024,-88.72877873350384,5.084223194181974e-06,-18.765413030718154,0.01981289613492981
0.00206913808111479,2048,-88.7287796723112,5.082413767177516e-06,-18.763611741809306,0.019823235213641672
0.00206913808111479,4096,-88.7287803300876,5.082038467021507e-06,-18.763124127305606,0.01982437133562989
0.00206913808111479,8192,-88.72878083665387,5.081318503752491e-06,-18.749544402005107,0.019823150375101437
0.00206913808111479,16384,-88.72878295487803,5.082942168380595e-06,-18.7631184347931,0.0198364128016541
0.00206913808111479,32768,-88.72878596712948,5.086337060228537e-06,-18.773964276901516,0.019872640780916547
0.00206913808111479,65536,-88.72878814360465,5.0880830367303765e-06,-18.79366477721285,0.019886272447594007
0.00206913808111479,131072,-88.72878679263903,5.094797462075466e-06,-18.806183913167466,0.01986057148621145
0.00206913808111479,262144,-88.72878399579722,5.0948930400712705e-06,-18.754145416637797,0.01986449044117145
0.00206913808111479,524288,-88.72879408129589,5.078741700561238e-06,-18.76805251624364,0.019777173794983158
0.004281332398719396,1024,-88.72878017758494,5.088204729864211e-06,-18.78464565740023,0.019833805559813254
0.004281332398719396,2048,-88.72878030585272,5.085943640013812e-06,-18.782607891025382,0.019841432581414832
0.004281332398719396,4096,-88.72878159501103,5.0891454664833175e-06,-18.77947404503901,0.019843155681210083
0.004281332398719396,8192,-88.72878412458181,5.089579919288743e-06,-18.765468671162306,0.01985472444587046
0.004281332398719396,16384,-88.72878641379523,5.0884278979196424e-06,-18.7733274994083,0.019857637829113622
0.004281332398719396,32768,-88.72878776776432,5.09265002594172e-06,-18.78676627747971,0.019881309629197923
0.004281332398719396,65536,-88.72878550630536,5.08303592418466e-06,-18.80020984997085,0.019899991776863142
0.004281332398719396,131072,-88.72879062922757,5.08756987196157e-06,-18.795392957007067,0.0198928244909279
0.004281332398719396,262144,-88.72878226236018,5.096316763479375e-06,-18.758469116512465,0.019866375942566527
0.004281332398719396,524288,-88.72879070883292,5.0862049175459784e-06,-18.789498304031362,0.019788423002734583
0.008858667904100823,1024,-88.72877973604858,5.08325807713014e-06,-18.78233832595604,0.019810202346122498
0.008858667904100823,2048,-88.728780372547,5.081906443470787e-06,-18.780451369920353,0.019808018507562652
0.008858667904100823,4096,-88.72878067186382,5.0805043173378994e-06,-18.779669888050815,0.019810252303738084
0.008858667904100823,8192,-88.728779985384,5.081266684727398e-06,-18.768279683655205,0.019818199852008188
0.008858667904100823,16384,-88.72877762234191,5.0862021006042344e-06,-18.779072142926566,0.019817981490417667
0.008858667904100823,32768,-88.72877580767148,5.091460621158925e-06,-18.784347137249945,0.019836023475061332
0.008858667904100823,65536,-88.72878475225279,5.090259602344567e-06,-18.795544618997035,0.019860825961584967
0.008858667904100823,131072,-88.72879021954105,5.0758134291827474e-06,-18.784150381864773,0.019867672908230768
0.008858667904100823,262144,-88.72878984728999,5.1068204364852135e-06,-18.75291598890928,0.019851476391723525
0.008858667904100823,524288,-88.7287928403365,5.073828374696298e-06,-18.764917164945803,0.01977733469009602
0.018329807108324356,1024,-88.72878275052634,5.106575599306967e-06,-18.775936799616538,0.019796724445888036
0.018329807108324356,2048,-88.72878386354137,5.104919545723958e-06,-18.77502763826466,0.019796142043818066
