Sigma,N_therm,E_mean,E_error,E_heis_mean,E_heis_error
0.0,1024,-49.342856765676395,8.67118010666544e-06,-20.812018449857455,0.01769722531051256
0.0,2048,-49.34285538547928,8.673135333733618e-06,-20.80904113850495,0.017697840918028458
0.0,4096,-49.34285301298296,8.669072736132822e-06,-20.806684404695645,0.017690720489264743
0.0,8192,-49.342856849448204,8.663247551793373e-06,-20.805990226596613,0.01769862656963699
0.0,16384,-49.34285486994106,8.652157985498623e-06,-20.805833794917596,0.01770194544705796
0.0,32768,-49.3428607523627,8.648509192514041e-06,-20.814050041127757,0.017670210082370432
0.0,65536,-49.3428610560551,8.63019620748361e-06,-20.806852917215103,0.017647574060086
0.0,131072,-49.34286835255841,8.620048453426883e-06,-20.796945079774495,0.01762085109536033
0.0,262144,-49.34286542230643,8.690352245624047e-06,-20.794708789370702,0.017693386497580482
0.0,524288,-49.34286043012344,8.681111299560582e-06,-20.771077425724865,0.017732177420498898
0.001,1024,-49.34285777265092,8.673712555997942e-06,-20.808352280555738,0.017702362631643348
0.001,2048,-49.34285755099031,8.672880901246674e-06,-20.804623240430875,0.01770489843026684
0.001,4096,-49.342855367644006,8.670586708373965e-06,-20.801774990114573,0.01770059038317778
0.001,8192,-49.34286098405774,8.668519195468975e-06,-20.799838225356623,0.017699760344432304
0.001,16384,-49.342859622624346,8.657962110574624e-06,-20.800650356498398,0.017700277571058264
0.001,32768,-49.34286764914689,8.647292975394305e-06,-20.8027999722434,0.017652141831203238
0.001,65536,-49.34287267894261,8.635026049225874e-06,-20.799725134561143,0.01763509436909789
0.001,131072,-49.34287833548805,8.63651411864353e-06,-20.795700884668005,0.017617756620750137
0.001,262144,-49.34285828875214,8.696417825275725e-06,-20.792690916957007,0.01769889601370492
0.001,524288,-49.34285992114158,8.671381971730606e-06,-20.781390187498708,0.017708024900258683
0.00206913808111479,1024,-49.34286781335308,8.670348041200152e-06,-20.796265652821255,0.017698600166134185
0.00206913808111479,2048,-49.342865973646916,8.669242291206171e-06,-20.79402948349467,0.01769820893007927
0.00206913808111479,4096,-49.34286543900009,8.667596050389162e-06,-20.792741415286798,0.01769547863874423
0.00206913808111479,8192,-49.34286918228761,8.66395507810578e-06,-20.79388757410552,0.017684007614331695
0.00206913808111479,16384,-49.342865782126296,8.655251244424026e-06,-20.789321342556377,0.017684982270117874
0.00206913808111479,32768,-49.34287409515708,8.651554024729641e-06,-20.791429777048283,0.01764069410859666
0.00206913808111479,65536,-49.34286993873889,8.648124237522897e-06,-20.803567211817793,0.01763045779983188
0.00206913808111479,131072,-49.34286567225362,8.650811729341567e-06,-20.780441264081063,0.017647066578411405
0.00206913808111479,262144,-49.34285580722276,8.665483722648905e-06,-20.81112018068054,0.017680348264677414
