Sigma,N_therm,E_mean,E_error,E_heis_mean,E_heis_error
0.0,1024,-160.40024574299485,5.723508439721769e-06,-17.568065423419316,0.020838626209572875
0.0,2048,-160.40024471152682,5.723296831842681e-06,-17.56798426939607,0.02083739055257679
0.0,4096,-160.4002446332163,5.720338109126876e-06,-17.57079168306511,0.02083870321715816
0.0,8192,-160.40024502370304,5.715225911165885e-06,-17.56845636671231,0.020828242539891243
0.0,16384,-160.40024749089642,5.711526329157037e-06,-17.571957205285205,0.020856503967313148
0.0,32768,-160.4002474983715,5.715854899450947e-06,-17.587343279791167,0.020854509288825963
0.0,65536,-160.40025083434347,5.721185643820565e-06,-17.57541264278362,0.020882544268205114
0.0,131072,-160.40024606265334,5.719122239063624e-06,-17.574569928017418,0.020891981057675847
0.0,262144,-160.40025505835604,5.713910639100587e-06,-17.558995562574296,0.02090835776257126
0.0,524288,-160.40024919478532,5.699428860998195e-06,-17.565115639653374,0.02082829729473754
0.001,1024,-160.40024761679967,5.712608399604512e-06,-17.533590401478897,0.020902235922035637
0.001,2048,-160.40024739748438,5.710701912788189e-06,-17.530652490411285,0.020900704418558354
0.001,4096,-160.40024646240678,5.711966344777053e-06,-17.530691888209567,0.020895831116622382
0.001,8192,-160.40024677915505,5.706536913153828e-06,-17.52437408717281,0.02088993502244937
0.001,16384,-160.4002484086297,5.7117404509521945e-06,-17.531579864662127,0.02091580163650116
0.001,32768,-160.4002492618623,5.711100401714923e-06,-17.557049374283817,0.020924443612646268
0.001,65536,-160.4002534179234,5.716943741450176e-06,-17.564597309371504,0.020951117723857635
0.001,131072,-160.4002537995752,5.723015082384132e-06,-17.57570118751395,0.020948273283540927
0.001,262144,-160.40025954399485,5.716327255890355e-06,-17.580077120123065,0.02089047124323266
0.001,524288,-160.40024147277717,5.69605191918472e-06,-17.563104383923232,0.02086576945500462
0.00206913808111479,1024,-160.40024598294207,5.689988823898569e-06,-17.53010798325623,0.02091002726328697
0.00206913808111479,2048,-160.4002465515773,5.688205643895923e-06,-17.52995412349906,0.02091399675159639
0.00206913808111479,4096,-160.4002449533948,5.689219347505873e-06,-17.530501761912678,0.020910812164609244
0.00206913808111479,8192,-160.40024456940802,5.686863297788697e-06,-17.533362993353126,0.02090728864166882
0.00206913808111479,16384,-160.40024492909902,5.685223919713283e-06,-17.54652271615251,0.02092469629936508
0.00206913808111479,32768,-160.40024154717975,5.682689047232881e-06,-17.570361195636316,0.02090990944376185
