Sigma,N_therm,E_mean,E_error,E_heis_mean,E_heis_error
0.0,1024,-104.61630039176517,5.667655352485553e-06,-18.352901033075057,0.02018204872360484
0.0,2048,-104.61630049155423,5.666425834112948e-06,-18.35124959516283,0.020179602684422402
0.0,4096,-104.61630047765406,5.6662895537566e-06,-18.34902122043648,0.020185365929420766
0.0,8192,-104.61629936126545,5.672626587748462e-06,-18.335665740208363,0.020180495792672986
0.0,16384,-104.61629784315028,5.671800338894208e-06,-18.34938821305702,0.020195126984469906
0.0,32768,-104.61629613320187,5.681131939603714e-06,-18.358999184440393,0.02021069216523901
0.0,65536,-104.61630207820212,5.693870288409701e-06,-18.355743117575038,0.020244504163844382
0.0,131072,-104.61630656471431,5.687802375719527e-06,-18.370688222714488,0.020252553106717277
0.0,262144,-104.6163008744195,5.649288127916705e-06,-18.36988912680623,0.020206079635727296
0.0,524288,-104.6162991504609,5.688195545790799e-06,-18.334254365343405,0.020178574991620537
0.001,1024,-104.61630129501202,5.701120835940932e-06,-18.366559972974777,0.020185615058332593
0.001,2048,-104.61630139692797,5.698173186330175e-06,-18.365075197924163,0.02018391583645293
0.001,4096,-104.61630243384215,5.699001252474095e-06,-18.367656549870567,0.02018942022811269
0.001,8192,-104.61630145083691,5.703581835808682e-06,-18.35661581884692,0.020199115444154515
0.001,16384,-104.61629977258497,5.704740126758831e-06,-18.36732977998737,0.020209509078499457
0.001,32768,-104.61629453158343,5.707596811583663e-06,-18.378571494714908,0.0202212522458667
0.001,65536,-104.61629396444489,5.695806535972028e-06,-18.381770620759333,0.020229471410936516
0.001,131072,-104.61629290853043,5.6911708440759275e-06,-18.374135588992694,0.02023922302460531
0.001,262144,-104.61629746327915,5.675510034384661e-06,-18.358596835633982,0.02023830492154757
0.001,524288,-104.61630364872813,5.678477161899034e-06,-18.342517703237796,0.020150876242439185
0.00206913808111479,1024,-104.6162983530962,5.685462129839301e-06,-18.374008626436094,0.020170011323818526
0.00206913808111479,2048,-104.61629833601964,5.681904042275385e-06,-18.374461834424338,0.020169684225293773
0.00206913808111479,4096,-104.61629930140631,5.680471817316283e-06,-18.373383582419148,0.020179269679893218
0.00206913808111479,8192,-104.61629728012527,5.680800717940749e-06,-18.358299641259066,0.02018534515254847
0.00206913808111479,16384,-104.61629452352523,5.687043344799539e-06,-18.36988240495193,0.02020041302602672
0.00206913808111479,32768,-104.61629092855884,5.690745611690921e-06,-18.387456649253398,0.020214409965250816
0.00206913808111479,65536,-104.61629495610075,5.6834314002058045e-06,-18.38844959372475,0.020234097670622696
0.00206913808111479,131072,-104.61629907047421,5.695683908516672e-06,-18.37071512908614,0.020209647112597044
0.00206913808111479,262144,-104.61630489971805,5.684920791551975e-06,-18.36581142751204,0.020220674581637267
0.00206913808111479,524288,-104.61629790992576,5.682698661949867e-06,-18.34022209464902,0.020180846154773724
0.004281332398719396,1024,-104.61630166142056,5.690970275202218e-06,-18.360409385461956,0.020164772877771502
0.004281332398719396,2048,-104.61630076948875,5.688324235943354e-06,-18.360066607661444,0.020163623960498252
0.004281332398719396,4096,-104.6162992613753,5.686714419827319e-06,-18.357532493936105,0.02017031866219082
0.004281332398719396,8192,-104.61629953157289,5.686895807689321e-06,-18.341143709248875,0.020186629304798455
0.004281332398719396,16384,-104.61629825677176,5.6870533732285594e-06,-18.358598198541003,0.020198421529293967
0.004281332398719396,32768,-104.61629852929411,5.685756919613148e-06,-18.37098587615707,0.02020284262191733
0.004281332398719396,65536,-104.61630188989704,5.679756990299481e-06,-18.367777521919237,0.020222020606759882
0.004281332398719396,131072,-104.61630045213143,5.665411712901475e-06,-18.36406298746556,0.02024619372857861
0.004281332398719396,262144,-104.61630353738674,5.66121161113902e-06,-18.385299760757185,0.02017766904096741
0.004281332398719396,524288,-104.6162917404847,5.705292365771871e-06,-18.332567814428895,0.02020474635933188
0.008858667904100823,1024,-104.61630294817341,5.674859857797942e-06,-18.383046848189817,0.020242267755640118
0.008858667904100823,2048,-104.61630246204545,5.675712988617787e-06,-18.38228779025428,0.02025103683212736
0.008858667904100823,4096,-104.61630143636577,5.67415734015706e-06,-18.37575482293216,0.020260977641299156
0.008858667904100823,8192,-104.61630166097517,5.670219438327821e-06,-18.36555421089595,0.020247688971913723
0.008858667904100823,16384,-104.61630019681905,5.671666980543005e-06,-18.372096777969965,0.020261072186951747
0.008858667904100823,32768,-104.61629955419426,5.67367592895642e-06,-18.36907260339551,0.020265130130903402
0.008858667904100823,65536,-104.61629820430032,5.677610474684092e-06,-18.348407694622466,0.020286902672417062
0.008858667904100823,131072,-104.61629511574645,5.682083486188044e-06,-18.345210813960513,0.020208763007439994
0.008858667904100823,262144,-104.61630429902917,5.6824034614370145e-06,-18.341981061789284,0.020203391518443376
0.008858667904100823,524288,-104.61629724209638,5.6711808031476945e-06,-18.36382801116487,0.020194612826600084
0.018329807108324356,1024,-104.61629734009385,5.692391355600329e-06,-18.36063689915561,0.020206679940841306
0.018329807108324356,2048,-104.61629721308677,5.691919927274866e-06,-18.361032867180565,0.020214214558081388
0.018329807108324356,4096,-104.61629729914463,5.690336799667325e-06,-18.35986896896882,0.020218786611972517
0.018329807108324356,8192,-104.61629641561078,5.687414830132915e-06,-18.356285955780155,0.020211025997168345
0.018329807108324356,16384,-104.61629592668913,5.6841365022757134e-06,-18.361037491769935,0.02022570322284201
0.018329807108324356,32768,-104.61629277450139,5.694417066079194e-06,-18.35290121357728,0.020230168525613813
0.018329807108324356,65536,-104.61629773792305,5.699141612299728e-06,-18.34433012578321,0.020249950939779975
0.018329807108324356,131072,-104.61629898390655,5.687440774773168e-06,-18.34825399939345,0.020247779527865734
0.018329807108324356,262144,-104.61629532422795,5.670197846162456e-06,-18.34976198394837,0.020247574673726496
0.018329807108324356,524288,-104.61629688160521,5.6737040398104855e-06,-18.331825914105284,0.020146001146037523
0.0379269019073225,1024,-104.61630599193539,5.666172498941378e-06,-18.3920796993038,0.02015533862274803
0.0379269019073225,2048,-104.61630505492153,5.667158934748689e-06,-18.387164514189543,0.02016143888540362
0.0379269019073225,4096,-104.61630429191507,5.668267322662501e-06,-18.383922904830683,0.02018189569451877
0.0379269019073225,8192,-104.6163035572123,5.671338043668538e-06,-18.382101881497988,0.020201062093582082
0.0379269019073225,16384,-104.6163030708674,5.677075816541707e-06,-18.39481172213201,0.020215658645610514
0.0379269019073225,32768,-104.61630398948462,5.678777951569985e-06,-18.403484376324663,0.02020897496858524
0.0379269019073225,65536,-104.61630011954031,5.679807040832353e-06,-18.400212214602192,0.020224595665489935
0.0379269019073225,131072,-104.61630059405962,5.683096411548949e-06,-18.399418457667885,0.0202380949624537
0.0379269019073225,262144,-104.61629199963869,5.649127387270157e-06,-18.356650815244137,0.020199156099194992
0.0379269019073225,524288,-104.61629499045237,5.676098287087918e-06,-18.366078245975206,0.020233078375223267
0.07847599703514611,1024,-104.61630537867428,5.690310524049559e-06,-18.39356536759633,0.020245800257602663
0.07847599703514611,2048,-104.6163057003189,5.693486692360609e-06,-18.39416466653436,0.02024314387533292
0.07847599703514611,4096,-104.61630588214476,5.697243503361021e-06,-18.388752004423043,0.020253601052211162
0.07847599703514611,8192,-104.61630735263353,5.697578990470337e-06,-18.37929789846261,0.020256675343456827
0.07847599703514611,16384,-104.6163071721668,5.6952919747348284e-06,-18.377057846824215,0.02026004528853451
0.07847599703514611,32768,-104.6163054120048,5.686995325078481e-06,-18.393436926955502,0.020231727296700343
