Sigma,N_therm,E_mean,E_error,E_heis_mean,E_heis_error
0.0,1024,-112.57216492694562,6.780762168446439e-06,-18.206591767855684,0.02036372475729112
0.0,2048,-112.57216434075781,6.782301921949243e-06,-18.205787945916242,0.020369979925163182
0.0,4096,-112.57216422235584,6.78092116259653e-06,-18.20062404550323,0.020364001510209305
0.0,8192,-112.57216335566184,6.786449432270823e-06,-18.184309310700588,0.0203621164929108
0.0,16384,-112.57216203189671,6.784493068122881e-06,-18.1909611734794,0.020375557844739583
0.0,32768,-112.5721575126098,6.786027430211653e-06,-18.196104877118685,0.020368771514469475
0.0,65536,-112.5721528117806,6.79738477947774e-06,-18.200330453005314,0.020310728556305453
0.0,131072,-112.57215191070262,6.820628328042225e-06,-18.19999758460035,0.020335479353132395
0.0,262144,-112.57215768179887,6.78394027010952e-06,-18.2174158677797,0.020341432780821556
0.0,524288,-112.57216477799639,6.790555634899574e-06,-18.18247711257237,0.020334378545261836
0.001,1024,-112.57215158942883,6.795144917571033e-06,-18.211439399532825,0.020325169911978892
0.001,2048,-112.57215239105025,6.793628970472196e-06,-18.20816173551872,0.020331581714092082
0.001,4096,-112.57215350149193,6.791486830866022e-06,-18.204987910403425,0.02032761855382366
0.001,8192,-112.57215365459223,6.794950370347429e-06,-18.189060151841474,0.020334610928880285
0.001,16384,-112.57215266644556,6.791711844279987e-06,-18.198647436530607,0.02034941325253014
0.001,32768,-112.57214727987869,6.792950889891404e-06,-18.204050361753147,0.020336401809797667
0.001,65536,-112.57214435708917,6.816936160355252e-06,-18.20335478452358,0.02031477941928303
0.001,131072,-112.57214507541454,6.825496575527386e-06,-18.21327837928273,0.02032390060696552
0.001,262144,-112.57216660139208,6.795434968127082e-06,-18.189555842343132,0.020348133795722857
0.001,524288,-112.57216213570744,6.7787871215413815e-06,-18.185202336450132,0.020308591828535203
0.00206913808111479,1024,-112.57216047823337,6.789997364992673e-06,-18.205060683992063,0.020356705950031466
0.00206913808111479,2048,-112.57216180408122,6.793268155632811e-06,-18.20401212360136,0.020363291803684982
0.00206913808111479,4096,-112.57216243257528,6.788614965679083e-06,-18.20279596549687,0.020354853518436168
0.00206913808111479,8192,-112.57216223526041,6.793828929220605e-06,-18.193073376674977,0.02037130521464914
0.00206913808111479,16384,-112.57216381694326,6.797604110797466e-06,-18.2037670309848,0.020401520955700154
0.00206913808111479,32768,-112.57216293688816,6.7946650678695275e-06,-18.208959736100475,0.02039463259978102
0.00206913808111479,65536,-112.57215674771628,6.803717515127773e-06,-18.206345382825518,0.020331300491870576
0.00206913808111479,131072,-112.57215453806351,6.800215775104373e-06,-18.210860430903196,0.0203456093834593
0.00206913808111479,262144,-112.57215352739031,6.7921869438110515e-06,-18.22149654200568,0.020313955258934313
0.00206913808111479,524288,-112.57214845885429,6.795051115893571e-06,-18.19485884124081,0.02032934604469872
0.004281332398719396,1024,-112.5721663003861,6.768112090118966e-06,-18.18065780337528,0.02034761807120078
0.004281332398719396,2048,-112.5721663829161,6.769527230328885e-06,-18.17935473244978,0.02035071406531757
0.004281332398719396,4096,-112.57216501362322,6.767592512902695e-06,-18.180123332237542,0.02034725177448903
0.004281332398719396,8192,-112.57216330975962,6.766469508516015e-06,-18.168187545110925,0.020353816880063068
0.004281332398719396,16384,-112.57216387806832,6.764731485812654e-06,-18.1746139313734,0.020361292015358017
0.004281332398719396,32768,-112.572160726792,6.770532609957029e-06,-18.188933676370326,0.02033107281797428
0.004281332398719396,65536,-112.57215907330608,6.780353043064029e-06,-18.198568618300197,0.020367496274922143
0.004281332398719396,131072,-112.57215658717288,6.7811531873522845e-06,-18.214820156379684,0.02032014126735955
0.004281332398719396,262144,-112.57217568070013,6.773449521644849e-06,-18.215138714171434,0.020305131731829316
0.004281332398719396,524288,-112.57215350823691,6.789202620228191e-06,-18.19794618050975,0.020261612461443708
0.008858667904100823,1024,-112.57216528027479,6.781033283224946e-06,-18.214390796985963,0.02037491661172279
0.008858667904100823,2048,-112.57216433293584,6.782092683818231e-06,-18.211884766068838,0.020377644283043762
0.008858667904100823,4096,-112.57216491055165,6.7779818676885545e-06,-18.211625688767406,0.020366729541923423
0.008858667904100823,8192,-112.57216269569817,6.785169628513347e-06,-18.20097492435412,0.020362978686670585
0.008858667904100823,16384,-112.57215790281218,6.780397659084101e-06,-18.214147956686205,0.020375449039030387
0.008858667904100823,32768,-112.57215426900976,6.788067534654602e-06,-18.225215161993482,0.020369902109728142
0.008858667904100823,65536,-112.57214628663569,6.783575468427234e-06,-18.22253453356128,0.020407130894785134
0.008858667904100823,131072,-112.57214922984994,6.781940024787945e-06,-18.22873933341735,0.020370910449322044
0.008858667904100823,262144,-112.57216732310197,6.772606695008647e-06,-18.200676971508393,0.020355575367561118
0.008858667904100823,524288,-112.57216092446498,6.805904061603028e-06,-18.16812917190122,0.02035512765632145
0.018329807108324356,1024,-112.57216587611708,6.766712173744267e-06,-18.176426603468435,0.020406548325845264
0.018329807108324356,2048,-112.57216530501037,6.7633933396950956e-06,-18.17314223010756,0.020408945197760986
0.018329807108324356,4096,-112.57216386718127,6.765376055541532e-06,-18.172934304506576,0.020400880546981193
0.018329807108324356,8192,-112.57216413715054,6.768692169258441e-06,-18.1699111564898,0.02041543979780888
0.018329807108324356,16384,-112.57215955237065,6.76607425412449e-06,-18.17933362791849,0.020415045717049614
0.018329807108324356,32768,-112.57215747791905,6.757081005919933e-06,-18.195736376940218,0.020442304636959015
0.018329807108324356,65536,-112.5721546642401,6.743252989271717e-06,-18.194324634946938,0.02046386892314495
0.018329807108324356,131072,-112.57215077235455,6.777057183173103e-06,-18.226254715361808,0.020395720642589026
0.018329807108324356,262144,-112.57215333679423,6.7627051086212436e-06,-18.196958250913372,0.0203171638126037
0.018329807108324356,524288,-112.57215868375489,6.76428391686235e-06,-18.211480158021374,0.020336973459525745
0.0379269019073225,1024,-112.57216520212094,6.776328567529799e-06,-18.21108295328278,0.020295065150022006
