Sigma,N_therm,E_mean,E_error,E_heis_mean,E_heis_error
0.0,1024,-65.0039722582885,7.74319600085075e-06,-19.73068791730004,0.01889350157780728
0.0,2048,-65.00397289069126,7.74084228459868e-06,-19.730027146395962,0.018893274689640565
0.0,4096,-65.00397451261836,7.74403569343696e-06,-19.724061968228177,0.018902283939575392
0.0,8192,-65.0039733605828,7.74062044009617e-06,-19.719581214764368,0.018899175046673367
0.0,16384,-65.00397522865988,7.747829638231636e-06,-19.724209128745617,0.018898142372218738
0.0,32768,-65.00397751403217,7.728948416520947e-06,-19.720726708500052,0.018902719397876758
0.0,65536,-65.00397758929402,7.7359617074869e-06,-19.72037527115223,0.018862871236881896
0.0,131072,-65.00396962002182,7.768416930548767e-06,-19.722529955997473,0.018858023343271642
0.0,262144,-65.00397560497655,7.76905777205101e-06,-19.70436176965876,0.018866821812514777
0.0,524288,-65.0039754781127,7.759437055316358e-06,-19.70532593161448,0.018866200355945866
0.001,1024,-65.00396130246241,7.751076387606209e-06,-19.73749104207487,0.018889914522410015
0.001,2048,-65.00396252375221,7.74965279367408e-06,-19.736789158496023,0.01888819702222337
0.001,4096,-65.00396252753605,7.748236959903555e-06,-19.73118276224745,0.01889773463075021
0.001,8192,-65.00396197493816,7.744023209350261e-06,-19.726014083441054,0.018894566243186084
0.001,16384,-65.0039662578147,7.740531947570762e-06,-19.727627452442356,0.018887307204878887
0.001,32768,-65.00396817780975,7.721289377044745e-06,-19.72263928204272,0.018890944666966274
0.001,65536,-65.00397331466743,7.73258093310622e-06,-19.719464792140286,0.018872406704966045
0.001,131072,-65.00397391253554,7.753704029231133e-06,-19.72580418088456,0.018898478997460708
0.001,262144,-65.00397143170241,7.78900656674086e-06,-19.69829324555276,0.01884398704595256
0.001,524288,-65.00396651541533,7.735993787371891e-06,-19.701180478253196,0.018846145640034506
0.00206913808111479,1024,-65.00395722254561,7.73513436597671e-06,-19.730633377459743,0.0188605670424129
0.00206913808111479,2048,-65.00395838267403,7.733931448973128e-06,-19.728872179762707,0.018864073074850836
0.00206913808111479,4096,-65.0039595980993,7.733299366430905e-06,-19.724503198132357,0.018866248778247906
0.00206913808111479,8192,-65.00395845378561,7.733989530671695e-06,-19.71815913964228,0.018866445218410396
0.00206913808111479,16384,-65.0039639488916,7.732722234110586e-06,-19.717483116325013,0.018884142581427746
0.00206913808111479,32768,-65.00396592525115,7.722424922461602e-06,-19.715332253266986,0.018885203021594542
0.00206913808111479,65536,-65.00397161363162,7.729117835161737e-06,-19.715416836584737,0.018851751980681022
0.00206913808111479,131072,-65.00397225106506,7.766840688828383e-06,-19.713807382984122,0.018899593454962647
0.00206913808111479,262144,-65.0039764759174,7.775630640763104e-06,-19.694380596700604,0.01886841345636259
0.00206913808111479,524288,-65.00396123426859,7.758116763822082e-06,-19.69977084943173,0.018879360251898247
0.004281332398719396,1024,-65.0039790978716,7.771007849447804e-06,-19.703478408964614,0.018909592774157793
0.004281332398719396,2048,-65.00397979209245,7.770790061686583e-06,-19.701251597543294,0.018907587724285357
0.004281332398719396,4096,-65.00397662459739,7.770868991770904e-06,-19.695533402268985,0.018910760911223734
0.004281332398719396,8192,-65.00397445987701,7.767723517813402e-06,-19.68812802923489,0.018899703057031567
0.004281332398719396,16384,-65.0039791182717,7.762116132183332e-06,-19.692694266252524,0.018905176013363157
0.004281332398719396,32768,-65.00397620317267,7.761928029096799e-06,-19.692805576562385,0.018916881502267037
0.004281332398719396,65536,-65.00396873904467,7.767523012462739e-06,-19.694501665348586,0.018880712517738315
0.004281332398719396,131072,-65.00396265974499,7.770224472087058e-06,-19.714353760420526,0.018848873661536328
0.004281332398719396,262144,-65.00396513193985,7.764742405389369e-06,-19.694816009343292,0.018909360753604092
0.004281332398719396,524288,-65.00397179906304,7.781308780630832e-06,-19.715656918896354,0.01887028231227889
0.008858667904100823,1024,-65.00397077109935,7.759571130379853e-06,-19.72280454195023,0.018888771363280984
0.008858667904100823,2048,-65.00396991511988,7.75661576115295e-06,-19.71976702925615,0.0188886516357978
0.008858667904100823,4096,-65.00396944224714,7.760591862352075e-06,-19.71506450012138,0.018897781017060494
0.008858667904100823,8192,-65.00397085623564,7.759888399128554e-06,-19.706807145984964,0.01889410359273731
0.008858667904100823,16384,-65.00397170763603,7.77083847975801e-06,-19.70133918787004,0.01889913493180533
0.008858667904100823,32768,-65.0039731464878,7.751787996970873e-06,-19.704971139796122,0.018896073895560216
0.008858667904100823,65536,-65.00397097346098,7.745528107465148e-06,-19.727703791376808,0.01887249795452505
