Sigma,N_therm,E_mean,E_error,E_heis_mean,E_heis_error
0.0,1024,-144.44477959484078,8.544724038493042e-06,-17.72173365881972,0.020694444196825826
0.0,2048,-144.44477858542393,8.545993659552579e-06,-17.719569814009652,0.020706261204457524
0.0,4096,-144.4447788324112,8.553364559030552e-06,-17.714484626736397,0.020708042706502335
0.0,8192,-144.44477948362592,8.558077362868136e-06,-17.71038972091737,0.020719667450491842
0.0,16384,-144.4447778354841,8.546011265687699e-06,-17.71759524976978,0.020730258750833334
0.0,32768,-144.44477271232816,8.535259376305365e-06,-17.731780832984704,0.020748778797026763
0.0,65536,-144.44478152105142,8.55245729843049e-06,-17.732419332577884,0.02078504100207987
0.0,131072,-144.4447754608248,8.52725623103467e-06,-17.73767715654298,0.02083194371500016
0.0,262144,-144.44478919778027,8.554423677018398e-06,-17.727953155825038,0.020744970913651052
0.0,524288,-144.4448032677828,8.526848243236145e-06,-17.726776551507186,0.020716476161782394
0.001,1024,-144.44478149292456,8.524504200425616e-06,-17.70251881502901,0.020699858844681954
0.001,2048,-144.44478281687452,8.523531137270909e-06,-17.700371407536725,0.020706465888450792
0.001,4096,-144.4447846683695,8.53041241703029e-06,-17.698731526896623,0.020700697299462886
0.001,8192,-144.44478500435645,8.536375630836614e-06,-17.69260546803968,0.020697050722891956
0.001,16384,-144.44478146114074,8.531347360065867e-06,-17.704372041356258,0.020695400763475893
0.001,32768,-144.44478227875607,8.510515154856151e-06,-17.716251444416315,0.020681418622879442
0.001,65536,-144.44478719935395,8.521416021056134e-06,-17.728332871103376,0.020741567743619283
0.001,131072,-144.44478338246273,8.51031878659516e-06,-17.750257089596595,0.020784415851291593
0.001,262144,-144.4447797359582,8.51922442380789e-06,-17.732382542234227,0.020775887678366373
0.001,524288,-144.4447967430723,8.560446212568716e-06,-17.74355954887977,0.02075643616180266
0.00206913808111479,1024,-144.4447871350754,8.547330737588712e-06,-17.711545925306886,0.02078206332429648
0.00206913808111479,2048,-144.4447875059018,8.548331556392848e-06,-17.708826141681378,0.020792081802284278
0.00206913808111479,4096,-144.44478885158452,8.553852505529138e-06,-17.705692428914098,0.020792965310134512
0.00206913808111479,8192,-144.44478694353586,8.566081105936993e-06,-17.695371403414264,0.02077352297938225
0.00206913808111479,16384,-144.44478633416063,8.556467944216854e-06,-17.704726260990824,0.02077516253782217
0.00206913808111479,32768,-144.4447874526829,8.549214952264032e-06,-17.717211778006543,0.02077517384228722
0.00206913808111479,65536,-144.44478262888356,8.5485136389417e-06,-17.737554563251543,0.020746608363944246
0.00206913808111479,131072,-144.4447819127061,8.535822810696346e-06,-17.738928261542853,0.020780246895491183
0.00206913808111479,262144,-144.44479267043627,8.55859078855786e-06,-17.727979714540524,0.02082736552143961
0.00206913808111479,524288,-144.44479383383492,8.532248117231022e-06,-17.709854496800713,0.02073639955751303
0.004281332398719396,1024,-144.4447909029299,8.529490604874205e-06,-17.71556255472816,0.020742134838965722
0.004281332398719396,2048,-144.4447925388062,8.533253832670895e-06,-17.714802532548756,0.020741887816095435
0.004281332398719396,4096,-144.44479408255802,8.538668824841501e-06,-17.71356046442788,0.020738542882357974
0.004281332398719396,8192,-144.44479019194745,8.547841958810454e-06,-17.711284733507277,0.02073617695600286
0.004281332398719396,16384,-144.44478760127572,8.553168985266416e-06,-17.7285997765333,0.020714332123097787
0.004281332398719396,32768,-144.44479288169907,8.556296653582713e-06,-17.738403198344024,0.02071536070858476
0.004281332398719396,65536,-144.4447930605597,8.547965784201342e-06,-17.736447608911448,0.02071588020750019
0.004281332398719396,131072,-144.44478965770332,8.520277783623208e-06,-17.74183172251691,0.02075818957416641
0.004281332398719396,262144,-144.4447972651049,8.55141687413876e-06,-17.729335718091487,0.020772963649037593
0.004281332398719396,524288,-144.4448031646174,8.544590694603966e-06,-17.705890151129545,0.020734152598721054
0.008858667904100823,1024,-144.4448007789564,8.522555933509835e-06,-17.70779754523178,0.020803828898612098
0.008858667904100823,2048,-144.44480129621678,8.52534294074822e-06,-17.70188423488406,0.02080662518125525
0.008858667904100823,4096,-144.4448033141041,8.529813434422876e-06,-17.700392859501356,0.020800543153856526
0.008858667904100823,8192,-144.44480216928397,8.532168012691478e-06,-17.69568830014876,0.020784089750329148
0.008858667904100823,16384,-144.44480216615798,8.543695774221752e-06,-17.70803068517212,0.02079680861996324
0.008858667904100823,32768,-144.44479689281513,8.544072226654431e-06,-17.7220307189098,0.02079451314168233
0.008858667904100823,65536,-144.4447884073034,8.542444657203792e-06,-17.729948757537088,0.02077714505716139
0.008858667904100823,131072,-144.44478928300498,8.532534791036758e-06,-17.74262710192913,0.02076321498007688
0.008858667904100823,262144,-144.44479950269942,8.567779738710188e-06,-17.704892856326815,0.02070706096672364
0.008858667904100823,524288,-144.44477558126988,8.521657795757175e-06,-17.75136289903937,0.020755130026740464
0.018329807108324356,1024,-144.44480052771786,8.533313745913038e-06,-17.743651490703467,0.02079960926059203
0.018329807108324356,2048,-144.44479895449854,8.531688846605975e-06,-17.73670099887353,0.020798741281868045
0.018329807108324356,4096,-144.4447972947254,8.533336815741546e-06,-17.732289330594412,0.02080380943970435
0.018329807108324356,8192,-144.4447975183489,8.542082928047219e-06,-17.728104628188255,0.020803415830283816
0.018329807108324356,16384,-144.44479170625925,8.543261249620274e-06,-17.73216596664207,0.0208212832422913
0.018329807108324356,32768,-144.44478783876357,8.563490386518245e-06,-17.742928130292132,0.020846741346777716
0.018329807108324356,65536,-144.44479002790638,8.579006161765942e-06,-17.737588224301668,0.020824409726853975
0.018329807108324356,131072,-144.44478182609495,8.575007627500455e-06,-17.749366463729046,0.020792714996931135
0.018329807108324356,262144,-144.44478521525724,8.560083680765855e-06,-17.724164090463702,0.020779064719666958
0.018329807108324356,524288,-144.44477309000305,8.524170778756047e-06,-17.735160324585983,0.02073054454827317
0.0379269019073225,1024,-144.44478855958124,8.525469819823418e-06,-17.729973516225215,0.020814306328941424
0.0379269019073225,2048,-144.4447892008238,8.52508018063321e-06,-17.73609445247679,0.02081235087692884
0.0379269019073225,4096,-144.44478942701517,8.52400800806515e-06,-17.73419305124851,0.02080539653217118
0.0379269019073225,8192,-144.44478742909135,8.522362800284194e-06,-17.73535370804772,0.02080946107866251
0.0379269019073225,16384,-144.44478800436556,8.520857575393346e-06,-17.7386691505542,0.020798319868060796
0.0379269019073225,32768,-144.44477836844675,8.512880700903179e-06,-17.750015831874727,0.020801106094901965
0.0379269019073225,65536,-144.44477614521836,8.529643545072281e-06,-17.755200226197683,0.020827124521166838
0.0379269019073225,131072,-144.444782736611,8.562915619782356e-06,-17.749630168131162,0.020771813502598158
0.0379269019073225,262144,-144.44478221635325,8.520963939793384e-06,-17.73795946450185,0.02076992312647746
0.0379269019073225,524288,-144.4447976246633,8.53350431364992e-06,-17.70387244062744,0.02076723234151827
0.07847599703514611,1024,-144.44478132668345,8.505208568533064e-06,-17.71182131126217,0.02083485007392886
0.07847599703514611,2048,-144.44478016409352,8.504387297876733e-06,-17.713774593522256,0.020835655463077557
0.07847599703514611,4096,-144.44477945950828,8.51235848879609e-06,-17.711592874505946,0.020824699937672147
0.07847599703514611,8192,-144.444779102213,8.516323428136875e-06,-17.702129059869897,0.02083390523485904
0.07847599703514611,16384,-144.4447806502895,8.523800705351613e-06,-17.702372498119146,0.02085387826222556
0.07847599703514611,32768,-144.44478003784434,8.512945856817256e-06,-17.723923419415833,0.02083734421125887
0.07847599703514611,65536,-144.44479519707104,8.508454431907644e-06,-17.725563096012603,0.020808428116851393
0.07847599703514611,131072,-144.44479594411877,8.562671999520929e-06,-17.71822004748782,0.02076589130427245
0.07847599703514611,262144,-144.44478437571087,8.5360432716325e-06,-17.72753568781286,0.020736455446499824
0.07847599703514611,524288,-144.44478526128768,8.519822403182551e-06,-17.733180694297424,0.020720484470312106
0.1623776739188721,1024,-144.44480298105498,8.534779236052091e-06,-17.729209926660495,0.020853606060022064
0.1623776739188721,2048,-144.44480375802328,8.531992622058607e-06,-17.727334667244715,0.020856620306390638
0.1623776739188721,4096,-144.4448044828921,8.537856248304274e-06,-17.726372071932825,0.02084088848282916
0.1623776739188721,8192,-144.4448051496393,8.540885212946296e-06,-17.729247359963978,0.020831969703047817
0.1623776739188721,16384,-144.4448026313464,8.544509583260657e-06,-17.7365932415115,0.02084710931162292
0.1623776739188721,32768,-144.44479271927344,8.558696115225203e-06,-17.73350694916501,0.020853115967722394
0.1623776739188721,65536,-144.44479326405897,8.550463526960688e-06,-17.74335936047507,0.020834759385667423
0.1623776739188721,131072,-144.44477819523243,8.564744019169104e-06,-17.71582991081216,0.02077976714711595
0.1623776739188721,262144,-144.44481190860103,8.544168216749307e-06,-17.74839036155834,0.020816702708018827
0.1623776739188721,524288,-144.444797709542,8.535751116300007e-06,-17.74128360198201,0.020719891506711448
0.3359818286283781,1024,-144.4447903415999,8.608576590610389e-06,-17.699124478374898,0.020912851372170332
0.3359818286283781,2048,-144.44479009862093,8.609048912666755e-06,-17.69848467258676,0.02090445454399224
0.3359818286283781,4096,-144.444788761721,8.604210890988679e-06,-17.693501587206043,0.020901222413935123
0.3359818286283781,8192,-144.44478708507773,8.598560071940092e-06,-17.691162683411157,0.020905269656367343
0.3359818286283781,16384,-144.44478945900164,8.609232902689097e-06,-17.69958333419964,0.02090581678861007
0.3359818286283781,32768,-144.44479176348517,8.606566878008468e-06,-17.692060849670092,0.02087650985039214
0.3359818286283781,65536,-144.44480178427773,8.568985743444756e-06,-17.712802030887563,0.020870381362526464
0.3359818286283781,131072,-144.44481120798278,8.552155882316658e-06,-17.727412559465126,0.02079290832736374
0.3359818286283781,262144,-144.4447791692771,8.552771183023074e-06,-17.766188189533878,0.020799549843809936
0.3359818286283781,524288,-144.44479526599852,8.539593082915816e-06,-17.74712094335186,0.02077244334497488
0.6951927961775606,1024,-144.44476549995485,8.576809963268597e-06,-17.832777031298768,0.020891255745302404
0.6951927961775606,2048,-144.4447669230729,8.573941340967268e-06,-17.831267621562073,0.02089488414729898
0.6951927961775606,4096,-144.44476586101888,8.57490657809411e-06,-17.835008451133074,0.020889788114515986
0.6951927961775606,8192,-144.44476610980666,8.578124976781328e-06,-17.827588584114984,0.020877924321180973
0.6951927961775606,16384,-144.44476230762976,8.567684756457753e-06,-17.82021088504991,0.02088385303131385
0.6951927961775606,32768,-144.4447636201189,8.5561198944103e-06,-17.83215517629138,0.0208784482255344
0.6951927961775606,65536,-144.44476491810966,8.553362262690102e-06,-17.8396418615411,0.02096191051104701
0.6951927961775606,131072,-144.44478362798387,8.60398573104216e-06,-17.817260384969654,0.021062727797641612
0.6951927961775606,262144,-144.44478030638413,8.54015721993896e-06,-17.7842917500422,0.02103331401285236
0.6951927961775606,524288,-144.44480221594344,8.545217845770042e-06,-17.769006435666988,0.02098969600983066
1.438449888287663,1024,-144.4446874506674,8.508788569771806e-06,-17.224489348911135,0.021728918305861954
1.438449888287663,2048,-144.4446946985484,8.505778578771344e-06,-17.20270028130733,0.021735355250683226
1.438449888287663,4096,-144.4447058627815,8.475489548915202e-06,-17.200640970919775,0.02175504440002788
1.438449888287663,8192,-144.4447238447994,8.438823785160122e-06,-17.238054654675537,0.021814633825374883
1.438449888287663,16384,-144.44475720787204,8.334339062035517e-06,-17.244376837112522,0.02181756450126742
1.438449888287663,32768,-144.44483578670432,8.137665651675346e-06,-17.25034871331549,0.021989134859304076
1.438449888287663,65536,-144.4449098162694,7.970873142264816e-06,-17.441183475070773,0.021957529427813215
1.438449888287663,131072,-144.4447727426844,8.308374186546883e-06,-17.523044772544438,0.021933837333512493
1.438449888287663,262144,-144.44471789660275,8.171755457709095e-06,-17.86763162955622,0.022401648849247925
1.438449888287663,524288,-144.44476884857204,7.879624718146761e-06,-18.182437521409746,0.021274029802291806
2.976351441631316,1024,-144.44540483119496,7.610078799409888e-06,-18.641459714160955,0.015038705957339278
2.976351441631316,2048,-144.44541762912567,7.600497888236654e-06,-18.645722633127157,0.015033955588959355
2.976351441631316,4096,-144.44542944552194,7.577981054340568e-06,-18.656696694143527,0.014940769095793525
2.976351441631316,8192,-144.44545618221915,7.538150000982399e-06,-18.720475784052827,0.01464892723693912
2.976351441631316,16384,-144.44548178744162,7.353085043149531e-06,-18.78886820480085,0.014112922885005012
2.976351441631316,32768,-144.44546426199202,7.187301415318686e-06,-18.58703189942085,0.014257968895748326
2.976351441631316,65536,-144.44534985279785,6.8408030378450015e-06,-18.3628857220794,0.014643494846332568
2.976351441631316,131072,-144.44471183505536,7.076881152835398e-06,-17.968137700123364,0.014323593355086974
