# ╭───────────────────────────── Timing Information ─────────────────────────────╮
# │ Total: 2375.102                                                              │
# │ └── (99.7%) | LPE_VMC._forward_and_backward : 2367.042 s                     │
# │     ├── (6.7%) | MCState.sample : 157.504 s                                  │
# │     │   └── (82.3%) | sampling n_discarded samples : 129.632 s               │
# │     ├── (1.1%) | expect_and_grad_lp : 24.933 s                               │
# │     └── (15.6%) | AbstractLinearPreconditioner.__call__ : 368.323 s          │
# │         └── (99.4%) | LinearOperator.solve : 366.067 s                       │
# ╰──────────────────────────────────────────────────────────────────────────────╯
Mean,Variance,Sigma,R_hat,TauCorr,iter_per_sec,total_time,Condition_number
-63.98346451663556,64.48178515942433,0.02018046432872565,,0.0,-1,2375.1021134399925,1083.264210995463
-65.04218949474779,60.6212151245323,0.020303422313272743,,0.0,-1,2375.1021134399925,1137.0406264775124
-66.28631250159538,55.90279442621892,0.022444100276116378,,0.09054203158656482,0,2375.1021134399925,1208.8919277488878
-67.3849978125848,51.219532901298074,0.025351831546114867,,0.3223619316065759,0,2375.1021134399925,1272.476449539927
-68.42024782874651,46.72132994673339,0.016671193166936268,,0.0,0,2375.1021134399925,1316.5892987728396
-69.35110650617368,42.796568823309386,0.0175250645009097,,0.0,0,2375.1021134399925,1343.6258311109123
-70.16595392107689,39.41081404218233,0.01733592295188569,,0.0,0,2375.1021134399925,1328.3940695075432
-70.93369271716615,36.142410986468,0.017514088697334177,,0.056208856853953826,0,2375.1021134399925,1311.7030214306383
-71.60828081871085,33.225300537405104,0.015338128621947101,,0.0,0,2375.1021134399925,1280.405545522581
-72.27608061515124,30.520308947151296,0.015628653449952276,,0.024486274630290294,0,2375.1021134399925,1245.9694583755538
-72.84450750658633,28.221700366054574,0.017945823144280094,,0.24786553765501917,0,2375.1021134399925,1214.17401048048
-73.36664528139976,26.184258501923026,0.015308882276085683,,0.08657914410665257,0,2375.1021134399925,1189.179568170181
-73.8731214028646,24.348818670295728,0.014374658829611057,,0.05615664034446188,0,2375.1021134399925,1166.3586543222548
-74.25528034376305,22.425722771512028,0.012091226658015666,,0.0,0,2375.1021134399925,1149.794286424106
-74.67177841585335,20.943815880393103,0.013438180066655163,,0.06507361818375867,0,2375.1021134399925,1143.5910848490585
-75.03516209479832,19.450832195940407,0.011638945725868498,,0.0,0,2375.1021134399925,1144.5508061622206
-75.35755611254362,18.291138127160274,0.010991000646919944,,0.0,0,2375.1021134399925,1150.8714752898618
-75.69195370840112,17.028621169474178,0.011861780997068094,,0.04150223006549614,0,2375.1021134399925,1173.5284204847308
-75.98781304959672,16.085144135400128,0.0112068019688608,,0.011703478481464469,0,2375.1021134399925,1202.7040000658344
-76.25190248111518,15.150651155671877,0.009950109955645098,,0.0,0,2375.1021134399925,1254.5338770455767
-76.49496918690778,14.1634599658625,0.011969989953629575,,0.16297651301084182,0,2375.1021134399925,1281.5948132665344
-76.70867758433226,13.390000709812247,0.009853451535403275,,0.0,0,2375.1021134399925,1340.0773418811164
-76.94150691649185,12.704991102382845,0.009710517263045441,,0.0,0,2375.1021134399925,1406.6850135776117
-77.14229154874707,11.982496983202928,0.009774488769850338,,0.022541402106274977,0,2375.1021134399925,1465.8681905434005
-77.32273531098622,11.308249865715391,0.0073570471458274354,,0.0,0,2375.1021134399925,1543.073230445351
-77.4992805017003,10.729768626012671,0.007846891078367089,,0.0,0,2375.1021134399925,1627.4711786268458
-77.67348051619857,10.290681120941008,0.008136714569827558,,0.0,0,2375.1021134399925,1708.854571087403
-77.81983927009503,9.728269626092569,0.009686446043709334,,0.13208176146420547,0,2375.1021134399925,1782.0509712443447
-77.96127663821572,9.303641983375769,0.009025107730803082,,0.07376193191200242,0,2375.1021134399925,1848.8486905033953
-78.11769261547263,8.873038072343029,0.008008384172857487,,0.0,0,2375.1021134399925,1936.1220536475498
-78.2313008493145,8.452882623222745,0.008119294375614611,,0.01110680986554613,0,2375.1021134399925,2024.398609317005
-78.35578876967995,8.04908145628154,0.006734761547781841,,0.0,0,2375.1021134399925,2092.291205568036
-78.48210651055575,7.697348371569423,0.0076188185869340095,,0.0,0,2375.1021134399925,2192.10708564018
-78.57639595020905,7.354061511318479,0.006822318489193187,,0.0,0,2375.1021134399925,2278.6161090931287
-78.69336526109775,7.106272335116968,0.0064750415209243245,,0.0,0,2375.1021134399925,2353.6997250565564
-78.79627113047367,6.772700249480158,0.0062086140772773125,,0.0,0,2375.1021134399925,2455.1132607107334
-78.88245110773967,6.419896905532561,0.007056156375175793,,0.008262736483300115,0,2375.1021134399925,2596.0075457801286
-78.97672852725324,6.173917233388175,0.006294355516087863,,0.0,0,2375.1021134399925,2693.9730792806267
-79.07734283382538,5.899556356754909,0.005658747532244535,,0.0,0,2375.1021134399925,2831.692464677915
-79.1576206608353,5.674044850904289,0.007890807225775353,,0.21916746775658114,0,2375.1021134399925,2921.4309435613054
-79.24169082727995,5.454254037889603,0.004960233530564535,,0.0,0,2375.1021134399925,3039.533820556455
-79.3153731007144,5.233614167998742,0.005935311019217505,,0.0,0,2375.1021134399925,3186.4444698362718
-79.38698972994536,4.972161165064799,0.00509250094181059,,0.0,0,2375.1021134399925,3292.7508794955597
-79.46040622482133,4.783932471568677,0.0056921294708527454,,0.0,0,2375.1021134399925,3380.589247136442
-79.5254920153487,4.588524433250949,0.006338539585013537,,0.07383270372985062,0,2375.1021134399925,3575.194874489088
-79.58346289841205,4.384619247389973,0.004972495127510592,,0.0,0,2375.1021134399925,3730.581082532632
-79.64470570675924,4.204551118552156,0.005546164743929077,,0.0,0,2375.1021134399925,3774.852585596588
-79.71794247357175,4.021085545093351,0.005324873249341615,,0.0,0,2375.1021134399925,3949.085768298253
-79.7701373858965,3.859802834073401,0.005816141941041467,,0.07436081561362895,0,2375.1021134399925,4117.677928863973
-79.828840015293,3.6763445431655426,0.005111051315025177,,0.0,0,2375.1021134399925,4226.664016462707
-79.88631075651921,3.5186276455811782,0.0062623860898665005,,0.2304429447845484,0,2375.1021134399925,4410.275904159218
-79.94021740522867,3.37152715329988,0.004121248535700769,,0.0,0,2375.1021134399925,4677.393988268817
-79.9910163454631,3.2337835980116774,0.003903409483019161,,0.0,0,2375.1021134399925,4949.457609392313
-80.04193414305405,3.077673019548026,0.004785283132838346,,0.0,0,2375.1021134399925,5253.97507339285
-80.08273420607955,2.942760426144573,0.004649402860950684,,0.0,0,2375.1021134399925,5490.810673770047
-80.1285300403504,2.8238277293706355,0.004225266376642314,,0.0,0,2375.1021134399925,5768.304855737325
-80.17913872779923,2.6902936752583955,0.005568559486340759,,0.2553808432798301,0,2375.1021134399925,6149.415687959044
-80.21843448576617,2.583627201493382,0.004396048442827509,,0.0,0,2375.1021134399925,6500.537906238624
-80.25155993987886,2.4461958114249254,0.004326062486322603,,0.001388407788223578,0,2375.1021134399925,6753.275540170167
-80.28892598472058,2.3460697567562754,0.005716221699175414,,0.412761131405729,0,2375.1021134399925,7045.498578257697
-80.33132264588258,2.2402268553630424,0.0031587897916493936,,0.0,0,2375.1021134399925,7490.040077427066
-80.36539312405404,2.132393501490947,0.004117473244939263,,0.02104370335923489,0,2375.1021134399925,7741.336985245712
-80.4082100406608,2.043334468510565,0.003667461760559273,,0.0,0,2375.1021134399925,8107.981705253745
-80.4321656422635,1.960724054453253,0.0029112554628479147,,0.0,0,2375.1021134399925,8430.84260554093
-80.46012493250177,1.853824727925091,0.003936657955801861,,0.04785625389829151,0,2375.1021134399925,8695.35591320116
-80.49570072279192,1.7806983098755864,0.004362531047258125,,0.200433075057047,0,2375.1021134399925,9162.200326920818
-80.52701032678064,1.6997428623374073,0.003858466790117673,,0.07401896031326993,0,2375.1021134399925,9471.420721795308
-80.5527365229089,1.6190925434679997,0.004050712562281344,,0.1641575463461814,0,2375.1021134399925,9802.724910977538
-80.57448468792992,1.5619797499863481,0.0037624634746743395,,0.09394894672890475,0,2375.1021134399925,10185.678373727013
-80.60445368662181,1.4858998383766115,0.003674452566699124,,0.09549166360972772,0,2375.1021134399925,10497.067613562154
-80.62710785283494,1.403210220200843,0.0036178757264139472,,0.11131419590165492,0,2375.1021134399925,10879.441970368995
-80.64953276364075,1.3519169488062057,0.0034439882596213464,,0.07498066715119511,0,2375.1021134399925,11124.413927123735
-80.67227137994655,1.286974736515257,0.0028855838946544197,,0.0,0,2375.1021134399925,11485.12416987839
-80.69225672125239,1.2302273167039135,0.0030358447911798107,,0.0,0,2375.1021134399925,11918.37825208086
-80.71937711763023,1.1855739791867275,0.002941287932400403,,0.0,0,2375.1021134399925,12384.205011238639
-80.74092992335213,1.1303473921897227,0.0023598645469380783,,0.0,0,2375.1021134399925,12805.86672079936
-80.7555137362925,1.078114522730139,0.003484478020562174,,0.23805800202317584,0,2375.1021134399925,13021.304104988983
-80.77425121467866,1.0374991626664545,0.002959323503055073,,0.05319349221156755,0,2375.1021134399925,13503.17196772244
-80.79124441356115,0.9971303334075144,0.0029718648216514243,,0.08047845486833327,0,2375.1021134399925,13952.903823012106
-80.8074204476861,0.9580032560767047,0.002669201022853948,,0.0,0,2375.1021134399925,14127.760582673862
-80.83081390813453,0.9167605578906322,0.0023491466350170965,,0.0,0,2375.1021134399925,14855.94613669899
-80.8423874687884,0.884345396770142,0.002196131430717241,,0.0,0,2375.1021134399925,14736.206150966618
-80.85966294993202,0.8445869396190948,0.002403556795455978,,0.0,0,2375.1021134399925,15252.295220877158
-80.87125669709182,0.8118022370462631,0.002807032932477049,,0.13609898502053197,0,2375.1021134399925,15698.648872774436
-80.88499241422141,0.7838097136721437,0.0025263859935609682,,0.03366497325899209,0,2375.1021134399925,16054.034676711652
-80.89944627685375,0.7542356963986021,0.002883381272297432,,0.22239876450807905,0,2375.1021134399925,16333.06849827365
-80.91124747892931,0.7263009404318314,0.0023116404176423138,,0.0,0,2375.1021134399925,16537.49328949217
-80.92739084437355,0.7003494329001829,0.002825176677141984,,0.246889534284376,0,2375.1021134399925,17022.990401523868
-80.9386195058606,0.6729124205741484,0.0020935374289244996,,0.0,0,2375.1021134399925,17267.91078744878
-80.94651750747182,0.6568035628134115,0.002271961740580963,,0.015046521040259164,0,2375.1021134399925,17790.861864366005
-80.95942888375927,0.6317161488064718,0.0020921728722613775,,0.0,0,2375.1021134399925,17716.112336073907
-80.97391524381126,0.6092483497421797,0.0023505915166911937,,0.09434675790548253,0,2375.1021134399925,18491.67035391232
-80.98047734051625,0.5910946887751072,0.0023332390614983875,,0.10358904736169494,0,2375.1021134399925,18575.459965649374
-80.99043301009414,0.5649312147036939,0.002066104320170542,,0.0,0,2375.1021134399925,18696.04489471071
-81.00541879406325,0.5506237691258179,0.002022999751618753,,0.0,0,2375.1021134399925,19239.32193768923
-81.01352728240116,0.5358125474092188,0.0020355694909386015,,0.006802696859797619,0,2375.1021134399925,19196.73080168191
-81.01851304385957,0.5206754377258062,0.0017910416586294265,,0.0,0,2375.1021134399925,19696.353505743657
