dtypes,re_mean,re_error,sigma_mean,sigma_error,acceptance_ref,acceptance_mean,acceptance_error,re_M_x_mean,re_M_x_error,re_M_z_mean,re_M_z_error
f32,1.9612913578177055e-05,4.181902078882163e-05,2.261753916233007e-09,3.730837232686137e-10,0.9801137230084177,0.9844224878385384,0.002173400760641091,1.3044531857497408e-07,1.762740449115482e-07,0.007089233158575403,0.018591633755356468
f16,0.0010102329720440906,0.0006017214144180419,1.6606652970642258e-05,3.6499862030086912e-06,0.9801137230084177,0.9843937997514335,0.002160385511731815,5.147629667650493e-06,4.0360624441807305e-06,0.43484464032379133,0.6823780497830348
bf16,0.0012563313262786175,0.0010446353405338764,0.00018964005192388873,2.0082019818013216e-05,0.9801137230084177,0.984166916059229,0.0021171597032173172,8.29423703445713e-06,6.156205601087799e-06,0.4409306131790959,0.8022576057343117
