dtypes,re_mean,re_error,sigma_mean,sigma_error,acceptance_ref,acceptance_mean,acceptance_error,re_M_x_mean,re_M_x_error,re_M_z_mean,re_M_z_error
f32,2.708625210226477e-06,2.099015666928947e-06,1.6817489805802988e-06,2.4792318893882717e-09,0.4411389075271441,0.44129693027937056,0.00048498085081598926,0.00024955417726328253,0.00023462144461859253,,
f16,1.3557565533307371e-05,9.724677399393938e-06,0.008913071624052481,9.579353126567495e-06,0.4411389075271441,0.4408787609033793,0.000527310868590579,0.0011864481662842135,0.0005880400530289977,,
bf16,2.3736989718944052e-05,1.4981265567317638e-05,0.08308119539998729,9.32532859593605e-05,0.4411389075271441,0.4385850482646089,0.0006112507590044195,0.0031139164433388634,0.002067859883647907,,
