dtypes,re_mean,re_error,sigma_mean,sigma_error,acceptance_ref,acceptance_mean,acceptance_error,re_M_x_mean,re_M_x_error,re_M_z_mean,re_M_z_error
f32,4.7389109219672754e-07,3.2307587145032343e-07,7.693177293138632e-07,5.234579082437567e-10,0.28811795765246184,0.2882623239889916,0.0002819282047436331,0.0006118942862860929,5.341262364247581e-05,6.379778420828644,19.746811936190607
f16,1.1191845935611148e-06,1.010379667376695e-06,0.0037464201694133283,2.4296759906067125e-06,0.28811795765246184,0.2880701106940694,0.00028532679973377906,0.00033573767510632367,0.00022646222053541133,6.152807881872732,12.90454455003531
bf16,2.3399603922964884e-05,2.7751418896003614e-06,0.034356476329290696,1.4836819438080333e-05,0.28811795765246184,0.284369400570826,0.00031871220860828903,0.007221634328459556,0.00028380115787634365,5.150341258055967,8.921483918391363
