dtypes,re_mean,re_error,sigma_mean,sigma_error,acceptance_ref,acceptance_mean,acceptance_error,re_M_x_mean,re_M_x_error,re_M_z_mean,re_M_z_error
f32,0.0005025857550359433,0.0005394819958911721,1.7573420055838483e-08,5.65764659501061e-10,0.98094267529279,0.9813738484258723,0.0012798296881718397,6.201031672297753e-06,4.196511335481375e-06,0.31026270286218244,0.47086000404485895
f16,0.0007140109973869939,0.0006437612214836622,8.714585502901385e-05,3.1248421974113203e-06,0.98094267529279,0.9812771393116382,0.0012754788821859595,6.5321552736152e-06,4.420821210658274e-06,0.26258525736982014,0.3860554620311948
bf16,0.0007394887617020757,0.0007357432361317229,0.0011640543923865918,8.007405097388473e-06,0.98094267529279,0.9805779386703977,0.0012247609205115455,6.3525007038937115e-06,3.904031979749475e-06,0.2685326086371893,0.31461383362196194
