dtypes,re_mean,re_error,sigma_mean,sigma_error,acceptance_ref,acceptance_mean,acceptance_error,re_M_x_mean,re_M_x_error,re_M_z_mean,re_M_z_error
f32,0.0006020193043842209,0.0003219955069520301,6.520757381260728e-08,1.0308377850370735e-09,0.9735924252012932,0.9738375784871751,0.0007484623766773327,9.313832390145188e-06,9.414127308208085e-06,0.23418802944317374,0.1966143569442664
f16,0.0006324265653487282,0.000431000597144314,0.00031191614006337515,4.4154592993388125e-06,0.9735924252012932,0.9736995289816396,0.0007285421928532863,8.709109117906596e-06,6.276469298166715e-06,0.4235436670748082,1.2123510756253613
bf16,0.0006789940448572399,0.00035022470484063865,0.004093710546059219,5.593655308592549e-05,0.9735924252012932,0.9726041664681058,0.0007059021100863078,9.57902681599585e-06,5.951227997992765e-06,0.37698665642375034,0.8563497348916608
