Sigmas,RE_e_mean,RE_e_error,RE_heis_mean,RE_heis_error,E_mean,E_error,E_delta_mean,E_delta_error,E_heis_mean,E_heis_error,E_heis_delta_mean,E_heis_delta_error
0.001,1.0687909116669712e-07,5.779160168833159e-08,0.0003513715372558335,0.00025776887738894586,-49.34285918152624,7.729895167752934e-06,-49.342857465594726,7.919021884539157e-06,-20.79864495182354,0.021752382045598585,-20.79766000552026,0.019948469735145608
0.0011497569953977356,1.0086324187104269e-07,6.423283940708257e-08,0.000346107204162783,0.00026464513237677923,-49.34285918152624,7.729895167752934e-06,-49.34285847055749,8.265031053284718e-06,-20.79864495182354,0.021752382045598585,-20.798881335743943,0.020801650525969093
0.0013219411484660286,1.0864504864965515e-07,6.973072011549255e-08,0.000348191849304774,0.00027768185477296747,-49.34285918152624,7.729895167752934e-06,-49.34285726511864,8.787379938742742e-06,-20.79864495182354,0.021752382045598585,-20.796848315445274,0.019284068720171278
0.0015199110829529332,1.115567429932169e-07,6.98549118514968e-08,0.0002839591231093573,0.0002146580240804774,-49.34285918152624,7.729895167752934e-06,-49.34285737711238,9.175086018136286e-06,-20.79864495182354,0.021752382045598585,-20.796881134979763,0.02158442229430348
0.001747528400007683,1.1222697419248635e-07,5.774564173721796e-08,0.00028530613830013603,0.00023798732174909836,-49.34285918152624,7.729895167752934e-06,-49.342858121115306,9.119731429829722e-06,-20.79864495182354,0.021752382045598585,-20.798346219148698,0.020921503493536605
0.002009233002565048,1.3332559932704716e-07,6.511829187124611e-08,0.0003659202674952338,0.0003219196597878352,-49.34285918152624,7.729895167752934e-06,-49.34285838561437,1.0003611631847582e-05,-20.79864495182354,0.021752382045598585,-20.798261021524148,0.02155088137305645
0.0023101297000831605,1.2866610646960712e-07,7.42080676344257e-08,0.0003967295191921015,0.0002507718044273948,-49.34285918152624,7.729895167752934e-06,-49.34285959115311,9.972119888538374e-06,-20.79864495182354,0.021752382045598585,-20.797713088694557,0.022256084175425052
0.0026560877829466868,1.4022983578842326e-07,1.0111736241768522e-07,0.00033997395275784097,0.00028711032827178766,-49.34285918152624,7.729895167752934e-06,-49.34285783588909,9.019562073548979e-06,-20.79864495182354,0.021752382045598585,-20.798120892973728,0.019452408462192382
0.0030538555088334154,1.6469972031100927e-07,8.895995258938965e-08,0.00043118315705656764,0.00029206811662091733,-49.34285918152624,7.729895167752934e-06,-49.34285742227486,9.523553162060113e-06,-20.79864495182354,0.021752382045598585,-20.798375205230045,0.022394138055252477
0.003511191734215131,1.3667497886125354e-07,9.814844828123002e-08,0.0005134057514549664,0.0003011499451332862,-49.34285918152624,7.729895167752934e-06,-49.3428587330546,8.862067292846834e-06,-20.79864495182354,0.021752382045598585,-20.80063338394831,0.018431931074396626
0.004037017258596553,1.627904836312421e-07,1.3275987474799947e-07,0.0005880776583624187,0.00048057628779113085,-49.34285918152624,7.729895167752934e-06,-49.34285851349821,9.51519988066298e-06,-20.79864495182354,0.021752382045598585,-20.801399576310803,0.020745560025851734
0.004641588833612782,1.7051218622995102e-07,9.35425994779442e-08,0.0006467357286230376,0.0005091630566267871,-49.34285918152624,7.729895167752934e-06,-49.34285843739816,9.148069712860841e-06,-20.79864495182354,0.021752382045598585,-20.804257284575847,0.01775735718097081
