Sigmas,RE_e_mean,RE_e_error,RE_heis_mean,RE_heis_error,E_mean,E_error,E_delta_mean,E_delta_error,E_heis_mean,E_heis_error,E_heis_delta_mean,E_heis_delta_error
0.001,1.836032410009937e-07,1.3707035897054986e-07,0.00037011782917331675,0.0002215935628292939,-41.616683298968645,1.2983267125348592e-05,-41.61668168302039,1.1611883339508888e-05,-21.5889781425597,0.016745168780657526,-21.589264346586525,0.014892234583176425
0.0011497569953977356,2.155286480739124e-07,1.1857575111495523e-07,0.00042213997428162763,0.0002620007817688341,-41.616683298968645,1.2983267125348592e-05,-41.61668142378986,1.4790722594851497e-05,-21.5889781425597,0.016745168780657526,-21.58820668790509,0.01567200214974541
0.0013219411484660286,1.757604686740516e-07,1.4315107697536606e-07,0.00036623383517471534,0.0002686439050064699,-41.616683298968645,1.2983267125348592e-05,-41.61668232080919,1.3326943870646429e-05,-21.5889781425597,0.016745168780657526,-21.589883058373594,0.015742881834058836
0.0015199110829529332,1.888217393900818e-07,1.3628482445783126e-07,0.00037087529747226546,0.00027529123218820144,-41.616683298968645,1.2983267125348592e-05,-41.61668481082143,1.165119076760501e-05,-21.5889781425597,0.016745168780657526,-21.59100300630336,0.016991305842733107
0.001747528400007683,1.8617507206495362e-07,1.7191781326640867e-07,0.0003204502113061376,0.00022876766996836152,-41.616683298968645,1.2983267125348592e-05,-41.61668381815813,1.0278519430941407e-05,-21.5889781425597,0.016745168780657526,-21.59142379891471,0.017241033280198513
0.002009233002565048,1.8548909326485907e-07,1.8445984643572693e-07,0.00035868005538309465,0.0003061242361293372,-41.616683298968645,1.2983267125348592e-05,-41.6166838668969,1.1184990774823097e-05,-21.5889781425597,0.016745168780657526,-21.589927826806637,0.01719368368094612
0.0023101297000831605,2.336656344898431e-07,1.590410112458623e-07,0.0005104823742376728,0.00032182663233840754,-41.616683298968645,1.2983267125348592e-05,-41.616683546615135,8.517853108245234e-06,-21.5889781425597,0.016745168780657526,-21.591837081978085,0.015474174888680158
0.0026560877829466868,2.0271076703089502e-07,1.3195188577658908e-07,0.0003545533930816808,0.0002702303368198696,-41.616683298968645,1.2983267125348592e-05,-41.61668254491649,1.0990610913816337e-05,-21.5889781425597,0.016745168780657526,-21.591922152127275,0.013522285116090153
0.0030538555088334154,2.1071950016017254e-07,1.416346886015301e-07,0.00038787295791220674,0.00030294526543540737,-41.616683298968645,1.2983267125348592e-05,-41.6166845703833,1.1482160266205432e-05,-21.5889781425597,0.016745168780657526,-21.59278730715853,0.015338737255038214
0.003511191734215131,1.7234759729319508e-07,1.3750950722918602e-07,0.00038453918609884525,0.00027958639805521966,-41.616683298968645,1.2983267125348592e-05,-41.61668377053566,1.4235796590299645e-05,-21.5889781425597,0.016745168780657526,-21.59255282128826,0.018109626499660827
0.004037017258596553,1.5071325989192902e-07,1.129100585605732e-07,0.0004203564044392226,0.0003477459970184844,-41.616683298968645,1.2983267125348592e-05,-41.61668422755877,1.5410084482993263e-05,-21.5889781425597,0.016745168780657526,-21.593108585470272,0.016791957684616
