Sigmas,RE_e_mean,RE_e_error,RE_heis_mean,RE_heis_error,E_mean,E_error,E_delta_mean,E_delta_error,E_heis_mean,E_heis_error,E_heis_delta_mean,E_heis_delta_error
0.001,5.1717107395630465e-08,3.709602782318869e-08,0.0004972274106344659,0.00037370207359521023,-120.53392415575448,1.0198814445448367e-05,-120.53392818572368,1.047147247787705e-05,-18.057227758665512,0.020530756139296603,-18.06090755118721,0.017341247945510035
0.0011497569953977356,6.513953959863702e-08,3.5095083467196825e-08,0.00041009680722483774,0.00037606322449507216,-120.53392415575448,1.0198814445448367e-05,-120.53392789082417,1.2054390205693322e-05,-18.057227758665512,0.020530756139296603,-18.058248206605402,0.020305081161887947
0.0013219411484660286,7.728929416471313e-08,4.905024348847049e-08,0.0003396296841017559,0.00038950972691072694,-120.53392415575448,1.0198814445448367e-05,-120.53392825553279,1.329777798050937e-05,-18.057227758665512,0.020530756139296603,-18.05643536309352,0.021357987523586565
0.0015199110829529332,7.600630547545106e-08,5.307241577787505e-08,0.0005408248651386505,0.0004817799637670256,-120.53392415575448,1.0198814445448367e-05,-120.53392681804667,1.0987045106525213e-05,-18.057227758665512,0.020530756139296603,-18.054985518213364,0.017009270204784384
0.001747528400007683,6.502351506416725e-08,5.450663429837445e-08,0.0006127826573426583,0.0005351585590462344,-120.53392415575448,1.0198814445448367e-05,-120.53392568958687,1.1207809464846392e-05,-18.057227758665512,0.020530756139296603,-18.05556411195858,0.017977202848506537
0.002009233002565048,7.20616511460017e-08,5.47066132592945e-08,0.0006329231525514384,0.000490397080170575,-120.53392415575448,1.0198814445448367e-05,-120.53392683492146,8.760633960642812e-06,-18.057227758665512,0.020530756139296603,-18.0577994644657,0.02047827351393883
0.0023101297000831605,5.751328328422855e-08,4.758329620334393e-08,0.0006962434941693485,0.0004787797479288461,-120.53392415575448,1.0198814445448367e-05,-120.53392679445929,7.346998267378176e-06,-18.057227758665512,0.020530756139296603,-18.05699667332659,0.017207807244777974
0.0026560877829466868,8.131225562727567e-08,5.345390705355808e-08,0.0006936353667686677,0.0007195053967216355,-120.53392415575448,1.0198814445448367e-05,-120.53392770630944,7.644678424833435e-06,-18.057227758665512,0.020530756139296603,-18.05664162383846,0.016839885872798
0.0030538555088334154,8.116415407890782e-08,5.331660800140647e-08,0.0006284463302353669,0.00051931575324799,-120.53392415575448,1.0198814445448367e-05,-120.53392829697279,6.849273934767042e-06,-18.057227758665512,0.020530756139296603,-18.053289519731447,0.015745403808860317
0.003511191734215131,5.177652513685755e-08,4.3388753201196275e-08,0.0006745194785144831,0.0005022151108073169,-120.53392415575448,1.0198814445448367e-05,-120.53392419639212,1.1443272801326415e-05,-18.057227758665512,0.020530756139296603,-18.056354663595794,0.017461456626708338
0.004037017258596553,7.316595192137024e-08,5.368338295189125e-08,0.0007659615529002965,0.0005826805922755693,-120.53392415575448,1.0198814445448367e-05,-120.53392611114023,8.585201442186418e-06,-18.057227758665512,0.020530756139296603,-18.054482885054608,0.0217816354626781
0.004641588833612782,6.298665474312251e-08,4.3125804338241024e-08,0.000631841752837448,0.0002853054279742875,-120.53392415575448,1.0198814445448367e-05,-120.53392764298121,9.312894595411845e-06,-18.057227758665512,0.020530756139296603,-18.04981928508097,0.01725496198224597
0.005336699231206312,8.353813769946736e-08,5.352597584148109e-08,0.0008608732797382841,0.0007670279991487827,-120.53392415575448,1.0198814445448367e-05,-120.53392838690004,9.023013103865071e-06,-18.057227758665512,0.020530756139296603,-18.053648690414782,0.017778645791246803
0.006135907273413175,9.338129541111723e-08,6.974080210728462e-08,0.0008542122602589648,0.0006111568066568066,-120.53392415575448,1.0198814445448367e-05,-120.53392189729512,8.778265807387595e-06,-18.057227758665512,0.020530756139296603,-18.057602278656702,0.021291313339155807
