E_delta_error,E_delta_mean,E_error,E_heis_delta_error,E_heis_delta_mean,E_heis_error,E_heis_mean,E_mean,RE_e_error,RE_e_mean,RE_heis_error,RE_heis_mean,Sigmas,re_e_error,re_e_mean,re_heis_error,re_heis_mean,sigma
5.072504129938638e-05,-26.75123580311017,3.935537537748657e-05,0.011566628766373339,-23.90831184148166,0.013367168978077482,-23.892712077695787,-26.75104841628134,2.4860277631506173e-06,7.004842929499856e-06,0.0004658786634909885,0.0007941993835829442,0.4641588833612782,,,,,
3.461001344894179e-05,-26.751236730528074,3.935537537748657e-05,0.01458605483925635,-23.912739872012498,0.013367168978077482,-23.892712077695787,-26.75104841628134,2.2151442471444376e-06,7.039511722968646e-06,0.0007605903030219525,0.0009070078964059286,0.5336699231206312,,,,,
5.739137018510969e-05,-26.75123720753358,3.935537537748657e-05,0.016848320254997877,-23.9113883529645,0.013367168978077482,-23.892712077695787,-26.75104841628134,2.5784510447593373e-06,7.05734241199876e-06,0.0007970762530314931,0.001017516885060475,0.6135907273413176,,,,,
5.9629475796241715e-05,-26.751215244709158,3.935537537748657e-05,0.022875194541724205,-23.889643469717022,0.013367168978077482,-23.892712077695787,-26.75104841628134,2.8353049089067206e-06,6.236334936978557e-06,0.0006317889066733441,0.0009825310113484396,0.7054802310718645,,,,,
8.839434943427199e-05,-26.7511014561428,3.935537537748657e-05,0.03580453794328155,-23.86159791107312,0.013367168978077482,-23.892712077695787,-26.75104841628134,2.7627193712573493e-06,3.6392764215800125e-06,0.0009440523117715569,0.001697773444139767,0.8111308307896873,,,,,
0.0001611457647218905,-26.75095589838461,3.935537537748657e-05,0.04790081231846113,-23.83934058819477,0.013367168978077482,-23.892712077695787,-26.75104841628134,3.540802563858225e-06,6.0699346895296455e-06,0.0015375408434407092,0.0027119615527212426,0.9326033468832199,,,,,
0.00015519217112882006,-26.750607905740804,3.935537537748657e-05,0.0689773430653168,-23.771985366615816,0.013367168978077482,-23.892712077695787,-26.75104841628134,5.572398966663542e-06,1.6467038583281247e-05,0.0029078796213492636,0.005102575865482075,1.072267222010323,,,,,
0.00033821014103020854,-26.75015274913455,3.935537537748657e-05,0.1384772639480654,-23.76382067493574,0.013367168978077482,-23.892712077695787,-26.75104841628134,1.2839034555514546e-05,3.3481568163155995e-05,0.00409972913905666,0.006803809331099571,1.232846739442066,,,,,
0.0006534037482626133,-26.749308062199425,3.935537537748657e-05,0.3193395592122264,-23.813282296633897,0.013367168978077482,-23.892712077695787,-26.75104841628134,2.469409857647236e-05,6.50574081923346e-05,0.007604469843439365,0.011616069218065652,1.4174741629268048,,,,,
0.00140637320211914,-26.74845657552109,3.935537537748657e-05,0.3344814430853942,-23.609210854152582,0.013367168978077482,-23.892712077695787,-26.75104841628134,5.2694010514335016e-05,9.694422664993767e-05,0.010553948173217967,0.015088321857616039,1.629750834620645,,,,,
0.0018974909593156878,-26.7480771356003,3.935537537748657e-05,0.5374368514188893,-23.253942239572353,0.013367168978077482,-23.892712077695787,-26.75104841628134,7.106856716308545e-05,0.00011107154924524132,0.019395948629832724,0.029007432850479315,1.873817422860385,,,,,
0.0017583402883068003,-26.747414293662523,3.935537537748657e-05,0.6295527224005386,-23.11263868139394,0.013367168978077482,-23.892712077695787,-26.75104841628134,6.48697593017506e-05,0.00013584978187646004,0.025412283412840093,0.033530655557312786,2.1544346900318843,,,,,
0.0032650768717357743,-26.747675520273095,3.935537537748657e-05,1.0256612799592872,-22.329440061840195,0.013367168978077482,-23.892712077695787,-26.75104841628134,9.265727546284458e-05,0.00014934586716034115,0.043028441392412436,0.06542422554427385,2.4770763559917115,,,,,
0.002484966951666833,-26.748203782281763,3.935537537748657e-05,1.3127553914126544,-22.70324986145418,0.013367168978077482,-23.892712077695787,-26.75104841628134,8.341652663342176e-05,0.0001141044988278314,0.04578405387971189,0.05822147705190274,2.848035868435802,,,,,
0.004264130781655095,-26.750019296087913,3.935537537748657e-05,1.2704113516310547,-22.01950551750431,0.013367168978077482,-23.892712077695787,-26.75104841628134,9.640313625466303e-05,0.00013272310015153454,0.05243724161735909,0.07882650999312571,3.274549162877728,,,,,
0.004035583231549971,-26.751240839369576,3.935537537748657e-05,1.0893743442548462,-21.584921847320494,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00010558652373736736,0.00010794822566433617,0.043732709531412464,0.09752159201690998,3.7649358067924674,,,,,
0.003351987651171768,-26.750912342134956,3.935537537748657e-05,1.5348563157524184,-21.367258128499195,0.013367168978077482,-23.892712077695787,-26.75104841628134,7.954291824869909e-05,9.787639901945738e-05,0.06422025006424946,0.10570150054617529,4.328761281083062,,,,,
0.0036602703642175305,-26.75078108951418,3.935537537748657e-05,1.3277024219543432,-21.290243130493426,0.013367168978077482,-23.892712077695787,-26.75104841628134,8.831816801794998e-05,0.00010535227649997208,0.05570150795327302,0.10891477775476321,4.9770235643321135,,,,,
0.004219716602293327,-26.750345579160317,3.935537537748657e-05,1.2621794500498056,-21.240268589300506,0.013367168978077482,-23.892712077695787,-26.75104841628134,8.380651802864354e-05,0.00013589114825580617,0.05292814299974264,0.11100893405466769,5.72236765935022,,,,,
0.004003335438336238,-26.7505044055668,3.935537537748657e-05,1.3583254039410715,-20.65666912106614,0.013367168978077482,-23.892712077695787,-26.75104841628134,7.228098130607815e-05,0.0001323396863261394,0.05686932269961692,0.13543986412840056,6.5793322465756825,,,,,
0.003960056345355084,-26.750568362699454,3.935537537748657e-05,1.5202083549718624,-20.029261509150533,0.013367168978077482,-23.892712077695787,-26.75104841628134,9.059913964999763e-05,0.00011902368420002968,0.06359933573516627,0.1617018214343133,7.56463327554629,,,,,
0.004639877886308154,-26.75103013985073,3.935537537748657e-05,1.4204984753152339,-19.401168663197186,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00010838202550273113,0.00013586123868238265,0.059507953480029976,0.18798422424519484,8.697490026177835,,,,,
0.005872205045302651,-26.751434634349852,3.935537537748657e-05,1.4409655136277326,-19.2512787704001,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00012725788242662402,0.00017977761383905874,0.06035874034181135,0.1942578070900761,10.0,,,,,
0.006022888517243762,-26.75131570918949,3.935537537748657e-05,1.7869560395368795,-19.100442787388044,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00014851056974801987,0.00016966473131244981,0.07475433603699935,0.20057770445625783,11.497569953977356,,,,,
0.005874445188436416,-26.751043270291927,3.935537537748657e-05,1.4827646773017233,-18.905374333869084,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00014403354016069813,0.000165888033473807,0.06202197160694777,0.2087419854027286,13.219411484660288,,,,,
0.0061543210404605125,-26.75174943824033,3.935537537748657e-05,1.4606625702946674,-18.90792871701639,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.0001374739377293935,0.00018652478056883595,0.061091256671105355,0.20863557095785246,15.199110829529332,,,,,
0.0062156267577716615,-26.751980813201225,3.935537537748657e-05,1.6487820453019788,-18.956097235041433,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00014213058679635787,0.00018744743533540323,0.06896563171977783,0.20662071914647778,17.47528400007683,,,,,
0.006621074042326942,-26.751544947901344,3.935537537748657e-05,1.6609361809729666,-19.042375331700335,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00013581933515806536,0.00020823218513478268,0.06946375806622732,0.20301030759616845,20.09233002565046,,,,,
0.006191201284752593,-26.751812864327782,3.935537537748657e-05,1.6803587846967276,-18.906014174172554,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00013242918220212794,0.00019238854062431215,0.07027214767591829,0.208717984933025,23.10129700083158,,,,,
0.006516603710543975,-26.751771553629595,3.935537537748657e-05,1.676652995884743,-18.735661141349915,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00013616913648812216,0.0002041983340912712,0.07007551420283498,0.2158510566371084,26.560877829466893,,,,,
0.0069193037796510546,-26.75203327742617,3.935537537748657e-05,1.791172095031038,-18.598983025932306,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00015070981718888347,0.0002137474841503523,0.07487469281077838,0.22157152651612325,30.538555088334185,,,,,
0.0066962771307191755,-26.751540076527938,3.935537537748657e-05,1.7681716340405231,-18.52443566915337,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00014656726714729447,0.00020400411080511634,0.07396215241826747,0.2246873739438054,35.111917342151344,,,,,
0.0065681213465122,-26.751524971601903,3.935537537748657e-05,1.806758259999436,-18.527046669373842,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00014314442309235607,0.0002005348608471833,0.0755447813828677,0.2245809599843871,40.37017258596558,,,,,
0.0064220801859833565,-26.751525780802005,3.935537537748657e-05,1.7223548690862485,-18.611102336400872,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.0001351026468750637,0.00019952828662659047,0.07202894213443173,0.22106111833651867,46.41588833612782,,,,,
0.006486135716718542,-26.75152707917922,3.935537537748657e-05,1.7676910814936013,-18.667159903782604,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00013957004815674706,0.00019931040205126786,0.07394161567206624,0.2187144678980279,53.366992312063125,,,,,
0.007075081241771638,-26.750994311427736,3.935537537748657e-05,1.8417313623081744,-18.626215381759096,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.0001476899340565264,0.0002198208403640795,0.07702503334566174,0.22042997429794994,61.35907273413176,,,,,
0.006700809600185351,-26.75101205364167,3.935537537748657e-05,1.842561567606864,-18.66046043373843,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.0001422196863964221,0.00020668818106279189,0.07707141609941383,0.21899544190897458,70.54802310718645,,,,,
0.006862886587592057,-26.751149385312733,3.935537537748657e-05,1.8920043935953104,-18.614389806497755,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00014429578503961498,0.00021268822121537002,0.07914138828418227,0.22092377949862377,81.11308307896873,,,,,
0.006870986375650931,-26.75053803936757,3.935537537748657e-05,1.8375517375688366,-18.58462210951588,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00013945106624273487,0.0002170787123057526,0.07687099129977844,0.22216892400361452,93.26033468832199,,,,,
0.006686075452694637,-26.75044737636737,3.935537537748657e-05,1.7969893670553414,-18.620868799952415,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00012326539673851303,0.00021915242868277175,0.07519127850423207,0.22064988163170857,107.22672220103232,,,,,
0.006566688750539484,-26.75042366208688,3.935537537748657e-05,1.7876137842045072,-18.610624858208762,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.0001231505620706728,0.00021415578985193069,0.0747979269869369,0.22107872193721714,123.28467394420659,,,,,
0.006465480309383792,-26.750449815086853,3.935537537748657e-05,1.823404798593776,-18.566456555093854,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.000130339813676478,0.0002052680799858872,0.07628865921902732,0.22292805269985366,141.74741629268047,,,,,
0.006502809884463107,-26.750483557470254,3.935537537748657e-05,1.8768580383792983,-18.541739039156155,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.0001315386264076037,0.00020601848634130385,0.07851456700974796,0.22396409544650236,162.97508346206433,,,,,
0.00625894201868023,-26.75049945352377,3.935537537748657e-05,1.839619003514083,-18.587875127806655,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.0001263443104820231,0.0001985366870851636,0.0769570216289501,0.2220327407436551,187.3817422860383,,,,,
0.006325881179470256,-26.750591128590845,3.935537537748657e-05,1.8318530223441734,-18.560152107393826,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00012567349257639444,0.00020160857828715475,0.07663782512924713,0.22319248537325648,215.44346900318865,,,,,
0.006660707123218994,-26.750800914039615,3.935537537748657e-05,1.8673121486736926,-18.483948613917157,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00013442724767190827,0.00021037597802022094,0.07812737470690038,0.22638157056670885,247.7076355991714,,,,,
0.006392727204523666,-26.750793360912844,3.935537537748657e-05,1.7903457776816611,-18.540247531672264,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00012261496517621903,0.00020600784412460785,0.07492149638589526,0.2240230818021857,284.8035868435805,,,,,
0.006378369232071945,-26.750776582752565,3.935537537748657e-05,1.829827838835171,-18.522076167233713,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00012278174132919234,0.0002053005332907875,0.0765586728353483,0.22478545182757287,327.4549162877732,,,,,
0.006208235603142691,-26.750860660265523,3.935537537748657e-05,1.885321989636053,-18.482986438356807,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00011873485597722145,0.00020021581378355924,0.07889957236862707,0.2264199287660087,376.49358067924715,,,,,
0.006598217926067997,-26.751206251257646,3.935537537748657e-05,1.9037076073843475,-18.41505494575487,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00013883511610481507,0.0002045933617905576,0.07966460973123164,0.229263765178256,432.87612810830615,,,,,
0.006581493261089125,-26.75125047165263,3.935537537748657e-05,1.9105781647675233,-18.390551295247274,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00014020749916042474,0.0002029381960733019,0.07995153874887098,0.23028940511423274,497.7023564332114,,,,,
0.006572976740606925,-26.751282438791094,3.935537537748657e-05,1.9192334707582164,-18.372847305576936,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.000141419670209358,0.00020174557086174652,0.08031339181957192,0.2310304342000824,572.236765935022,,,,,
0.006362834843534265,-26.751070007484106,3.935537537748657e-05,1.8406944480082132,-18.416771457299273,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00013615767148542426,0.00019568615441180014,0.07703791118741292,0.2291903460600308,657.9332246575682,,,,,
0.006354412060607262,-26.751063017749622,3.935537537748657e-05,1.848360180165625,-18.404684852320127,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.0001359786656496254,0.00019542299378099578,0.07736106041525372,0.22969595037139062,756.463327554629,,,,,
0.006245216499404433,-26.750968224349702,3.935537537748657e-05,1.8374541170961793,-18.42885646913996,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00013392002685613382,0.00019187944707991768,0.0769071163350557,0.228684003198385,869.7490026177834,,,,,
0.006245216499404433,-26.750968224349702,3.935537537748657e-05,1.8374541170961793,-18.42885646913996,0.013367168978077482,-23.892712077695787,-26.75104841628134,0.00013392002685613382,0.00019187944707991768,0.0769071163350557,0.228684003198385,1000.0,,,,,
