E_delta_error,E_delta_mean,E_error,E_heis_delta_error,E_heis_delta_mean,E_heis_error,E_heis_mean,E_mean,RE_e_error,RE_e_mean,RE_heis_error,RE_heis_mean,Sigmas,re_e_error,re_e_mean,re_heis_error,re_heis_mean,sigma
9.603877615686906e-05,-17.016607018144946,9.499288864379997e-05,0.025684066643101373,-17.06344952728434,0.025782578152830523,-17.064206228760234,-17.016605614805965,2.520566353816192e-07,3.438681744853417e-07,5.775303621892761e-05,7.936888120250601e-05,0.001,,,,,
9.545689801629806e-05,-17.016606850060214,9.499288864379997e-05,0.025747392459401778,-17.063404911951487,0.025782578152830523,-17.064206228760234,-17.016605614805965,2.5913728873532856e-07,3.308516212624582e-07,6.203306103228188e-05,9.466708767095049e-05,0.0011497569953977356,,,,,
9.619619093501263e-05,-17.016608203889515,9.499288864379997e-05,0.025629999503892595,-17.06328497095884,0.025782578152830523,-17.064206228760234,-17.016605614805965,3.136719894624953e-07,3.7473057895373374e-07,6.67584011093662e-05,9.700709168667244e-05,0.0013219411484660286,,,,,
9.595701247705893e-05,-17.016608250728826,9.499288864379997e-05,0.02568549279143628,-17.063277106328883,0.025782578152830523,-17.064206228760234,-17.016605614805965,3.2376175197833706e-07,3.8280380633705273e-07,7.045391732178892e-05,0.0001228307110765024,0.0015199110829529332,,,,,
9.547991125333701e-05,-17.016608399129623,9.499288864379997e-05,0.02556893785730325,-17.062894502520432,0.025782578152830523,-17.064206228760234,-17.016605614805965,3.539496473579988e-07,3.864563868225633e-07,6.964921005181622e-05,0.0001227144559250362,0.001747528400007683,,,,,
9.54659344151378e-05,-17.01660959974344,9.499288864379997e-05,0.025366725920920114,-17.062517669548942,0.025782578152830523,-17.064206228760234,-17.016605614805965,3.574948858251414e-07,3.919020487141615e-07,8.091004329643127e-05,0.000136421593033652,0.002009233002565048,,,,,
9.512428497704803e-05,-17.016607458503447,9.499288864379997e-05,0.025578892070861805,-17.062662168880777,0.025782578152830523,-17.064206228760234,-17.016605614805965,3.0069527373344026e-07,3.2191636971326985e-07,9.330360049720048e-05,0.00013606563075674246,0.0023101297000831605,,,,,
9.550743929860015e-05,-17.016608068571934,9.499288864379997e-05,0.026032006668323927,-17.062414944718746,0.025782578152830523,-17.064206228760234,-17.016605614805965,3.293103151431968e-07,4.3673514860741295e-07,0.00010677791616103541,0.00016013042382341796,0.0026560877829466868,,,,,
9.614189138735626e-05,-17.016608561120584,9.499288864379997e-05,0.02611544737240072,-17.061912269460418,0.025782578152830523,-17.064206228760234,-17.016605614805965,3.845993709729644e-07,4.796732653778969e-07,0.00012819757731448407,0.00017810663529819784,0.0030538555088334154,,,,,
9.693320673923556e-05,-17.016607512435552,9.499288864379997e-05,0.026192717572659896,-17.061953942252703,0.025782578152830523,-17.064206228760234,-17.016605614805965,3.9219979282275277e-07,5.095204427099095e-07,0.0001250948099460063,0.00016783180072983128,0.003511191734215131,,,,,
9.63195556111479e-05,-17.0166079716226,9.499288864379997e-05,0.026094214215739438,-17.062245021595135,0.025782578152830523,-17.064206228760234,-17.016605614805965,3.971861331008862e-07,4.3974598077959243e-07,9.537223736130247e-05,0.00017017615137044517,0.004037017258596553,,,,,
9.757596961276174e-05,-17.016608035964968,9.499288864379997e-05,0.02578805091858773,-17.062190522451374,0.025782578152830523,-17.064206228760234,-17.016605614805965,4.554454820077275e-07,5.164552875418054e-07,0.00011127958713961953,0.00017508683281421635,0.004641588833612782,,,,,
9.691104299380213e-05,-17.016608837461977,9.499288864379997e-05,0.026100903687968233,-17.061688945172964,0.025782578152830523,-17.064206228760234,-17.016605614805965,5.629919729733288e-07,5.864276776518682e-07,0.00013346714143346562,0.00021665573442992956,0.005336699231206312,,,,,
9.645320053199309e-05,-17.016607315051317,9.499288864379997e-05,0.025340912532707035,-17.060976328329502,0.025782578152830523,-17.064206228760234,-17.016605614805965,5.41732394755338e-07,6.168749227094121e-07,0.00017416625406529,0.00021860512814540772,0.006135907273413175,,,,,
9.490265070591171e-05,-17.016608541068493,9.499288864379997e-05,0.025421078942782373,-17.059772362618762,0.025782578152830523,-17.064206228760234,-17.016605614805965,6.910503531207695e-07,6.324397354580622e-07,0.00018568862177703512,0.0002958667842650043,0.007054802310718645,,,,,
9.618449677901444e-05,-17.016609450839002,9.499288864379997e-05,0.02562471555598043,-17.059834571598735,0.025782578152830523,-17.064206228760234,-17.016605614805965,8.335553683941697e-07,7.013814128859925e-07,0.00017668806273173779,0.0003026909074471657,0.008111308307896872,,,,,
9.27501179769488e-05,-17.01661070746245,9.499288864379997e-05,0.02572715910564834,-17.058988652197964,0.025782578152830523,-17.064206228760234,-17.016605614805965,8.806344899500105e-07,7.791303774404979e-07,0.00022462626833393159,0.0003494943955464908,0.0093260334688322,,,,,
9.208011477350073e-05,-17.01661015051898,9.499288864379997e-05,0.024895960144293683,-17.058369078593373,0.025782578152830523,-17.064206228760234,-17.016605614805965,6.593603185421902e-07,8.228652144471641e-07,0.00022771393554903884,0.0003745924402467049,0.010722672220103232,,,,,
9.022087276704402e-05,-17.016613639430798,9.499288864379997e-05,0.023895481131019084,-17.057925252863726,0.025782578152830523,-17.064206228760234,-17.016605614805965,5.112999027904782e-07,8.8223127943461e-07,0.00026875656522850076,0.0004053669054010421,0.012328467394420659,,,,,
9.01732116557421e-05,-17.016610515310134,9.499288864379997e-05,0.02443675483291795,-17.05746260284032,0.025782578152830523,-17.064206228760234,-17.016605614805965,5.672567324821587e-07,9.937042238395677e-07,0.0002630232044961001,0.00044052107570984793,0.014174741629268055,,,,,
8.526635612080668e-05,-17.01660570788965,9.499288864379997e-05,0.02440996845529584,-17.05646099122548,0.025782578152830523,-17.064206228760234,-17.016605614805965,6.601285868186009e-07,9.479146647489206e-07,0.0002796102653896203,0.0004774328616183564,0.016297508346206444,,,,,
8.769030980667324e-05,-17.01660299013188,9.499288864379997e-05,0.024872522453971035,-17.054789167539862,0.025782578152830523,-17.064206228760234,-17.016605614805965,6.993409404352131e-07,1.123492421076073e-06,0.00031197870893780183,0.0005517338680953316,0.01873817422860384,,,,,
