Sigmas,RE_e_mean,RE_e_error,RE_heis_mean,RE_heis_error,E_mean,E_error,E_delta_mean,E_delta_error,E_heis_mean,E_heis_error,E_heis_delta_mean,E_heis_delta_error
0.001,3.6131606621118476e-08,2.4765900966554348e-08,0.0005356373771706043,0.0005034756360042322,-136.4709977133363,5.835251471726767e-06,-136.47099666292848,5.342931581444102e-06,-17.813723539941943,0.013291325879938504,-17.814027201296007,0.01509645454618805
0.0011497569953977356,3.765431700637482e-08,2.27898701223974e-08,0.0006269119149311765,0.00046368992288592245,-136.4709977133363,5.835251471726767e-06,-136.4709967796813,4.596205946623938e-06,-17.813723539941943,0.013291325879938504,-17.815293166762647,0.014988356592314891
0.0013219411484660286,3.6194954656858764e-08,2.238542105907465e-08,0.000570731630563054,0.00048385928711550135,-136.4709977133363,5.835251471726767e-06,-136.47099629822998,4.155866506410589e-06,-17.813723539941943,0.013291325879938504,-17.815957048807636,0.016109152311168457
0.0015199110829529332,3.894015169411139e-08,3.30282479447035e-08,0.0005588483922519578,0.0005384339428608133,-136.4709977133363,5.835251471726767e-06,-136.47099707913316,5.201178664693113e-06,-17.813723539941943,0.013291325879938504,-17.816805621267946,0.013876947205320945
0.001747528400007683,4.4246643150466484e-08,4.027847460755652e-08,0.0005512429695544139,0.000379018584972913,-136.4709977133363,5.835251471726767e-06,-136.47099797204461,5.759317317974269e-06,-17.813723539941943,0.013291325879938504,-17.81492873947112,0.013664084601107062
0.002009233002565048,4.646858755924938e-08,3.2982642403144276e-08,0.0006784810946099419,0.00041801995861865657,-136.4709977133363,5.835251471726767e-06,-136.47099765520062,4.784561343640296e-06,-17.813723539941943,0.013291325879938504,-17.815490744715273,0.01618535388125878
0.0023101297000831605,4.167798483860356e-08,3.1047686012628474e-08,0.0008391419749356317,0.0006317528359346152,-136.4709977133363,5.835251471726767e-06,-136.4709972018105,5.597748755215324e-06,-17.813723539941943,0.013291325879938504,-17.817055440337473,0.022114807351895426
0.0026560877829466868,4.168288104619454e-08,4.552586340524244e-08,0.0007011874493463713,0.0005048492826807863,-136.4709977133363,5.835251471726767e-06,-136.47099446865263,5.83048308086002e-06,-17.813723539941943,0.013291325879938504,-17.816976142175125,0.018257650917448784
0.0030538555088334154,4.495369047208507e-08,3.659034064883577e-08,0.0006911269275427728,0.0006629225527685863,-136.4709977133363,5.835251471726767e-06,-136.47099585161175,5.098674492080538e-06,-17.813723539941943,0.013291325879938504,-17.819545755319535,0.019624935434277888
0.003511191734215131,4.886928342283205e-08,3.7967485434310913e-08,0.0009210001884689527,0.0005720258042314681,-136.4709977133363,5.835251471726767e-06,-136.47099686824845,5.992353501833037e-06,-17.813723539941943,0.013291325879938504,-17.818906683950566,0.016823458072413564
0.004037017258596553,4.3224501844777406e-08,2.9988749225360045e-08,0.0009532174642927899,0.0006213090350892433,-136.4709977133363,5.835251471726767e-06,-136.47099541213726,4.535647352014822e-06,-17.813723539941943,0.013291325879938504,-17.819893183188434,0.020408638298369267
0.004641588833612782,5.288689865419774e-08,3.800896357984854e-08,0.0007175293255988436,0.00044868068375141906,-136.4709977133363,5.835251471726767e-06,-136.47099558602247,6.200442117727878e-06,-17.813723539941943,0.013291325879938504,-17.82024283421402,0.016322130417050645
0.005336699231206312,3.7663487724119325e-08,3.0826983329185756e-08,0.0006510776036733557,0.0004258829358792666,-136.4709977133363,5.835251471726767e-06,-136.47099903549574,6.001558788654844e-06,-17.813723539941943,0.013291325879938504,-17.816552128268107,0.015845938932109418
0.006135907273413175,3.68978157667577e-08,3.0276754191622055e-08,0.0009782481368640567,0.0007398211393317172,-136.4709977133363,5.835251471726767e-06,-136.4709992261245,5.214435360653414e-06,-17.813723539941943,0.013291325879938504,-17.81936390167923,0.022192907342089622
0.007054802310718645,4.0973195735385255e-08,3.009289304137346e-08,0.0010549689754905122,0.0006620312712969474,-136.4709977133363,5.835251471726767e-06,-136.4709972076087,7.68299254219864e-06,-17.813723539941943,0.013291325879938504,-17.81243188903984,0.02320155634875377
0.008111308307896872,6.030344906281849e-08,3.259939184877532e-08,0.0010878896604014023,0.0006917164258603898,-136.4709977133363,5.835251471726767e-06,-136.47099691933275,7.128319418348492e-06,-17.813723539941943,0.013291325879938504,-17.817515020727214,0.021168391890244793
0.0093260334688322,3.8381965738044237e-08,3.6562222118266834e-08,0.0009755794413398482,0.0007424308842241306,-136.4709977133363,5.835251471726767e-06,-136.4709978302754,5.371127355335719e-06,-17.813723539941943,0.013291325879938504,-17.815735367538327,0.021411409455075442
0.010722672220103232,4.6877104900898046e-08,4.626052420038237e-08,0.0006674097750511417,0.0006383143642204304,-136.4709977133363,5.835251471726767e-06,-136.4709972809284,7.267519941125875e-06,-17.813723539941943,0.013291325879938504,-17.813506049570485,0.016304596641274125
0.012328467394420659,5.558070056922118e-08,4.6374569141606824e-08,0.0010999604616197417,0.0007431585296052818,-136.4709977133363,5.835251471726767e-06,-136.47100034264415,7.22388443157364e-06,-17.813723539941943,0.013291325879938504,-17.818556414259554,0.022075205580100035
0.014174741629268055,4.250739719612377e-08,3.451278947761315e-08,0.000890084129894079,0.000589439965094079,-136.4709977133363,5.835251471726767e-06,-136.4709969996514,5.382399896188711e-06,-17.813723539941943,0.013291325879938504,-17.82158255760017,0.013032596061310096
