Sigmas,RE_e_mean,RE_e_error,RE_heis_mean,RE_heis_error,E_mean,E_error,E_delta_mean,E_delta_error,E_heis_mean,E_heis_error,E_heis_delta_mean,E_heis_delta_error
0.001,4.174567447803465e-08,2.5121057027066973e-08,0.0006200632996312151,0.00043990823742094974,-144.44478871114114,8.095581665915242e-06,-144.44479072551968,7.007601725700671e-06,-17.72572642440154,0.021277570788178792,-17.72712273467871,0.018710269123933643
0.0011497569953977356,4.509742049733072e-08,3.618567253435696e-08,0.0006668388278098934,0.0004881661063126269,-144.44478871114114,8.095581665915242e-06,-144.44479002778354,8.225746201425237e-06,-17.72572642440154,0.021277570788178792,-17.724555669444307,0.018599281177131274
0.0013219411484660286,5.05917837218003e-08,2.9470582551760384e-08,0.0005150932735642204,0.0004426731967948559,-144.44478871114114,8.095581665915242e-06,-144.44478879043734,8.303584441227613e-06,-17.72572642440154,0.021277570788178792,-17.724722247224342,0.01726190279243711
0.0015199110829529332,5.1055752972131095e-08,4.701351493770595e-08,0.0005417347471003371,0.00042890964237781635,-144.44478871114114,8.095581665915242e-06,-144.44478662000876,9.025050600924198e-06,-17.72572642440154,0.021277570788178792,-17.72262948788607,0.01902445083608382
0.001747528400007683,5.295791187358757e-08,3.012256149837095e-08,0.0006718089227834181,0.00048803738106413557,-144.44478871114114,8.095581665915242e-06,-144.4447867515084,6.557376581114894e-06,-17.72572642440154,0.021277570788178792,-17.71991747148363,0.02147321578478794
0.002009233002565048,4.066483321455228e-08,2.6316468252221152e-08,0.000538111998424833,0.0004401880232270677,-144.44478871114114,8.095581665915242e-06,-144.44478496231721,7.383075935033093e-06,-17.72572642440154,0.021277570788178792,-17.722630067813764,0.01608874671765802
0.0023101297000831605,4.954123942980975e-08,3.813615541692746e-08,0.0006838163144387399,0.0004917811539335436,-144.44478871114114,8.095581665915242e-06,-144.44478759096717,7.2803667773636176e-06,-17.72572642440154,0.021277570788178792,-17.72477761292003,0.016953096567202456
0.0026560877829466868,6.013947643155683e-08,5.213569279961944e-08,0.0009152429891560723,0.0007907488289378764,-144.44478871114114,8.095581665915242e-06,-144.44478407351158,6.339611618322819e-06,-17.72572642440154,0.021277570788178792,-17.72472329361232,0.024328176363035386
0.0030538555088334154,6.121253407214599e-08,4.5985424671834896e-08,0.0007700894755401122,0.0006052209191185811,-144.44478871114114,8.095581665915242e-06,-144.4447897577945,8.189715203098861e-06,-17.72572642440154,0.021277570788178792,-17.728063921520143,0.02034877090322099
0.003511191734215131,5.71678513390609e-08,3.7988971370593886e-08,0.000849428802723394,0.00045989680837617194,-144.44478871114114,8.095581665915242e-06,-144.44478941531656,7.629927096248427e-06,-17.72572642440154,0.021277570788178792,-17.72297383878982,0.01654067341359783
