dtypes,E_mean_ref,E_error_ref,E_mean_delta,E_error_delta,z
f32,-8.000731389098311,0.011827524054724465,-8.000762325787633,0.011024702693426727,0.0019133525248464275
f16,-8.000731389098311,0.011827524054724465,-7.997747524815738,0.011023231972258742,0.18530456531669307
bf16,-8.000731389098311,0.011827524054724465,-8.00500615834945,0.011058496257858333,0.29216378932062864
