dtypes,E_mean_ref,E_error_ref,E_mean_delta,E_error_delta,z
f32,-21.548930376267545,0.0004014918912225217,-21.54907458084763,0.00039436309778759676,0.2548320095919106
f16,-21.548930376267545,0.0004014918912225217,-21.549108809481297,0.00039265088214651304,0.38575725889805296
bf16,-21.548930376267545,0.0004014918912225217,-21.549384370090046,0.0003987817209903674,0.9527107237034964
