dtypes,E_mean_ref,E_error_ref,E_mean_delta,E_error_delta,z
f32,-6.003289125109395,0.009663111462898687,-6.003227894668489,0.009578988565803413,0.004542450997915378
f16,-6.003289125109395,0.009663111462898687,-6.0038828843434775,0.009585659635529823,0.04890439473004056
bf16,-6.003289125109395,0.009663111462898687,-6.002404126013756,0.009581257846727661,0.20936626822921053
