dtypes,E_mean_ref,E_error_ref,E_mean_delta,E_error_delta
f32,-5.98645717997731,0.00970914234397178,-5.986334506137567,0.009559665961845392
f16,-5.98645717997731,0.00970914234397178,-5.997590755184999,0.009554674363093398
bf16,-5.98645717997731,0.00970914234397178,-5.993247486468267,0.009577969278525085
