dtypes,E_mean_ref,E_error_ref,E_mean_delta,E_error_delta
f32,-63.98724478438616,0.031809433411265645,-63.984829146605534,0.03133831164447361
f16,-63.98724478438616,0.031809433411265645,-63.97799436442682,0.03131154028035468
bf16,-63.98724478438616,0.031809433411265645,-63.97790240421541,0.03130091317434878
