dtypes,E_mean_ref,E_error_ref,E_mean_delta,E_error_delta
f32,-16.00459266266561,0.016459060779994143,-16.00459266266561,0.015636444354590523
f16,-16.00459266266561,0.016459060779994143,-15.988494941992235,0.015621305575087266
bf16,-16.00459266266561,0.016459060779994143,-16.02570752461806,0.01561864420517376
