dtypes,E_mean_ref,E_error_ref,E_mean_delta,E_error_delta
f32,-12.755661630778821,0.0006081658508082464,-12.755653293385084,0.00039374374960865797
f16,-12.755661630778821,0.0006081658508082464,-12.755518340303695,0.0003954606961486343
bf16,-12.755661630778821,0.0006081658508082464,-12.755290754609902,0.0003964815912062502
