dtypes,E_mean_ref,E_error_ref,E_mean_delta,E_error_delta
f32,-226.1725881706609,0.06218523765759198,-226.21757512466795,0.006563799063060086
f16,-226.1725881706609,0.06218523765759198,-225.97961625402903,0.010758130936248812
bf16,-226.1725881706609,0.06218523765759198,-226.1359490062224,0.0068386832605922526
