dtypes,E_mean_ref,E_error_ref,E_mean_delta,E_error_delta
f32,-32.00290954672378,0.02312562841775253,-32.00195949951942,0.022111024687750464
f16,-32.00290954672378,0.02312562841775253,-31.995668017610665,0.022053784391627588
bf16,-32.00290954672378,0.02312562841775253,-31.96552595288829,0.022129039128128292
