dtypes,E_mean_ref,E_error_ref,E_mean_delta,E_error_delta
f32,-56.80934435270238,0.0012903142561822003,-56.80932794459545,0.0012248299221563714
f16,-56.80934435270238,0.0012903142561822003,-56.8062195080563,0.0012392641158367357
bf16,-56.80934435270238,0.0012903142561822003,-56.80585929415404,0.0011984925504813166
