dtypes,E_mean_ref,E_error_ref,E_mean_delta,E_error_delta
f32,-136.1238440574207,0.0007230493276307142,-136.1238514228308,0.0006953749667260031
f16,-136.1238440574207,0.0007230493276307142,-136.1244447701924,0.000694617255919293
bf16,-136.1238440574207,0.0007230493276307142,-136.12136898449648,0.0006530244771463523
