dtypes,E_mean_ref,E_error_ref,E_mean_delta,E_error_delta
f32,-7.997706822411831,0.01049882599445774,-7.997676633893467,0.011029794157152585
f16,-7.997706822411831,0.01049882599445774,-8.007770979944457,0.011022022397918094
bf16,-7.997706822411831,0.01049882599445774,-7.98701947652903,0.011052913849165678
