dtypes,E_mean_ref,E_error_ref,E_mean_delta,E_error_delta
f32,-68.06639093674897,0.0002410428940520074,-68.06639076697644,0.00023972142971724435
f16,-68.06639093674897,0.0002410428940520074,-68.06643164913726,0.00023970583355977253
bf16,-68.06639093674897,0.0002410428940520074,-68.06607825141728,0.00023445041677157342
