dtypes,E_mean_ref,E_error_ref,E_mean_delta,E_error_delta
f32,-17.016222924426522,0.00013149712486924898,-17.01622271948836,0.00011715019164082565
f16,-17.016222924426522,0.00013149712486924898,-17.016216905411596,0.00011683597490031582
bf16,-17.016222924426522,0.00013149712486924898,-17.016197867652785,0.00012159167338745004
