dtypes,E_mean_ref,E_error_ref,E_mean_delta,E_error_delta
f32,-28.565856698093974,0.0006002073693996209,-28.566002467638263,0.0006351719789333498
f16,-28.565856698093974,0.0006002073693996209,-28.565890510450807,0.0006335132715426945
bf16,-28.565856698093974,0.0006002073693996209,-28.565277767704497,0.000622643459289361
