dtypes,E_mean_ref,E_error_ref,E_mean_delta,E_error_delta
f32,-106.95209524928846,1.4375760886270763,-107.43468115100434,0.06358274031524164
f16,-106.95209524928846,1.4375760886270763,-106.86191963094109,0.06718146385592112
bf16,-106.95209524928846,1.4375760886270763,-107.65639716783639,0.06463130788826263
