dtypes,E_mean_ref,E_error_ref,E_mean_delta,E_error_delta
f32,-34.03284769753273,0.00016423548858088472,-34.03284769753273,0.0001449084750111272
f16,-34.03284769753273,0.00016423548858088472,-34.03279365816741,0.0001465031187849161
bf16,-34.03284769753273,0.00016423548858088472,-34.03290701389159,0.00014470145098274852
