Mean,Variance,Sigma,R_hat,TauCorr,iter_per_sec,total_time
-63.11848583019777,129.15506573916042,0.17870869874130058,1.1191299636279872,0.0064188848464586945,-1,1672.1401044640224
-66.21516528770799,124.16047203078763,0.17301138801806834,1.1213495830903215,0.0,-1,1672.1401044640224
-68.39679577462198,121.89597105538098,0.1686514945541964,1.1152518412296804,0.0,3,1672.1401044640224
-70.79137766030965,115.52606140268983,0.16493294307997636,1.119207077877272,0.0,4,1672.1401044640224
-73.43864033990634,109.68782256466613,0.1660969983167354,1.1245252392283882,0.015104216633904155,5,1672.1401044640224
-75.53351626213329,104.40739748293169,0.16630724054152599,1.1200648887720597,0.042526550751806336,5,1672.1401044640224
-77.73553471277006,104.09201913152302,0.16329541191915128,1.1258165301192318,0.02463889506526984,5,1672.1401044640224
-80.03789428315497,99.7149951469626,0.16645487938039888,1.140293373403661,0.06906587163939537,5,1672.1401044640224
-82.17818746388238,95.27281680138961,0.1622005224622485,1.1362234239114353,0.06554275645856777,5,1672.1401044640224
-84.58903186936921,92.11900662989646,0.15410001886524652,1.1284304491149424,0.027941850078960884,5,1672.1401044640224
-86.59384405465254,88.79582376554697,0.15659486461044314,1.134005557178204,0.065577915637124,5,1672.1401044640224
-88.45487050901322,84.74232176222876,0.15275741195101272,1.133114330657974,0.06394165877964209,5,1672.1401044640224
-90.79970211795383,80.77854941415796,0.1511401383495158,1.1363787073650964,0.07915329710781915,5,1672.1401044640224
-92.82752567773608,75.39610404965802,0.1507645942984091,1.1466630160231364,0.11741869283031203,5,1672.1401044640224
-94.88020726467064,70.62177579848552,0.14478207566969162,1.1470306138019757,0.10788428438612008,5,1672.1401044640224
-96.45399818848476,68.45502778396394,0.14300867675688836,1.1501523246422016,0.11185621757144948,5,1672.1401044640224
-98.2819263403909,66.87426124421773,0.139952626020457,1.1474462218810084,0.09983673412098082,4,1672.1401044640224
-99.82553729762172,60.4281396493946,0.13939656318065927,1.1492282979504151,0.15855926016801625,4,1672.1401044640224
-101.49305383674921,59.6477495917736,0.13930265155641464,1.1547475582084725,0.16627674492933264,4,1672.1401044640224
-102.92519718629714,55.0566629442241,0.13529489832090677,1.1607336813815214,0.18089933307194228,4,1672.1401044640224
-104.7733084644702,54.193929379230795,0.13243814638323861,1.163832343392192,0.16283510075686425,4,1672.1401044640224
-106.32016031990267,49.807166265748826,0.13106426240912702,1.1640555919927718,0.20632844149919682,4,1672.1401044640224
-107.43775926182742,47.022186614289176,0.12731183506691907,1.1693464668224938,0.20593495639002657,4,1672.1401044640224
-108.60715808441589,46.86231276209536,0.1303723700183648,1.1796366406229486,0.24280933889478518,4,1672.1401044640224
-110.12319113943002,43.026434351459656,0.12900259708596584,1.1779600035731372,0.29212095508742086,4,1672.1401044640224
-111.22717702806621,38.69279270523433,0.12197568457315683,1.182108339072618,0.28749245970448745,4,1672.1401044640224
-112.63094789608354,37.37748584586597,0.1216024571889085,1.1828786808604155,0.31022300103794676,4,1672.1401044640224
-113.49236558000946,36.131999742457495,0.12026039319366165,1.1845622624294727,0.31975333603238265,4,1672.1401044640224
-114.58734831826453,33.43500169175541,0.11595263830869522,1.19568432003294,0.32354981175789443,4,1672.1401044640224
-115.56925893929888,30.961472755042763,0.11279681784808163,1.1930517295443723,0.3415928499609895,3,1672.1401044640224
-116.5224847181861,27.948259080922412,0.11033250132816598,1.1925863730312523,0.39203546264694555,3,1672.1401044640224
-117.42147474632097,26.81437881650343,0.10584468772804267,1.1912918744392245,0.35565825327060296,3,1672.1401044640224
-118.09426727584479,25.392614728958776,0.10570892828585561,1.1976396042981243,0.40125122614953534,3,1672.1401044640224
-118.93664469672396,25.147454085882675,0.10730372511929716,1.2022676111322328,0.437703477290298,3,1672.1401044640224
-119.88755611282367,23.053892901911734,0.10379484072371954,1.2086159923516475,0.4570557009925371,3,1672.1401044640224
-120.32975123409747,22.77544605445089,0.10398431207361612,1.2072330234209978,0.4722964654769123,3,1672.1401044640224
