dtypes,time_ref_mean,time_ref_err,time_delta_mean,time_delta_err,speedup_mean,speedup_err
f32,0.669487206141154,0.03058923919672831,0.20350809892018637,0.008848324287086437,3.2897324956277023,0.06307176876941525
f16,0.669487206141154,0.03058923919672831,0.1564725399017334,0.007172261678261662,4.278624265712053,0.06471996986272635
bf16,0.669487206141154,0.03058923919672831,0.16354705492655436,0.00814838699146293,4.0935448604794935,0.06760138192843837
